type,latitude,longitude,altitude (m),slope (%),distance (km),distance_interval (m),name,desc
T,52.2587,9.30962,160,0,40.234,54.8,,
T,52.25841,9.30925,160,0,40.275,40.98,,
T,52.25824,9.30901,160,0,40.3,25.03,,
T,52.25807,9.30878,160,0,40.325,24.59,,
T,52.25805,9.30875,160,0,40.328,3.02,,
T,52.25787,9.3085,160,0,40.354,26.32,,
T,52.25774,9.30831,160,0,40.374,19.43,,
T,52.25754,9.308,160,0,40.404,30.71,,
T,52.25747,9.3079,160,0,40.415,10.36,,
T,52.25718,9.30745,160,0,40.459,44.56,,
T,52.25708,9.30729,160,0,40.475,15.59,,
T,52.25698,9.30712,160,0,40.491,16.08,,
T,52.25682,9.30685,160,0,40.517,25.63,,
T,52.25669,9.30664,160,0,40.537,20.37,,
T,52.25656,9.30641,160,0,40.558,21.35,,
T,52.25639,9.3061,160,0,40.587,28.39,,
T,52.25627,9.30587,160,0,40.607,20.61,,
T,52.25621,9.30578,160,0,40.616,9.07,,
T,52.25612,9.30559,160,0,40.633,16.39,,
T,52.2561,9.30555,160,0,40.636,3.52,,
T,52.25598,9.30533,160,0,40.656,20.1,,
T,52.25596,9.3053,160,0,40.66,3.02,,
T,52.25589,9.30516,160,0,40.672,12.33,,
T,52.25587,9.3051,160,0,40.676,4.66,,
T,52.25581,9.30499,160,0,40.687,10.05,,
T,52.25577,9.30491,160,0,40.694,7.05,,
T,52.25558,9.30452,160,0,40.728,34,,
T,52.25543,9.30421,160,0,40.755,26.96,,
T,52.25532,9.30398,160,0,40.774,19.91,,
T,52.25531,9.30395,160,0,40.777,2.33,,
T,52.25513,9.30356,160,0,40.81,33.32,,
T,52.2551,9.30352,160,0,40.814,4.31,,
T,52.25486,9.30301,160,0,40.858,43.89,,
T,52.25476,9.30277,160,0,40.878,19.81,,
T,52.25459,9.30243,160,0,40.908,29.95,,
T,52.25444,9.30209,160,0,40.937,28.59,,
T,52.25443,9.30207,160,0,40.938,1.76,,
T,52.25421,9.3016,160,0,40.979,40.37,,
T,52.254,9.30113,160,0,41.018,39.7,,
T,52.25398,9.3011,160,0,41.022,3.02,,
T,52.25383,9.30078,160,0,41.049,27.5,,
T,52.25371,9.30051,160,0,41.072,22.77,,
T,52.25363,9.30036,160,0,41.085,13.57,,
T,52.25356,9.3002,160.2,1.4,41.099,13.42,,
T,52.25348,9.30002,160.5,1.9,41.114,15.18,,
T,52.25336,9.29976,160.9,1.9,41.136,22.22,,
T,52.2532,9.29943,161,0.3,41.165,28.72,,
T,52.25315,9.29933,161,0,41.174,8.81,,
T,52.25304,9.29908,161.1,0.3,41.195,21.01,,
T,52.25293,9.29885,161.5,2.4,41.215,19.91,,
T,52.25276,9.29847,162,1.5,41.247,32.11,,
T,52.2526,9.29813,162,0,41.276,29.26,,
T,52.25242,9.29775,163,3.1,41.309,32.78,,
T,52.25224,9.29735,163,0,41.343,33.87,,
T,52.25204,9.29693,163.7,1.8,41.379,36.3,,
T,52.25199,9.29684,163.8,2.2,41.387,8.29,,
T,52.25184,9.2965,164.2,1.4,41.416,28.6,,
T,52.25171,9.29622,164.8,2.6,41.44,23.98,,
T,52.25167,9.29614,165,2,41.447,7.05,,
T,52.25155,9.29588,165.3,1.6,41.469,22.22,,
T,52.25141,9.29559,165.9,2.3,41.494,25.2,,
T,52.25121,9.29516,166.3,0.9,41.531,36.85,,
T,52.2512,9.29515,166.3,3.1,41.532,1.31,,
T,52.25114,9.29502,166.8,4.7,41.544,11.11,,
T,52.25101,9.29475,167.4,2.3,41.567,23.44,,
T,52.25087,9.29447,167.9,2,41.592,24.66,,
T,52.25086,9.29444,167.9,2.1,41.594,2.33,,
T,52.25076,9.29425,168.8,5,41.611,17.09,,
T,52.25066,9.29406,169.2,2.7,41.628,17.09,,
T,52.25055,9.29385,170,4,41.647,18.85,,
T,52.25051,9.29377,170.1,1,41.654,7.05,,
T,52.25041,9.29358,170.5,2.7,41.671,17.09,,
T,52.25033,9.29343,170.8,2.1,41.685,13.57,,
T,52.25026,9.2933,171,1.7,41.697,11.81,,
T,52.25019,9.29318,171.2,1.5,41.708,11.31,,
T,52.25007,9.29298,171.8,3.4,41.727,19.1,,
T,52.24995,9.29278,172.2,1.9,41.746,19.1,,
T,52.24988,9.29265,172.7,4.4,41.758,11.81,,
T,52.2498,9.29252,173,2.3,41.77,12.57,,
T,52.24963,9.29224,174.3,4.8,41.797,26.9,,
T,52.24961,9.2922,174.5,5.2,41.801,3.52,,
T,52.24951,9.29204,174.9,3,41.816,15.6,,
T,52.2494,9.29187,175.4,3,41.833,16.87,,
T,52.2493,9.29172,176.3,6,41.848,15.12,,
T,52.24928,9.29168,176.5,6.1,41.852,3.52,,
T,52.24922,9.29159,176.8,2.9,41.861,9.07,,
T,52.24917,9.29152,177,2.5,41.868,7.34,,
T,52.24906,9.29136,177.5,3,41.885,16.41,,
T,52.24895,9.29118,178.5,6,41.902,17.35,,
T,52.24877,9.29094,178.8,1.1,41.928,25.88,,
T,52.24863,9.29075,178.6,-0.9,41.948,20.27,,
T,52.2485,9.29055,178.8,0.8,41.968,19.9,,
T,52.24848,9.29053,178.9,4.1,41.971,2.61,,
T,52.24841,9.29044,179.3,4.4,41.981,9.92,,
T,52.24817,9.29013,180,2,42.015,34.08,,
T,52.24813,9.29008,180,0,42.02,5.61,,
T,52.24802,9.28994,180,0,42.036,15.53,,
T,52.24794,9.28984,180,0,42.047,11.22,,
T,52.24791,9.2898,180,0,42.051,4.31,,
T,52.2478,9.28967,180,0,42.067,15.12,,
T,52.24768,9.28952,180,0,42.083,16.83,,
T,52.24751,9.28932,180,0,42.107,23.33,,
T,52.24727,9.28904,180,0,42.14,32.85,,
T,52.24724,9.28901,180,0,42.144,3.92,,
T,52.24712,9.28887,180,0,42.16,16.42,,
T,52.247,9.28874,180,0,42.176,16.04,,
T,52.24667,9.28838,180,0,42.22,44.19,,
T,52.24656,9.28826,180.8,5.2,42.235,14.73,,
T,52.24618,9.28785,182.8,3.9,42.286,50.72,,
T,52.24596,9.28762,183.5,2.7,42.315,29.09,,
T,52.24591,9.28757,183.7,2.8,42.321,6.53,,
T,52.24568,9.28732,184.6,2.7,42.352,30.77,,
T,52.24562,9.28725,184.8,2.6,42.36,8.21,,
T,52.24543,9.28706,185.9,4.6,42.385,24.81,,
T,52.2453,9.28691,186.7,4.6,42.403,17.73,,
T,52.24509,9.28669,186.8,0.2,42.431,27.78,,
T,52.24488,9.28645,186.7,-0.4,42.459,28.54,,
T,52.24485,9.28643,186.7,1,42.463,3.61,,
T,52.24452,9.28608,186.6,-0.2,42.506,43.82,,
T,52.24419,9.28573,187.5,1.9,42.55,43.82,,
T,52.24386,9.28537,190.1,6,42.594,44.19,,
T,52.24366,9.28516,190.4,1.1,42.621,26.48,,
T,52.24347,9.28495,190.9,2.1,42.647,25.55,,
T,52.2433,9.28478,191.4,2.4,42.669,22.2,,
T,52.24314,9.2846,192.4,4.4,42.69,21.64,,
T,52.243,9.28445,193,3.3,42.709,18.65,,
T,52.24281,9.28425,192.9,-0.3,42.734,25.17,,
T,52.24267,9.2841,193.3,2,42.753,18.65,,
T,52.24253,9.28394,193.2,-0.7,42.772,19.03,,
T,52.24239,9.28378,193.4,1.2,42.791,19.03,,
T,52.2423,9.28367,193.7,2.6,42.803,12.52,,
T,52.24212,9.28347,193.9,0.6,42.828,24.24,,
T,52.24199,9.28331,193.8,-0.1,42.846,18.13,,
T,52.24183,9.28311,194.5,2.9,42.868,22.44,,
T,52.24181,9.28309,194.5,2,42.871,2.61,,
T,52.24161,9.28283,195.2,2.3,42.899,28.47,,
T,52.24148,9.28267,195.3,0.4,42.917,18.13,,
T,52.24135,9.2825,195.1,-0.8,42.936,18.55,,
T,52.24118,9.28228,195.2,0.1,42.96,24.16,,
T,52.24101,9.28204,195.1,-0.1,42.985,25.03,,
T,52.241,9.28203,195.1,-0.2,42.986,1.31,,
T,52.24085,9.28182,195,-0.7,43.008,22.01,,
T,52.24074,9.28166,195.3,2.2,43.025,16.41,,
T,52.24065,9.28152,195.7,2.3,43.039,13.85,,
T,52.24048,9.28127,195.8,0.7,43.064,25.48,,
T,52.24016,9.28078,196.7,1.8,43.113,48.87,,
T,52.24016,9.28077,196.7,-2.9,43.114,0.68,,
T,52.23994,9.28041,198,3.8,43.148,34.7,,
T,52.23989,9.28033,198.3,3.6,43.156,7.8,,
T,52.23979,9.28018,199,4.6,43.171,15.13,,
T,52.23964,9.27991,199.3,1.1,43.196,24.87,,
T,52.23963,9.2799,199.3,2.8,43.198,1.31,,
T,52.23955,9.27976,199.4,0.6,43.211,13.07,,
T,52.23952,9.2797,199.5,1.5,43.216,5.29,,
T,52.23944,9.27956,200,4.3,43.229,13.07,,
T,52.23928,9.27927,200.6,2.1,43.256,26.63,,
T,52.23916,9.27905,200.6,0.2,43.276,20.1,,
T,52.23916,9.27904,200.6,-5.3,43.276,0.68,,
T,52.23904,9.27882,200.9,1.6,43.297,20.1,,
T,52.23892,9.2786,201.7,4.1,43.317,20.1,,
T,52.23882,9.27839,201.5,-1.6,43.335,18.16,,
T,52.23881,9.27837,201.4,-2,43.337,1.76,,
T,52.23872,9.27819,201.6,1.2,43.352,15.86,,
T,52.23869,9.27814,201.7,2.3,43.357,4.78,,
T,52.23858,9.27791,202.1,2,43.377,19.92,,
T,52.23847,9.27768,202.2,0.2,43.397,19.92,,
T,52.23846,9.27765,202.1,-3.1,43.399,2.33,,
T,52.23832,9.27734,202,-0.2,43.426,26.29,,
T,52.23816,9.27698,201.7,-1.1,43.456,30.36,,
T,52.23815,9.27697,201.7,1.5,43.457,1.31,,
T,52.23801,9.27663,201.9,0.7,43.485,27.97,,
T,52.23796,9.27653,201.7,-2.4,43.494,8.81,,
T,52.23775,9.27603,201.2,-1.2,43.535,41.38,,
T,52.23762,9.2757,201.7,1.7,43.562,26.79,,
T,52.23746,9.27527,201.1,-1.5,43.597,34.35,,
T,52.23739,9.27509,201.4,1.7,43.611,14.56,,
T,52.23728,9.27479,201,-1.5,43.635,23.87,,
T,52.23711,9.2743,201.4,1,43.673,38.45,,
T,52.23709,9.27424,201.6,3.2,43.678,4.66,,
T,52.23697,9.27389,202.6,3.9,43.706,27.39,,
T,52.2369,9.27367,202.7,0.4,43.722,16.93,,
T,52.23688,9.27362,202.7,0.9,43.727,4.08,,
T,52.23675,9.27321,203.5,2.4,43.758,31.52,,
T,52.2367,9.27304,203.6,1.1,43.771,12.88,,
T,52.23659,9.27268,204,1.4,43.798,27.47,,
T,52.23651,9.27242,204,-0.3,43.818,19.87,,
T,52.23644,9.27215,203.6,-2,43.838,20.02,,
T,52.23637,9.27191,203.1,-2.4,43.856,18.15,,
T,52.23634,9.2718,203.3,1.6,43.865,8.22,,
T,52.23626,9.2715,203.1,-0.5,43.887,22.34,,
T,52.23612,9.27094,202.9,-0.5,43.928,41.31,,
T,52.23606,9.2707,202.8,-0.9,43.946,17.7,,
T,52.23603,9.2706,202.7,-1.2,43.954,7.6,,
T,52.23593,9.27015,202.5,-0.6,43.986,32.69,,
T,52.23584,9.26978,202.2,-1.2,44.013,27.19,,
T,52.23579,9.26955,202.7,3,44.03,16.67,,
T,52.23578,9.26947,202.8,1.8,44.036,5.58,,
T,52.23574,9.26928,203,1.2,44.049,13.72,,
T,52.23562,9.2687,203.9,2.3,44.091,41.81,,
T,52.23555,9.26834,204.1,0.6,44.117,25.8,,
T,52.23552,9.26816,204.2,0.9,44.13,12.74,,
T,52.23548,9.26795,204,-1.2,44.145,15.02,,
T,52.23545,9.26777,203.8,-1.8,44.158,12.74,,
T,52.23541,9.26752,204,1.6,44.175,17.65,,
T,52.23537,9.26727,203.5,-3.1,44.193,17.65,,
T,52.23533,9.26702,203.6,0.7,44.211,17.65,,
T,52.23528,9.26674,203.2,-1.9,44.23,19.92,,
T,52.23521,9.26623,203.1,-0.5,44.266,35.7,,
T,52.23516,9.26588,202.9,-0.6,44.291,24.55,,
T,52.23505,9.265,202.6,-0.5,44.352,61.35,,
T,52.23498,9.26444,202.1,-1.5,44.391,39.04,,
T,52.23491,9.26385,201.2,-2,44.432,41.05,,
T,52.23479,9.26289,200.2,-1.6,44.499,66.93,,
T,52.23473,9.26243,200,-0.6,44.531,32.13,,
T,52.23463,9.26166,200.7,1.3,44.585,53.77,,
T,52.23455,9.26108,200.6,-0.1,44.626,40.61,,
T,52.23451,9.26079,200.6,0.1,44.646,20.31,,
T,52.2344,9.25994,199.1,-2.6,44.705,59.35,,
T,52.23434,9.25945,195.7,-10.2,44.739,34.14,,
T,52.23431,9.25922,194.7,-5.9,44.755,16.06,,
T,52.23426,9.25883,193.1,-6.1,44.783,27.22,,
T,52.23423,9.25863,192.1,-6.9,44.797,14.07,,
T,52.23415,9.25807,190.1,-5,44.836,39.28,,
T,52.23412,9.25781,189.3,-4.6,44.854,18.07,,
T,52.23403,9.2571,187.5,-3.5,44.904,49.53,,
T,52.23389,9.25609,185.9,-2.3,44.974,70.74,,
T,52.23386,9.25587,185.3,-3.7,44.99,15.4,,
T,52.23372,9.25479,184.2,-1.5,45.065,75.41,,
T,52.23357,9.25371,182.5,-2.3,45.141,75.65,,
T,52.23345,9.25281,181.6,-1.5,45.204,62.92,,
T,52.23335,9.25202,180.2,-2.5,45.259,55.11,,
T,52.23328,9.25147,179.2,-2.5,45.297,38.38,,
T,52.23324,9.25117,179.3,0.4,45.318,20.97,,
T,52.23302,9.24952,177.4,-1.7,45.434,115.36,,
T,52.23298,9.24924,177.3,-0.7,45.453,19.64,,
T,52.23295,9.24901,176.8,-2.8,45.469,16.06,,
T,52.23289,9.24858,176.5,-1.1,45.499,30.13,,
T,52.23284,9.2482,175.8,-2.7,45.526,26.55,,
T,52.2328,9.24794,175.9,0.6,45.544,18.31,,
T,52.23273,9.2474,175.2,-1.9,45.582,37.71,,
T,52.23266,9.24684,174.4,-1.9,45.621,39.04,,
T,52.23262,9.24655,174.1,-1.4,45.641,20.31,,
T,52.23256,9.2461,173.8,-1.3,45.673,31.46,,
T,52.23241,9.24499,172.3,-1.9,45.75,77.65,,
T,52.2323,9.24421,171.1,-2.2,45.805,54.68,,
T,52.23223,9.24369,171,-0.4,45.841,36.37,,
T,52.23218,9.24331,170.1,-3.1,45.868,26.55,,
T,52.23215,9.24307,170,-0.7,45.885,16.73,,
T,52.23211,9.24278,169.4,-3,45.905,20.31,,
T,52.23206,9.24241,168.9,-2.1,45.931,25.88,,
T,52.23203,9.24223,168.7,-1.3,45.944,12.74,,
T,52.23199,9.24196,168.8,0.7,45.963,18.98,,
T,52.23195,9.24171,168.1,-4,45.98,17.65,,
T,52.23191,9.2415,168,-0.9,45.995,15.02,,
T,52.23184,9.24115,167.1,-3.4,46.02,25.15,,
T,52.23182,9.24101,167,-1.4,46.03,9.82,,
T,52.2318,9.24091,167,0,46.037,7.19,,
T,52.23179,9.24085,167,0,46.042,4.25,,
T,52.23176,9.24072,166.9,-1.4,46.051,9.49,,
T,52.23172,9.24054,166.8,-0.8,46.064,13.08,,
T,52.2317,9.24045,166.5,-3.3,46.071,6.54,,
T,52.23168,9.24037,166.3,-3.9,46.077,5.9,,
T,52.23167,9.24033,166.2,-4.4,46.08,2.95,,
T,52.23159,9.24002,165.3,-3.7,46.103,22.97,,
T,52.23155,9.23985,165.4,0.7,46.115,12.44,,
T,52.23152,9.23975,165.5,1.4,46.123,7.6,,
T,52.23149,9.23963,165.4,-1.2,46.132,8.85,,
T,52.23146,9.23953,165.2,-2.6,46.139,7.6,,
T,52.23141,9.23933,164.6,-4.3,46.154,14.75,,
T,52.23135,9.23915,164.1,-3.2,46.168,13.99,,
T,52.23133,9.23908,164.2,1.4,46.173,5.28,,
T,52.23128,9.23892,164.4,1.5,46.185,12.27,,
T,52.23126,9.23886,164.4,-0.7,46.19,4.66,,
T,52.23123,9.23876,164.1,-3.3,46.198,7.6,,
T,52.23121,9.23869,163.9,-3.4,46.203,5.28,,
T,52.23115,9.23852,163.9,-0.5,46.216,13.4,,
T,52.2311,9.23838,164,1.6,46.227,11.07,,
T,52.23106,9.23825,163.9,-1.6,46.237,9.93,,
T,52.23102,9.23815,163.7,-2.6,46.246,8.15,,
T,52.23097,9.23801,163.3,-2.9,46.257,11.07,,
T,52.23088,9.23777,162.8,-2.7,46.276,19.21,,
T,52.23085,9.23769,162.9,1.7,46.282,6.4,,
T,52.23078,9.23752,163.2,1.9,46.296,13.98,,
T,52.23069,9.23729,163.2,-0.3,46.315,18.63,,
T,52.23063,9.23715,163.2,0.5,46.327,11.66,,
T,52.23048,9.2368,163.4,0.7,46.356,29.16,,
T,52.2304,9.23664,163.5,0.4,46.37,14.1,,
T,52.23039,9.23662,163.4,-2,46.372,1.76,,
T,52.2303,9.23643,163.1,-2.2,46.388,16.4,,
T,52.23029,9.23641,163,-2,46.39,1.76,,
T,52.23024,9.23629,163.3,2.4,46.4,9.91,,
T,52.23018,9.23618,163.7,4.3,46.41,10.05,,
T,52.23008,9.236,164.4,4.3,46.426,16.59,,
T,52.22999,9.23582,165,3.8,46.442,15.86,,
T,52.22995,9.23573,165,-0.5,46.45,7.59,,
T,52.22991,9.23567,165.1,1.2,46.456,6.05,,
T,52.22983,9.23551,165.2,1.2,46.47,14.1,,
T,52.22982,9.23549,165.3,4.1,46.472,1.76,,
T,52.22971,9.2353,166,4.2,46.489,17.84,,
T,52.22963,9.23515,166,-0.2,46.503,13.58,,
T,52.22946,9.23487,166.4,1.6,46.53,26.9,,
T,52.22945,9.23485,166.4,-0.9,46.532,1.76,,
T,52.22923,9.23448,166.9,1.3,46.567,35.19,,
T,52.22918,9.23439,166.9,0.9,46.575,8.29,,
T,52.22909,9.23424,167.6,4.8,46.589,14.33,,
T,52.22898,9.23406,168,1.9,46.607,17.35,,
T,52.22896,9.23403,168,1.2,46.61,3.03,,
T,52.22888,9.2339,168.1,0.9,46.622,12.58,,
T,52.22878,9.23374,168.6,3,46.638,15.6,,
T,52.2287,9.23361,168.7,0.8,46.651,12.58,,
T,52.22856,9.23339,169.2,2.5,46.672,21.65,,
T,52.22843,9.23317,169.4,1.1,46.693,20.86,,
T,52.22832,9.23301,169.9,3,46.71,16.41,,
T,52.22806,9.23258,170.3,0.8,46.751,41.23,,
T,52.22805,9.23256,170.3,0.9,46.753,1.76,,
T,52.22799,9.23247,170.7,4.5,46.762,9.08,,
T,52.22778,9.23213,171.7,2.9,46.795,32.95,,
T,52.22765,9.23193,171.9,1.1,46.814,19.9,,
T,52.22753,9.23173,172,0.8,46.834,19.11,,
T,52.22731,9.23138,172.4,1,46.868,34.22,,
T,52.22727,9.2313,172.6,3.4,46.875,7.05,,
T,52.22717,9.23115,173.2,4.1,46.89,15.13,,
T,52.22704,9.23093,173.4,1,46.911,20.86,,
T,52.22694,9.23077,173.8,2.3,46.926,15.6,,
T,52.22682,9.23058,173.9,0.8,46.945,18.62,,
T,52.22677,9.2305,174.1,1.4,46.953,7.8,,
T,52.2267,9.23039,174.2,1,46.964,10.82,,
T,52.22659,9.23022,174.3,1.1,46.981,16.87,,
T,52.22647,9.23002,174.5,0.8,47,19.11,,
T,52.22636,9.22984,174.6,0.6,47.017,17.35,,
T,52.22625,9.22966,174.8,1.1,47.034,17.35,,
T,52.22614,9.22948,174.9,0.8,47.052,17.35,,
T,52.22601,9.22929,175.2,1.3,47.071,19.44,,
T,52.2259,9.22911,175.3,0.8,47.089,17.35,,
T,52.22578,9.22892,175.3,-0.1,47.107,18.62,,
T,52.2257,9.22878,175.5,1.3,47.12,13.07,,
T,52.22564,9.22868,175.7,2.3,47.13,9.55,,
T,52.22555,9.22855,175.8,0.9,47.143,13.39,,
T,52.22546,9.22839,175.9,0.5,47.158,14.83,,
T,52.22498,9.22762,180.2,5.7,47.233,74.97,,
T,52.22488,9.22745,180.9,4.3,47.249,16.09,,
T,52.22475,9.22724,181.8,4.6,47.269,20.38,,
T,52.22458,9.22696,183.1,4.8,47.296,26.91,,
T,52.22453,9.22688,183.5,5.5,47.304,7.8,,
T,52.22441,9.22667,184.4,4.3,47.324,19.6,,
T,52.22429,9.22646,185.3,4.4,47.343,19.6,,
T,52.22418,9.22625,185.4,0.8,47.362,18.86,,
T,52.2241,9.22611,185.5,0.6,47.375,13.07,,
T,52.22395,9.2258,186.4,3.6,47.402,26.97,,
T,52.22388,9.22567,186.5,0.5,47.414,11.81,,
T,52.22383,9.22556,186.6,1.6,47.423,9.35,,
T,52.22375,9.22538,187.2,3.5,47.439,15.18,,
T,52.22366,9.22519,187.3,0.9,47.455,16.4,,
T,52.22358,9.225,187.3,0,47.471,15.74,,
T,52.22355,9.22494,187.7,6.1,47.476,5.29,,
T,52.22348,9.22478,188.4,5.6,47.489,13.42,,
T,52.22339,9.22456,188.8,2.1,47.507,18.06,,
T,52.22335,9.22445,188.8,0.4,47.516,8.74,,
T,52.2233,9.22432,188.8,-0.5,47.527,10.48,,
T,52.22322,9.22411,188.8,0.1,47.544,16.89,,
T,52.22317,9.22399,189.2,3.6,47.553,9.91,,
T,52.22313,9.22385,189.3,1.4,47.564,10.55,,
T,52.22303,9.22356,189.4,0.2,47.587,22.73,,
T,52.22301,9.22353,189.7,10.7,47.59,3.03,,
T,52.22295,9.22331,190.2,3.4,47.606,16.45,,
T,52.22287,9.22307,191.4,6,47.625,18.66,,
T,52.22278,9.22275,192.9,6.1,47.649,24.05,,
T,52.2227,9.22246,193,0.6,47.671,21.73,,
T,52.22265,9.22229,193.1,0.8,47.684,12.88,,
T,52.22258,9.222,193.6,2.5,47.705,21.29,,
T,52.22256,9.22193,193.9,4.9,47.71,5.28,,
T,52.2225,9.22166,194,0.5,47.73,19.62,,
T,52.22247,9.22151,193.8,-2,47.741,10.78,,
T,52.22242,9.22128,193.5,-1.7,47.757,16.67,,
T,52.22236,9.22099,193.5,0.2,47.778,20.91,,
T,52.2223,9.22064,193.5,-0.2,47.803,24.83,,
T,52.22227,9.22045,193.1,-2.7,47.816,13.41,,
T,52.22225,9.22036,193,-1.7,47.823,6.54,,
T,52.22223,9.2202,192.6,-3.2,47.834,11.16,,
T,52.22218,9.21988,192.8,0.5,47.857,22.56,,
T,52.22215,9.21959,192.8,0.3,47.877,20.1,,
T,52.22211,9.21931,193,1,47.896,19.65,,
T,52.2221,9.21916,193.2,1.8,47.907,10.31,,
T,52.22209,9.21908,193.4,3.4,47.912,5.58,,
T,52.22208,9.219,193.5,2.7,47.918,5.58,,
T,52.22206,9.21872,193.8,1.1,47.937,19.26,,
T,52.22203,9.21844,194.1,1.7,47.957,19.42,,
T,52.22201,9.21816,194.3,1.1,47.976,19.26,,
T,52.222,9.21786,194.4,0.5,47.996,20.53,,
T,52.22199,9.21761,194.5,0.6,48.013,17.12,,
T,52.22198,9.21746,194.5,-0.2,48.024,10.31,,
T,52.22197,9.21714,193.8,-3.1,48.046,21.9,,
T,52.22197,9.21704,193.8,0,48.052,6.83,,
T,52.22197,9.21693,193.8,0,48.06,7.52,,
T,52.22197,9.21683,193.8,0,48.067,6.83,,
T,52.22197,9.21665,193.8,0,48.079,12.3,,
T,52.22197,9.21644,193.8,0,48.093,14.35,,
T,52.22197,9.21617,193.8,0,48.112,18.45,,
T,52.22198,9.21607,193.7,-1,48.119,6.92,,
T,52.22198,9.21595,193.7,0,48.127,8.2,,
T,52.22198,9.21576,193.7,0,48.14,12.98,,
T,52.22199,9.21557,193.7,-0.6,48.153,13.03,,
T,52.22199,9.21533,193.7,0,48.169,16.4,,
T,52.222,9.21513,193.1,-4.4,48.183,13.71,,
T,52.22201,9.21503,192.6,-6.2,48.19,6.92,,
T,52.22201,9.21478,191.7,-5.3,48.207,17.08,,
T,52.22208,9.21334,189,-2.7,48.306,98.71,,
T,52.22209,9.21304,188,-5.2,48.326,20.53,,
T,52.2221,9.21256,187.1,-2.6,48.359,32.82,,
T,52.22211,9.21226,186.5,-3.1,48.38,20.53,,
T,52.22211,9.21206,186.1,-2.9,48.393,13.67,,
T,52.22211,9.21173,185.8,-1.1,48.416,22.55,,
T,52.22211,9.21158,185.5,-3,48.426,10.25,,
T,52.22211,9.21151,185.2,-5.3,48.431,4.78,,
T,52.22211,9.21129,184.7,-3.9,48.446,15.03,,
T,52.22211,9.21118,184.5,-2.1,48.454,7.52,,
T,52.22211,9.21105,184.3,-2.6,48.462,8.88,,
T,52.2221,9.21083,183.9,-2.6,48.478,15.08,,
T,52.2221,9.21076,183.8,-2.3,48.482,4.78,,
T,52.22209,9.21051,183.4,-2.2,48.499,17.12,,
T,52.22208,9.21046,183.3,-1.3,48.503,3.59,,
T,52.22207,9.21027,183.1,-2,48.516,13.03,,
T,52.22206,9.21011,182.8,-2.4,48.527,10.99,,
T,52.22204,9.20983,182.4,-1.9,48.546,19.26,,
T,52.22201,9.20946,181.6,-3.4,48.572,25.5,,
T,52.22196,9.20891,181,-1.5,48.61,38,,
T,52.22192,9.20858,180.1,-4,48.633,22.99,,
T,52.22187,9.20818,180.1,0.1,48.661,27.9,,
T,52.22185,9.2081,180.1,-1.1,48.667,5.9,,
T,52.22182,9.20786,179.2,-5,48.683,16.74,,
T,52.22178,9.20765,178.7,-3.3,48.698,15.03,,
T,52.22169,9.20718,176.7,-6.1,48.732,33.64,,
T,52.22163,9.20686,175.5,-5.1,48.755,22.86,,
T,52.22152,9.20634,173.1,-6.5,48.792,37.58,,
T,52.22141,9.20587,170.1,-8.6,48.827,34.37,,
T,52.22121,9.20512,165.2,-8.8,48.883,55.88,,
T,52.22114,9.20482,162.2,-13.6,48.905,21.93,,
T,52.22103,9.20441,160,-7.3,48.935,30.58,,
T,52.22093,9.20402,160,0,48.964,28.88,,
T,52.22089,9.20387,160,0,48.975,11.18,,
T,52.22079,9.20349,160,0,49.004,28.25,,
T,52.22073,9.20327,160,0,49.02,16.45,,
T,52.22058,9.20271,160,0,49.062,41.75,,
T,52.22058,9.2027,160,0,49.062,0.68,,
T,52.22049,9.20237,160,0,49.087,24.68,,
T,52.22007,9.20074,163.6,3,49.208,120.8,,
T,52.21978,9.19964,169.2,6.8,49.29,81.81,,
T,52.21952,9.1987,172.9,5.3,49.36,70.45,,
T,52.21941,9.19828,175.4,7.9,49.391,31.2,,
T,52.21931,9.19792,176.7,4.9,49.418,27,,
T,52.21917,9.19744,178,3.5,49.455,36.32,,
T,52.2189,9.19646,179,1.4,49.528,73.41,,
T,52.21872,9.19582,179,0,49.576,48.11,,
T,52.21861,9.1954,179.6,1.8,49.607,31.2,,
T,52.21845,9.19479,180,1,49.653,45.33,,
T,52.21833,9.19434,180,0,49.686,33.53,,
T,52.21822,9.19393,180,0,49.717,30.58,,
T,52.21822,9.19392,180,0,49.718,0.68,,
T,52.21807,9.19336,180,0,49.759,41.75,,
T,52.218,9.19307,180,0,49.781,21.3,,
T,52.21787,9.1926,181.8,5,49.816,35.23,,
T,52.21771,9.192,187.6,13,49.861,44.7,,
T,52.2176,9.19156,191.3,11.5,49.893,32.47,,
T,52.21752,9.19127,193.2,8.9,49.915,21.73,,
T,52.21744,9.19097,195.7,10.8,49.937,22.35,,
T,52.21728,9.19035,199.5,8.4,49.983,45.96,,
T,52.21714,9.18981,200,1.2,50.023,40.06,,
T,52.21698,9.18922,200,0,50.067,44.08,,
T,52.21682,9.18863,200,0,50.111,44.08,,
T,52.21675,9.18837,199.1,-4.5,50.131,19.4,,
T,52.21659,9.18776,198.2,-2,50.176,45.33,,
T,52.2165,9.1874,197.6,-2.3,50.203,26.56,,
T,52.2163,9.18663,196.6,-1.8,50.26,57.14,,
T,52.21614,9.186,196.4,-0.4,50.306,46.59,,
T,52.21611,9.18584,196,-3.5,50.318,11.43,,
T,52.21602,9.18545,196.4,1.3,50.346,28.47,,
T,52.21597,9.18518,196.3,-0.3,50.365,19.27,,
