type,latitude,longitude,altitude (m),slope (%),distance (km),distance_interval (m),name,desc
T,48.57414,2.23539,91.4,1.2,37.402,28.92,,
T,48.57374,2.23535,91.3,-0.3,37.447,44.58,,
T,48.57354,2.23532,91.4,0.7,37.469,22.35,,
T,48.57342,2.2353,91.8,2.7,37.482,13.43,,
T,48.57319,2.23524,91.9,0.6,37.508,25.96,,
T,48.57297,2.23517,92,0.3,37.533,25,,
T,48.57262,2.23504,92.6,1.4,37.574,40.09,,
T,48.57229,2.2349,92.9,0.9,37.612,38.12,,
T,48.57218,2.23484,93,0.7,37.625,13.01,,
T,48.57189,2.23467,92.8,-0.4,37.659,34.6,,
T,48.57173,2.23457,92.9,0.1,37.679,19.26,,
T,48.57162,2.2345,93,0.9,37.692,13.28,,
T,48.57142,2.23437,93,-0.1,37.716,24.22,,
T,48.57119,2.2342,93,0.1,37.744,28.49,,
T,48.57107,2.23412,93,0,37.759,14.59,,
T,48.57098,2.23406,93,0,37.77,10.94,,
T,48.57066,2.23381,93,0,37.81,40.08,,
T,48.57006,2.23337,94,1.3,37.884,74.2,,
T,48.56982,2.23318,94,0,37.914,30.15,,
T,48.56974,2.23312,94,0,37.924,9.94,,
T,48.5694,2.23286,94,0,37.967,42.4,,
T,48.56928,2.23277,94,0,37.982,14.91,,
T,48.56908,2.23262,94,0,38.007,24.84,,
T,48.56893,2.2325,94,0,38.025,18.89,,
T,48.56875,2.23236,94,0,38.048,22.53,,
T,48.56856,2.23222,94,0,38.071,23.52,,
T,48.56773,2.23159,94,0,38.175,103.35,,
T,48.56739,2.23133,94,0,38.217,42.4,,
T,48.56738,2.23132,94,0,38.219,1.33,,
T,48.56722,2.2312,94,0,38.238,19.87,,
T,48.56687,2.23093,93.7,-0.6,38.282,43.73,,
T,48.56639,2.23057,93,-1.2,38.342,59.62,,
T,48.56577,2.23009,93.2,0.3,38.419,77.51,,
T,48.56502,2.22952,93,-0.3,38.513,93.41,,
T,48.56459,2.22919,93,0,38.566,53.66,,
T,48.56422,2.22891,93,0,38.612,46.04,,
T,48.56395,2.2287,93,0,38.646,33.79,,
T,48.56343,2.22831,93,0,38.711,64.59,,
T,48.56277,2.22781,93,0,38.793,82.15,,
T,48.56226,2.22742,93,0,38.857,63.6,,
T,48.56162,2.22693,92,-1.2,38.936,79.83,,
T,48.56084,2.22634,92,0,39.033,97.06,,
T,48.56078,2.22629,92,0,39.041,7.62,,
T,48.5604,2.22601,92,0,39.088,47.04,,
T,48.55971,2.22547,93,1.1,39.175,86.46,,
T,48.55919,2.22508,92.7,-0.4,39.239,64.59,,
T,48.55897,2.22491,92.5,-0.7,39.267,27.49,,
T,48.55892,2.22488,92.5,-0.4,39.273,5.98,,
T,48.55875,2.22475,92.5,-0.2,39.294,21.2,,
T,48.55834,2.22444,92,-0.9,39.345,51.01,,
T,48.55823,2.22435,92,0,39.359,13.92,,
T,48.55802,2.22419,92,0,39.385,26.17,,
T,48.5576,2.22387,91.9,-0.1,39.437,52.34,,
T,48.55727,2.22361,91.8,-0.3,39.479,41.41,,
T,48.55672,2.2232,91.9,0.1,39.547,68.24,,
T,48.55481,2.22174,91,-0.4,39.785,238.17,,
T,48.55431,2.22136,91.4,0.7,39.847,62.28,,
T,48.5539,2.22105,91,-0.9,39.898,51.01,,
T,48.5538,2.22097,91.2,1.2,39.911,12.59,,
T,48.55374,2.22092,91.2,0.1,39.919,7.63,,
T,48.55149,2.21922,91,-0.1,40.199,279.91,,
T,48.55087,2.21874,90.9,-0.1,40.276,77.52,,
T,48.55074,2.21863,91,0.6,40.293,16.58,,
T,48.55059,2.21852,91,-0.1,40.311,18.55,,
T,48.54976,2.21789,92,1,40.415,103.35,,
T,48.5492,2.21747,92.9,1.3,40.484,69.57,,
T,48.54864,2.21703,93,0.2,40.554,70.24,,
T,48.54841,2.21686,93.7,2.5,40.583,28.49,,
T,48.54831,2.21679,94,2.3,40.595,12.26,,
T,48.54771,2.21632,95.2,1.7,40.67,75.2,,
T,48.54741,2.2161,96,2,40.707,37.1,,
T,48.54731,2.21602,95.9,-0.6,40.72,12.59,,
T,48.54715,2.21589,96,0.5,40.74,20.22,,
T,48.54715,2.21589,96,,40.74,0,,
T,48.54688,2.21569,96.2,0.7,40.774,33.46,,
T,48.54612,2.21511,98,1.9,40.868,94.74,,
T,48.54548,2.21461,99,1.2,40.949,80.17,,
T,48.54447,2.21384,99.7,0.6,41.074,125.88,,
T,48.54434,2.21374,99.5,-1.7,41.091,16.23,,
T,48.54431,2.21372,99.4,-2,41.094,3.65,,
T,48.54398,2.21347,100.3,2.3,41.135,41.08,,
T,48.54385,2.21336,101.3,5.6,41.152,16.58,,
T,48.54371,2.21326,102.3,5.9,41.169,17.23,,
T,48.54349,2.21309,103,2.6,41.197,27.5,,
T,48.54336,2.21299,102.7,-1.6,41.213,16.23,,
T,48.54298,2.21269,101.3,-3.1,41.261,47.71,,
T,48.54213,2.21204,110.6,8.8,41.367,106.01,,
T,48.54176,2.21176,111.1,1.2,41.413,46.05,,
T,48.54142,2.21149,115.9,11.1,41.455,42.74,,
T,48.54129,2.2114,118,13.4,41.471,15.91,,
T,48.54126,2.21137,118.4,10.6,41.475,4,,
T,48.54064,2.2109,124.5,7.8,41.553,77.19,,
T,48.54,2.21041,131.5,8.9,41.632,79.84,,
T,48.53979,2.21025,133.6,8,41.659,26.17,,
T,48.53955,2.21008,136.6,10,41.688,29.49,,
T,48.53944,2.21001,138,10.7,41.701,13.28,,
T,48.53923,2.20988,140,7.8,41.727,25.25,,
T,48.53911,2.20981,141,6.8,41.741,14.31,,
T,48.53898,2.20975,141.6,4.5,41.756,15.12,,
T,48.53888,2.20971,142,3.4,41.768,11.51,,
T,48.53877,2.20966,142.4,3.1,41.78,12.78,,
T,48.53864,2.20962,142.9,3.2,41.795,14.75,,
T,48.53863,2.20962,142.9,3.2,41.796,1.11,,
T,48.5385,2.20958,143.4,3.2,41.811,14.75,,
T,48.53829,2.20952,144.1,3,41.835,23.77,,
T,48.53779,2.20939,146,3.3,41.891,56.42,,
T,48.53723,2.20924,148,3.2,41.954,63.25,,
T,48.53708,2.20921,148.5,3.2,41.971,16.83,,
T,48.53673,2.20911,149.8,3.2,42.011,39.61,,
T,48.53652,2.20906,150.3,2.3,42.034,23.64,,
T,48.53638,2.20902,150.5,1,42.05,15.85,,
T,48.53635,2.20901,150.5,0.8,42.054,3.42,,
T,48.5363,2.209,150.6,1.4,42.059,5.61,,
T,48.53564,2.20883,152,1.9,42.134,74.46,,
T,48.53546,2.20878,152.2,1,42.154,20.35,,
T,48.53541,2.20877,152.3,1.6,42.16,5.61,,
T,48.53532,2.20874,152.4,0.9,42.17,10.25,,
T,48.53494,2.20863,153,1.4,42.213,43.03,,
T,48.53493,2.20863,153,0,42.214,1.11,,
T,48.53479,2.20859,153,-0.1,42.23,15.85,,
T,48.53387,2.20836,153,0,42.334,103.71,,
T,48.53295,2.2081,151.7,-1.3,42.438,104.09,,
T,48.53214,2.20789,150.8,-0.9,42.529,91.4,,
T,48.53143,2.2077,151,0.2,42.609,80.19,,
T,48.53125,2.20765,150.5,-2.3,42.63,20.35,,
T,48.53073,2.20752,150,-0.9,42.688,58.62,,
T,48.53,2.20733,149,-1.2,42.771,82.38,,
T,48.52926,2.20713,149,0,42.854,83.6,,
T,48.5292,2.20711,149,0,42.861,6.83,,
T,48.5289,2.20703,148.7,-0.9,42.895,33.88,,
T,48.52778,2.20674,148,-0.6,43.021,126.37,,
T,48.52731,2.20661,147.5,-1,43.075,53.14,,
T,48.52655,2.20641,147.9,0.5,43.16,85.79,,
T,48.52652,2.20641,147.9,0,43.164,3.34,,
T,48.52585,2.20623,148,0.1,43.239,75.68,,
T,48.52572,2.2062,147.7,-1.9,43.254,14.62,,
T,48.52546,2.20614,147.1,-2.2,43.283,29.25,,
T,48.52539,2.20611,147,-0.8,43.291,8.09,,
T,48.52532,2.2061,147,0,43.299,7.82,,
T,48.52518,2.20606,147.4,2.2,43.315,15.85,,
T,48.5247,2.20593,148,1.2,43.369,54.23,,
T,48.52466,2.20592,148,0,43.374,4.51,,
T,48.52426,2.20581,148.7,1.5,43.419,45.22,,
T,48.52384,2.2057,149,0.7,43.466,47.41,,
T,48.52377,2.20568,149,0,43.474,7.92,,
T,48.5237,2.20567,149,0,43.482,7.82,,
T,48.52334,2.20557,150,2.4,43.523,40.71,,
T,48.52282,2.20543,150,0,43.582,58.74,,
T,48.52279,2.20542,150,0,43.585,3.42,,
T,48.52276,2.20542,150,0,43.588,3.34,,
T,48.52182,2.20517,149.6,-0.4,43.694,106.15,,
T,48.52135,2.20505,148.9,-1.3,43.747,53.01,,
T,48.52082,2.20491,148,-1.5,43.807,59.84,,
T,48.52036,2.2048,146.3,-3.2,43.859,51.79,,
T,48.51989,2.20468,145.7,-1.2,43.912,53.01,,
T,48.51976,2.20464,145.4,-1.8,43.927,14.75,,
T,48.51955,2.20458,145.2,-0.8,43.951,23.77,,
T,48.51936,2.20453,145,-0.9,43.972,21.45,,
T,48.51909,2.20447,145,-0.1,44.002,30.35,,
T,48.51905,2.20446,145,0,44.007,4.51,,
T,48.51861,2.20434,144,-2,44.057,49.72,,
T,48.51831,2.20425,144,-0.1,44.091,34.02,,
T,48.51794,2.20416,143.6,-0.9,44.132,41.68,,
T,48.51763,2.20408,143.3,-0.8,44.167,34.98,,
T,48.51757,2.20407,143.3,0.5,44.174,6.71,,
T,48.51741,2.20402,143.7,1.8,44.192,18.17,,
T,48.51635,2.20374,146.1,2.1,44.312,119.67,,
T,48.51612,2.20368,147,3.2,44.338,25.96,,
T,48.51582,2.2036,148,2.9,44.372,33.88,,
T,48.51571,2.20357,147.6,-3.2,44.384,12.43,,
T,48.51546,2.20351,147,-2,44.412,28.15,,
T,48.51542,2.20349,147,0,44.417,4.69,,
T,48.51529,2.20346,147,0,44.432,14.62,,
T,48.51517,2.20343,147,0,44.445,13.53,,
T,48.51511,2.20342,147,0,44.452,6.71,,
T,48.51493,2.20337,146.7,-1.2,44.472,20.35,,
T,48.51476,2.20332,146.2,-3,44.491,19.26,,
T,48.51475,2.20332,146.1,-3.1,44.493,1.11,,
T,48.51443,2.20323,145.3,-2.3,44.529,36.2,,
T,48.5144,2.20322,145.2,-2.1,44.532,3.42,,
T,48.51423,2.20316,144.9,-2,44.552,19.42,,
T,48.51419,2.20315,144.7,-2.4,44.556,4.51,,
T,48.51388,2.20305,144,-2.2,44.591,35.25,,
T,48.5137,2.20299,142.9,-5.3,44.612,20.5,,
T,48.51363,2.20297,142.4,-5.5,44.62,7.92,,
T,48.51352,2.20293,141.9,-4,44.632,12.58,,
T,48.51331,2.20287,141.1,-3.4,44.656,23.77,,
T,48.51316,2.20282,140.4,-4.6,44.673,17.08,,
T,48.51259,2.20264,136.3,-6.3,44.738,64.76,,
T,48.51229,2.20254,135.1,-3.6,44.772,34.17,,
T,48.51212,2.20248,134.4,-3.3,44.792,19.42,,
T,48.51143,2.20226,131,-4.3,44.87,78.43,,
T,48.51141,2.20226,130.9,-6.5,44.872,2.22,,
T,48.51064,2.202,126.3,-5.2,44.96,87.75,,
T,48.5104,2.20193,124.5,-6.6,44.987,27.18,,
T,48.50994,2.20178,121.1,-6.5,45.04,52.34,,
T,48.50948,2.20162,119.6,-2.8,45.092,52.5,,
T,48.50941,2.2016,119.5,-2,45.1,7.92,,
T,48.50902,2.20148,118,-3.4,45.144,44.27,,
T,48.50856,2.20133,115.7,-4.4,45.197,52.34,,
T,48.50853,2.20132,115.4,-8.4,45.2,3.42,,
T,48.50799,2.20115,107.7,-12.5,45.261,61.35,,
T,48.50763,2.20104,103.2,-11,45.302,40.85,,
T,48.50729,2.20092,102.2,-2.5,45.341,38.83,,
T,48.50672,2.20074,103.1,1.3,45.406,64.76,,
T,48.50657,2.20069,103.2,0.7,45.423,17.08,,
T,48.50593,2.20048,101.2,-2.8,45.496,72.84,,
T,48.50543,2.20036,98.1,-5.5,45.552,56.3,,
T,48.50528,2.20034,97,-6.4,45.569,16.75,,
T,48.50499,2.2003,95,-6.3,45.601,32.38,,
T,48.50476,2.2003,94.1,-3.2,45.627,25.58,,
T,48.50468,2.2003,93.8,-3.2,45.636,8.9,,
T,48.50452,2.20031,93.3,-3.2,45.653,17.81,,
T,48.50428,2.20033,92.4,-3.2,45.68,26.73,,
T,48.50414,2.20034,91.9,-3.2,45.696,15.59,,
T,48.50406,2.20035,91.6,-3.2,45.705,8.93,,
T,48.50376,2.20041,90.8,-2.6,45.738,33.65,,
T,48.50351,2.20047,90.3,-1.5,45.766,28.15,,
T,48.50343,2.20049,90.1,-2.4,45.775,9.02,,
T,48.50312,2.20057,89.2,-2.7,45.81,34.98,,
T,48.50272,2.20069,87.2,-4.4,45.856,45.36,,
T,48.50256,2.20074,86.3,-5,45.874,18.17,,
T,48.5024,2.20078,85.3,-5.2,45.892,18.04,,
T,48.50141,2.20105,82,-3,46.004,111.88,,
T,48.50081,2.20122,82,0,46.072,67.89,,
T,48.50063,2.20127,82,0,46.092,20.35,,
T,48.50045,2.20132,82.1,0.5,46.112,20.35,,
T,48.50021,2.20138,82.5,1.5,46.14,27.05,,
T,48.49999,2.20143,84.2,6.9,46.164,24.74,,
T,48.4998,2.20146,85.7,6.9,46.186,21.24,,
T,48.49978,2.20147,85.9,7.7,46.188,2.34,,
T,48.49963,2.20148,86.3,2.7,46.205,16.7,,
T,48.49927,2.20151,85.8,-1.3,46.245,40.09,,
T,48.49926,2.20151,85.8,-3.2,46.246,1.11,,
T,48.49904,2.20151,84.5,-5.1,46.27,24.46,,
T,48.49855,2.20146,80.8,-6.9,46.325,54.61,,
T,48.4982,2.2014,78,-6.9,46.364,39.17,,
T,48.49798,2.20134,76.9,-4.8,46.389,24.86,,
T,48.49773,2.20125,75.8,-3.6,46.417,28.58,,
T,48.49748,2.20116,75,-2.9,46.446,28.58,,
T,48.49742,2.20113,75,-0.1,46.453,7.03,,
T,48.49735,2.2011,75,0.7,46.461,8.09,,
T,48.49717,2.20101,75.4,1.5,46.482,21.09,,
T,48.49672,2.20078,75.3,0,46.535,52.85,,
T,48.4965,2.20066,75,-1.2,46.561,26.02,,
T,48.49638,2.2006,74.8,-1.5,46.575,14.06,,
T,48.49593,2.20036,74.1,-1.4,46.628,53.09,,
T,48.49545,2.20011,73.2,-1.5,46.685,56.48,,
T,48.49531,2.20004,73,-1.5,46.701,16.41,,
T,48.49514,2.19995,72.7,-1.4,46.721,20.04,,
T,48.49504,2.19989,72.5,-1.2,46.733,11.97,,
T,48.49487,2.1998,72.7,0.9,46.753,20.04,,
T,48.49469,2.1997,72.9,0.8,46.775,21.34,,
T,48.49436,2.19953,71.9,-2.5,46.813,38.79,,
T,48.49428,2.19948,71.9,0.2,46.823,9.63,,
T,48.49403,2.19935,71.8,-0.3,46.852,29.41,,
T,48.49365,2.19915,71.2,-1.4,46.897,44.77,,
T,48.49347,2.19906,70.9,-1.5,46.918,21.09,,
T,48.4931,2.19886,71,0.3,46.962,43.72,,
T,48.4927,2.19865,70.6,-0.9,47.009,47.11,,
T,48.49235,2.19847,70,-1.5,47.05,41.13,,
T,48.49201,2.19829,69.4,-1.5,47.09,40.08,,
T,48.49125,2.19789,68.8,-0.6,47.18,89.53,,
T,48.49069,2.19759,68.2,-1,47.246,66.1,,
T,48.48999,2.19722,67,-1.4,47.328,82.5,,
T,48.48988,2.19716,67.1,0.9,47.341,13.01,,
T,48.48979,2.19711,67.1,-0.3,47.352,10.67,,
T,48.48944,2.19693,67,-0.3,47.393,41.13,,
T,48.48921,2.19681,66.6,-1.6,47.42,27.07,,
T,48.48899,2.19669,66.3,-0.9,47.446,26.02,,
T,48.48865,2.1965,65.1,-3,47.487,40.33,,
T,48.48836,2.19634,64.8,-0.9,47.521,34.35,,
T,48.48819,2.19624,64.2,-3,47.541,20.3,,
T,48.4881,2.19618,64,-1.7,47.552,10.95,,
T,48.48777,2.19598,65,2.4,47.592,39.56,,
T,48.48766,2.19591,65,0,47.605,13.28,,
T,48.48752,2.19583,65,0,47.622,16.65,,
T,48.48731,2.1957,65,0,47.647,25.25,,
T,48.48703,2.19551,65,0,47.681,34.16,,
T,48.48694,2.19546,65,0.1,47.692,10.67,,
T,48.48688,2.19541,65.1,1.5,47.699,7.63,,
T,48.48628,2.19504,66.3,1.7,47.772,72.11,,
T,48.48599,2.19485,67.1,2.2,47.807,35.17,,
T,48.4857,2.19467,66.6,-1.4,47.842,34.89,,
T,48.48561,2.19461,66.5,-0.8,47.853,10.95,,
T,48.48511,2.1943,66.5,0,47.913,60.14,,
T,48.48498,2.19422,66.8,1.8,47.928,15.62,,
T,48.48485,2.19413,67.3,2.9,47.944,15.91,,
T,48.48371,2.1934,68.4,0.8,48.082,137.78,,
T,48.48341,2.19321,67.7,-1.8,48.118,36.2,,
T,48.48298,2.19298,68.3,1.1,48.169,50.75,,
T,48.48282,2.19289,68.6,1.7,48.188,19,,
T,48.48264,2.19282,68.8,1.2,48.209,20.67,,
T,48.48248,2.19275,69.1,1.3,48.227,18.53,,
T,48.48246,2.19275,69.1,-0.3,48.229,2.22,,
T,48.48225,2.19267,69,-0.2,48.253,24.09,,
T,48.48211,2.19263,69,-0.2,48.269,15.85,,
T,48.48202,2.19261,69,0,48.279,10.12,,
T,48.48179,2.19256,68.9,-0.5,48.305,25.84,,
T,48.48176,2.19255,68.9,0,48.309,3.42,,
T,48.48144,2.19247,69.1,0.6,48.345,36.07,,
T,48.4811,2.19239,69.4,0.8,48.383,38.27,,
T,48.48079,2.19232,69.5,0.3,48.418,34.86,,
T,48.48071,2.19229,69.3,-2,48.427,9.17,,
T,48.48034,2.19219,69.1,-0.4,48.469,41.8,,
T,48.4801,2.19209,69.1,0,48.497,27.69,,
T,48.48006,2.19208,69.1,-0.3,48.501,4.51,,
T,48.47995,2.19203,69.3,1,48.514,12.78,,
T,48.47976,2.19195,69.1,-0.7,48.536,21.94,,
T,48.47939,2.19174,70.3,2.6,48.58,43.98,,
T,48.47917,2.1916,70.5,0.8,48.606,26.56,,
T,48.47908,2.19155,70.2,-2.6,48.617,10.67,,
T,48.47896,2.19147,69.9,-2,48.632,14.6,,
T,48.47892,2.19144,69.9,-1.4,48.637,4.97,,
T,48.47861,2.19125,69,-2.3,48.674,37.22,,
T,48.47852,2.19119,69.2,1.8,48.685,10.95,,
T,48.4782,2.19098,69,-0.5,48.724,38.82,,
T,48.47776,2.1907,69.3,0.7,48.777,53.13,,
T,48.47755,2.19057,69.2,-0.4,48.802,25.25,,
T,48.47715,2.19031,69.3,0.1,48.85,48.46,,
T,48.47689,2.19015,68.6,-2.1,48.882,31.24,,
T,48.47646,2.18987,67.7,-1.7,48.934,52.1,,
T,48.47643,2.18986,67.7,-2.1,48.937,3.42,,
T,48.47632,2.18978,67.5,-0.8,48.951,13.59,,
T,48.47602,2.18959,68.3,2,48.987,36.2,,
T,48.47566,2.18936,69.1,1.9,49.03,43.49,,
T,48.47558,2.18932,69,-0.8,49.04,9.37,,
T,48.47533,2.18915,69.3,0.8,49.07,30.51,,
T,48.47516,2.18904,69,-1.1,49.091,20.58,,
T,48.475,2.18893,68.9,-0.9,49.11,19.56,,
T,48.47494,2.1889,69,1.5,49.117,7.03,,
T,48.47489,2.18886,69.1,2.3,49.124,6.3,,
T,48.47467,2.18869,69.7,2,49.151,27.5,,
T,48.47447,2.18854,70.3,2.5,49.176,24.85,,
T,48.47416,2.18831,71.1,2,49.215,38.44,,
T,48.47393,2.18812,70.9,-0.5,49.244,29.18,,
T,48.47384,2.18805,70.8,-0.6,49.255,11.27,,
T,48.47322,2.18756,72.2,1.8,49.333,77.88,,
T,48.47291,2.18732,72.6,1,49.372,38.77,,
T,48.47272,2.18717,73,1.4,49.396,23.86,,
T,48.47231,2.18685,73.3,0.7,49.447,51.37,,
T,48.4722,2.18677,73.6,1.8,49.461,13.59,,
T,48.47192,2.18655,73.4,-0.4,49.496,35.13,,
T,48.47176,2.18643,73.9,2.2,49.516,19.88,,
T,48.4716,2.18631,74.2,1.8,49.535,19.88,,
T,48.47028,2.18528,75,0.5,49.701,165.37,,
T,48.46994,2.18502,75,0,49.743,42.42,,
T,48.46968,2.18482,75.5,1.7,49.776,32.47,,
T,48.46952,2.1847,75.2,-1.5,49.796,19.88,,
T,48.46936,2.18458,74.9,-2,49.815,19.88,,
T,48.4692,2.18445,75,0.6,49.836,20.22,,
T,48.46856,2.18396,75.6,0.8,49.916,79.86,,
T,48.46852,2.18393,75.6,-0.7,49.92,4.97,,
T,48.46819,2.18368,75,-1.4,49.962,41.09,,
T,48.46807,2.18359,75,0,49.976,14.91,,
T,48.46722,2.18295,74.4,-0.6,50.082,105.71,,
T,48.4671,2.18285,74.3,-0.5,50.097,15.26,,
T,48.46679,2.18262,73.4,-2.2,50.136,38.44,,
T,48.46657,2.18244,73.1,-1.1,50.164,27.85,,
T,48.46617,2.18214,73.3,0.3,50.213,49.71,,
T,48.46596,2.18198,73.9,2.2,50.24,26.18,,
T,48.46567,2.18177,73.4,-1.3,50.275,35.79,,
T,48.46566,2.18177,73.4,-3.2,50.277,1.11,,
T,48.4655,2.18166,73,-1.8,50.296,19.56,,
T,48.46546,2.18163,73.1,1.4,50.301,4.97,,
T,48.46538,2.18157,73.1,0.4,50.311,9.94,,
T,48.46528,2.1815,73,-1,50.323,12.27,,
T,48.46456,2.18104,74,1.1,50.41,86.99,,
T,48.46366,2.18048,74.4,0.4,50.519,108.31,,
T,48.46356,2.18042,74.3,-0.8,50.531,11.97,,
T,48.46349,2.18038,74.2,-1.3,50.539,8.33,,
T,48.46333,2.18028,74,-1.1,50.558,19.27,,
T,48.46289,2.18001,73.4,-1.2,50.611,52.85,,
T,48.46272,2.17991,73.3,-0.5,50.631,20.3,,
T,48.46249,2.17977,73,-0.9,50.659,27.59,,
T,48.46239,2.17971,73,0,50.671,11.97,,
T,48.46236,2.1797,73,0,50.674,3.42,,
T,48.46189,2.17941,72.8,-0.3,50.731,56.49,,
T,48.46143,2.17912,72.3,-1,50.786,55.47,,
T,48.46139,2.17909,72.3,-0.2,50.791,4.97,,
T,48.46132,2.17905,72.4,1.7,50.8,8.33,,
T,48.46122,2.17899,72.6,1.8,50.811,11.97,,
T,48.46116,2.17895,72.8,2,50.819,7.3,,
T,48.46083,2.17875,72.5,-0.7,50.858,39.56,,
T,48.46039,2.17846,71.4,-2,50.912,53.42,,
T,48.46013,2.17829,70.9,-1.5,50.943,31.53,,
T,48.4598,2.17809,70,-2.2,50.983,39.56,,
T,48.45963,2.17798,70,-0.2,51.003,20.58,,
T,48.45949,2.1779,70,0,51.02,16.65,,
T,48.45946,2.17788,70,0,51.024,3.65,,
T,48.45931,2.17777,70,-0.1,51.042,18.56,,
T,48.4593,2.17776,70,-1.4,51.044,1.34,,
T,48.45925,2.17773,69.9,-1.5,51.05,5.99,,
T,48.45917,2.17767,69.6,-2.6,51.06,9.94,,
T,48.45903,2.17756,69.1,-2.9,51.077,17.57,,
T,48.45882,2.17734,69,-0.4,51.106,28.46,,
T,48.4587,2.17722,69,0,51.122,16.03,,
T,48.45863,2.17712,69.3,3.1,51.132,10.74,,
T,48.45857,2.17703,69.7,3.7,51.142,9.42,,
T,48.45857,2.17703,69.7,,51.142,0,,
T,48.45858,2.17699,69.8,4.6,51.145,3.16,,
T,48.45858,2.17696,69.9,4.9,51.147,2.22,,
T,48.45858,2.17692,70,1.9,51.15,2.96,,
T,48.45858,2.17688,70,0,51.153,2.96,,
T,48.45858,2.17685,70,0,51.155,2.22,,
T,48.45857,2.17682,70,0,51.158,2.48,,
T,48.45856,2.17678,70,0,51.161,3.16,,
T,48.45855,2.17675,70,0,51.163,2.48,,
T,48.45853,2.17672,70,0,51.167,3.14,,
T,48.45851,2.17669,70,0,51.17,3.14,,
T,48.45848,2.17666,70,0,51.174,4.01,,
T,48.45846,2.17663,70,0,51.177,3.14,,
T,48.45845,2.17662,70,0,51.178,1.34,,
T,48.45843,2.17661,70,0,51.181,2.34,,
T,48.4584,2.17658,70,0,51.185,4.01,,
T,48.45837,2.17656,70,0,51.188,3.65,,
T,48.45834,2.17655,70,0,51.192,3.42,,
T,48.45831,2.17654,70,-1.1,51.195,3.42,,
T,48.45828,2.17655,69.9,-1.3,51.198,3.42,,
T,48.45825,2.17655,69.9,-1.3,51.202,3.34,,
T,48.45824,2.17655,69.9,-1.3,51.203,1.11,,
T,48.45822,2.17656,69.8,-0.7,51.205,2.34,,
T,48.45819,2.17658,69.8,-0.1,51.209,3.65,,
T,48.45816,2.1766,69.8,0.3,51.213,3.65,,
T,48.45813,2.17663,69.9,1.3,51.217,4.01,,
T,48.45811,2.17665,70,1.8,51.219,2.67,,
T,48.45803,2.17672,69.9,-0.3,51.229,10.29,,
T,48.45801,2.17673,69.9,-2.3,51.232,2.34,,
T,48.45797,2.17674,69.8,-2.2,51.236,4.51,,
T,48.4579,2.17673,69.6,-2.6,51.244,7.82,,
T,48.45784,2.17671,69.3,-3.3,51.251,6.83,,
T,48.45766,2.17665,69,-1.8,51.272,20.5,,
T,48.45722,2.17645,69,0.1,51.323,51.11,,
T,48.45672,2.17613,69.8,1.3,51.383,60.43,,
T,48.45669,2.17611,69.9,3,51.387,3.65,,
T,48.45659,2.17604,70,0.7,51.399,12.27,,
T,48.45603,2.1757,70,0,51.466,67.16,,
T,48.45589,2.17561,70,0,51.483,16.93,,
T,48.45547,2.17535,69.5,-1,51.534,50.51,,
T,48.45449,2.17473,70,0.4,51.652,118.23,,
T,48.45416,2.17453,70,0,51.691,39.57,,
T,48.45394,2.17441,70,0,51.717,26.02,,
T,48.45361,2.17426,70,0,51.756,38.34,,
T,48.45337,2.17416,70,0.1,51.783,27.69,,
T,48.45304,2.17406,71,2.6,51.821,37.43,,
T,48.4528,2.17401,71,0,51.848,26.94,,
T,48.45246,2.17396,71,0,51.886,37.99,,
T,48.45221,2.17393,71,0,51.914,27.89,,
T,48.45186,2.17392,71.3,0.8,51.953,38.93,,
T,48.45151,2.17394,72,1.8,51.992,38.95,,
T,48.45122,2.17398,72,0,52.024,32.38,,
T,48.45115,2.17399,72,0,52.032,7.82,,
T,48.45092,2.17404,72,0,52.058,25.84,,
T,48.45068,2.17411,71.4,-2,52.085,27.19,,
T,48.45055,2.17415,71,-3.2,52.1,14.76,,
T,48.45041,2.1742,70.4,-3.9,52.116,16,,
T,48.45023,2.17427,69.5,-4.4,52.136,20.67,,
T,48.44986,2.17441,67.6,-4.3,52.179,42.43,,
T,48.44963,2.17451,67,-2.3,52.205,26.62,,
T,48.44947,2.17457,67,0,52.224,18.34,,
T,48.44941,2.17459,66.9,-1.8,52.23,6.83,,
T,48.44896,2.17477,65.9,-1.9,52.282,51.78,,
T,48.44841,2.17499,68.4,4,52.345,63.29,,
T,48.44807,2.17513,69.5,2.7,52.385,39.2,,
T,48.44792,2.17519,68.7,-4.7,52.402,17.26,,
T,48.44782,2.17523,68.2,-4.3,52.413,11.51,,
T,48.44762,2.17531,67.3,-3.7,52.436,23.01,,
T,48.44705,2.17553,66.7,-1,52.502,65.44,,
T,48.44695,2.17556,67,2.7,52.513,11.34,,
T,48.44694,2.17556,67,0.4,52.514,1.11,,
T,48.4466,2.17567,66,-2.5,52.553,38.67,,
T,48.44625,2.17576,66,0,52.593,39.49,,
T,48.44624,2.17576,66,0,52.594,1.11,,
T,48.4459,2.17582,66,0,52.632,38.07,,
T,48.4457,2.17584,66.5,2.2,52.654,22.29,,
T,48.44544,2.17586,67,1.8,52.683,28.95,,
T,48.44496,2.17587,67,0,52.736,53.38,,
T,48.44462,2.17585,67,0.1,52.774,37.84,,
T,48.44427,2.1758,67,-0.1,52.813,39.1,,
T,48.44405,2.17576,67,0,52.838,24.64,,
