type,latitude,longitude,altitude (m),course,distance (km),distance_interval (m),name,desc
T,51.95244,5.12949,1.9,315,71.506,12.61,,
T,51.9526,5.12922,1.6,313.9,71.532,25.72,,
T,51.95275,5.12897,1.7,314.2,71.556,23.96,,
T,51.95289,5.12873,1.7,313.4,71.579,22.69,,
T,51.95305,5.12847,2,315,71.604,25.23,,
T,51.9532,5.12821,1.7,313.1,71.628,24.46,,
T,51.95335,5.12796,1.9,314.2,71.652,23.96,,
T,51.9535,5.12771,1.5,314.2,71.676,23.96,,
T,51.95365,5.12746,1.7,314.2,71.7,23.96,,
T,51.95379,5.12722,1.4,313.4,71.723,22.69,,
T,51.95394,5.12697,1.7,314.2,71.747,23.96,,
T,51.95409,5.12671,1.9,313.1,71.771,24.46,,
T,51.95424,5.12645,1.7,313.1,71.796,24.46,,
T,51.95431,5.12633,1.6,313.4,71.807,11.35,,
T,51.9544,5.12619,1.8,316.2,71.821,13.89,,
T,51.95454,5.12595,1.5,313.4,71.844,22.69,,
T,51.95478,5.12558,1.7,316.5,71.88,36.88,,
T,51.95485,5.12546,1.7,313.4,71.892,11.35,,
T,51.95492,5.12534,1.8,313.4,71.903,11.35,,
T,51.95501,5.12521,1.9,318.3,71.917,13.42,,
T,51.95509,5.12509,1.6,317.2,71.929,12.14,,
T,51.95524,5.12485,1.6,315.4,71.952,23.47,,
T,51.95557,5.12439,1.9,319.3,72.001,48.46,,
T,51.95565,5.12427,1.5,317.2,72.013,12.14,,
T,51.95574,5.12414,1.4,318.3,72.026,13.42,,
T,51.95583,5.12403,1.5,323,72.039,12.55,,
T,51.95591,5.12392,1.6,319.7,72.05,11.68,,
T,51.95601,5.12379,1.6,321.3,72.065,14.27,,
T,51.95606,5.12372,1.7,319.2,72.072,7.36,,
T,51.95667,5.12294,2,321.8,72.159,86.5,,
T,51.95676,5.12283,1.6,323,72.171,12.55,,
T,51.95685,5.12272,1.5,323,72.184,12.55,,
T,51.95695,5.12261,1.6,325.9,72.197,13.45,,
T,51.9571,5.12246,1.5,328.4,72.217,19.62,,
T,51.95723,5.12235,1.5,332.5,72.233,16.32,,
T,51.95742,5.12215,1.5,327,72.258,25.22,,
T,51.95753,5.12205,1.5,330.7,72.272,14.04,,
T,51.9576,5.12197,1.5,324.8,72.282,9.53,,
T,51.95779,5.12178,1.5,328.4,72.307,24.85,,
T,51.95794,5.12162,1.5,326.7,72.327,19.99,,
T,51.95797,5.12159,1.5,328.4,72.331,3.92,,
T,51.95815,5.12141,1.6,328.4,72.354,23.54,,
T,51.95834,5.12122,1.6,328.4,72.379,24.85,,
T,51.95852,5.12104,1.5,328.4,72.403,23.54,,
T,51.9587,5.12086,1.6,328.4,72.426,23.54,,
T,51.95889,5.12066,1.6,327,72.451,25.22,,
T,51.95907,5.12048,1.5,328.4,72.475,23.54,,
T,51.95926,5.12029,1.6,328.4,72.5,24.85,,
T,51.95944,5.12011,1.6,328.4,72.523,23.54,,
T,51.95953,5.12001,1.7,325.6,72.535,12.15,,
T,51.95963,5.11992,1.5,331,72.548,12.73,,
T,51.9598,5.11974,1.7,326.9,72.571,22.6,,
T,51.95999,5.11955,1.6,328.4,72.596,24.85,,
T,51.96017,5.11937,1.6,328.4,72.619,23.54,,
T,51.96035,5.11919,1.7,328.4,72.643,23.54,,
T,51.96053,5.119,1.6,327,72.667,23.91,,
T,51.96072,5.11881,1.6,328.4,72.691,24.85,,
T,51.96075,5.11878,1.6,328.4,72.695,3.92,,
T,51.9609,5.11862,1.7,326.7,72.715,19.99,,
T,51.96108,5.11844,1.7,328.4,72.739,23.54,,
T,51.96126,5.11826,1.6,328.4,72.762,23.54,,
T,51.96145,5.11806,1.8,327,72.788,25.22,,
T,51.96155,5.11797,1.6,331,72.8,12.73,,
T,51.96165,5.11787,1.7,328.4,72.813,13.08,,
T,51.96183,5.11768,1.6,327,72.837,23.91,,
T,51.962,5.11751,1.8,328.4,72.86,22.23,,
T,51.96219,5.11732,1.7,328.4,72.884,24.85,,
T,51.96237,5.11714,1.6,328.4,72.908,23.54,,
T,51.96253,5.11697,1.8,326.8,72.929,21.29,,
T,51.96258,5.11692,1.7,328.4,72.936,6.54,,
T,51.96293,5.11656,1.7,327.6,72.982,46.14,,
T,51.96329,5.1162,1.7,328.4,73.029,47.08,,
T,51.96344,5.11605,1.7,328.4,73.049,19.62,,
T,51.96347,5.11602,1.7,328.4,73.053,3.92,,
T,51.96353,5.11595,1.7,324.3,73.061,8.23,,
T,51.96362,5.11586,1.9,328.4,73.073,11.77,,
T,51.96381,5.11567,1.7,328.4,73.097,24.85,,
T,51.96399,5.11549,1.7,328.4,73.121,23.54,,
T,51.96412,5.11535,1.8,326.4,73.138,17.37,,
T,51.96434,5.11513,1.7,328.4,73.167,28.77,,
T,51.96469,5.11478,1.8,328.4,73.213,45.77,,
T,51.96494,5.11452,1.8,327.3,73.246,33.06,,
T,51.96505,5.1144,1.8,326.1,73.261,14.76,,
T,51.96512,5.11433,1.7,328.4,73.27,9.15,,
T,51.96539,5.11405,1.8,327.4,73.305,35.68,,
T,51.96573,5.11371,1.8,328.4,73.35,44.47,,
T,51.96582,5.11362,2,328.4,73.362,11.77,,
T,51.96607,5.11336,1.9,327.3,73.395,33.06,,
T,51.96619,5.11325,1.8,330.5,73.41,15.34,,
T,51.96636,5.11306,2,325.4,73.433,22.99,,
T,51.9667,5.11272,2.1,328.4,73.478,44.47,,
T,51.96692,5.1125,2,328.4,73.506,28.77,,
T,51.96713,5.11228,1.9,327.2,73.534,27.83,,
T,51.9673,5.11211,2,328.4,73.556,22.23,,
T,51.96769,5.11174,2,329.7,73.607,50.3,,
T,51.96778,5.11164,2,325.6,73.619,12.15,,
T,51.96806,5.11135,2,327.5,73.656,36.98,,
T,51.96809,5.11133,2,337.7,73.659,3.61,,
T,51.9683,5.11111,2,327.2,73.687,27.83,,
T,51.96841,5.11101,1.8,330.7,73.701,14.04,,
T,51.96848,5.11093,1.8,324.9,73.711,9.53,,
T,51.9685,5.11091,1.8,328.4,73.713,2.62,,
T,51.96885,5.11055,2,327.6,73.76,46.14,,
T,51.9689,5.1105,2,328.4,73.766,6.54,,
T,51.96932,5.11007,1.9,327.8,73.821,55.29,,
T,51.9694,5.10998,2,325.3,73.832,10.84,,
T,51.96966,5.10972,2,328.4,73.866,34,,
T,51.96981,5.10956,1.9,326.7,73.886,19.99,,
T,51.96997,5.10941,2,330,73.907,20.57,,
T,51.97038,5.10901,1.8,329,73.96,53.26,,
T,51.97058,5.1088,1.9,327.1,73.987,26.52,,
T,51.97064,5.10875,1.8,332.8,73.994,7.51,,
T,51.9707,5.10869,1.9,328.4,74.002,7.85,,
T,51.97084,5.10856,2,330.2,74.02,17.96,,
T,51.97095,5.10845,2,328.4,74.034,14.39,,
T,51.97102,5.10838,2,328.4,74.043,9.15,,
T,51.97112,5.10828,2,328.4,74.057,13.08,,
T,51.97126,5.10814,2,328.4,74.075,18.31,,
T,51.97133,5.10807,2,328.4,74.084,9.15,,
T,51.97145,5.10794,2,326.3,74.1,16.07,,
T,51.97155,5.10785,2,331,74.113,12.73,,
T,51.97168,5.10772,2,328.4,74.13,17,,
T,51.97176,5.10764,2,328.4,74.14,10.46,,
T,51.97186,5.10754,2,328.4,74.153,13.08,,
T,51.97192,5.10747,2,324.3,74.162,8.23,,
T,51.97208,5.10731,2,328.4,74.183,20.92,,
T,51.97231,5.10707,2,327.3,74.213,30.45,,
T,51.97246,5.10692,2,328.4,74.233,19.62,,
T,51.97256,5.10681,1.9,325.9,74.246,13.45,,
T,51.97264,5.10672,1.9,325.3,74.257,10.84,,
T,51.97282,5.10653,1.9,327,74.281,23.91,,
T,51.973,5.10635,2,328.4,74.304,23.54,,
T,51.97317,5.10617,1.9,326.9,74.327,22.6,,
T,51.9732,5.10614,1.9,328.4,74.331,3.92,,
T,51.97338,5.10597,1.8,329.8,74.354,23.19,,
T,51.97343,5.10592,1.7,328.4,74.361,6.54,,
T,51.97347,5.10589,1.5,335.2,74.365,4.9,,
T,51.9735,5.10586,1.4,328.4,74.369,3.92,,
T,51.97354,5.10581,1.3,322.4,74.375,5.62,,
T,51.97358,5.10577,1.3,328.4,74.38,5.23,,
T,51.97361,5.10574,1.3,328.4,74.384,3.92,,
T,51.97366,5.10568,1.4,323.5,74.391,6.92,,
T,51.9738,5.10554,1.4,328.4,74.409,18.31,,
T,51.97392,5.1054,1.6,324.3,74.426,16.46,,
T,51.97407,5.10524,1.4,326.7,74.446,19.99,,
T,51.97408,5.10522,1.5,309.1,74.448,1.77,,
T,51.97416,5.10514,1.5,328.4,74.458,10.46,,
T,51.97436,5.10493,1.5,327.1,74.485,26.52,,
T,51.97454,5.10474,1.6,327,74.509,23.91,,
T,51.97467,5.10459,1.6,324.6,74.526,17.76,,
T,51.97473,5.10453,1.7,328.4,74.534,7.85,,
T,51.97481,5.10444,1.7,325.3,74.545,10.84,,
T,51.97511,5.10406,1.5,322,74.587,42.38,,
T,51.97536,5.10377,1.8,324.5,74.622,34.22,,
T,51.97538,5.10375,1.8,328.4,74.624,2.62,,
T,51.97555,5.10353,2,321.4,74.648,24.21,,
T,51.97581,5.10321,1.5,322.8,74.685,36.34,,
T,51.97597,5.10302,2,323.8,74.707,22.08,,
T,51.97606,5.10291,2,323,74.719,12.55,,
T,51.97614,5.10281,2.6,322.4,74.731,11.25,,
T,51.97642,5.10246,2,322.4,74.77,39.36,,
T,51.97668,5.10214,2,322.8,74.806,36.34,,
T,51.97685,5.10192,1.4,321.4,74.83,24.21,,
T,51.97702,5.1017,1.6,321.4,74.855,24.21,,
T,51.97727,5.10139,1.8,322.6,74.89,35.04,,
T,51.97744,5.10118,1.8,322.7,74.914,23.79,,
T,51.97752,5.10107,1.9,319.7,74.925,11.68,,
T,51.97761,5.10096,1.8,323,74.938,12.55,,
T,51.97777,5.10076,2,322.4,74.96,22.49,,
T,51.97801,5.10045,1.5,321.5,74.994,34.16,,
T,51.97822,5.10019,1.6,322.7,75.024,29.41,,
T,51.97846,5.09987,2,320.6,75.058,34.59,,
T,51.97873,5.09952,2,321.4,75.097,38.48,,
T,51.97922,5.09892,2.9,323,75.165,68.35,,
T,51.97937,5.09872,3,320.6,75.187,21.62,,
T,51.97959,5.09843,3.5,320.9,75.218,31.56,,
T,51.97978,5.09816,3.9,318.8,75.247,28.13,,
T,51.97982,5.09811,3.9,322.4,75.252,5.62,,
T,51.97988,5.09802,4,317.3,75.261,9.1,,
T,51.98012,5.09766,4.4,317.3,75.298,36.4,,
T,51.98022,5.09751,4.8,317.3,75.313,15.17,,
T,51.98037,5.09728,5.2,316.6,75.336,22.98,,
T,51.98045,5.0972,5.6,328.4,75.346,10.46,,
T,51.98074,5.09673,6.4,315.1,75.392,45.65,,
T,51.98082,5.0966,7,315,75.405,12.61,,
T,51.98089,5.09646,7,309.1,75.417,12.38,,
T,51.98098,5.09631,7.5,314.2,75.431,14.37,,
T,51.98104,5.09619,7.7,309.1,75.442,10.61,,
T,51.98123,5.09585,7.9,312.2,75.473,31.51,,
T,51.98155,5.09527,9,311.9,75.527,53.44,,
T,51.98169,5.09501,8.9,311.2,75.551,23.7,,
T,51.9819,5.0946,9.2,309.7,75.587,36.6,,
T,51.98199,5.09442,7.6,309.1,75.603,15.91,,
T,51.98208,5.09425,4.5,310.7,75.618,15.39,,
T,51.98221,5.09401,2.5,311.3,75.64,21.93,,
T,51.98235,5.09377,3.4,313.4,75.663,22.68,,
T,51.98247,5.09355,7.8,311.5,75.683,20.17,,
T,51.98258,5.09333,9.7,309.1,75.703,19.45,,
T,51.98275,5.09303,9.1,312.6,75.731,27.98,,
T,51.98281,5.0929,8.7,306.8,75.742,11.15,,
T,51.98301,5.09252,9,310.5,75.776,34.3,,
T,51.98308,5.09239,8.8,311.2,75.788,11.85,,
T,51.98315,5.09228,8.4,315.9,75.799,10.85,,
T,51.98322,5.09214,8.6,309.1,75.811,12.38,,
T,51.98343,5.09174,7.9,310.4,75.847,36.07,,
T,51.98356,5.09149,8,310.2,75.87,22.46,,
T,51.98364,5.09136,7.7,315,75.882,12.61,,
T,51.98377,5.0911,7.4,309.1,75.905,22.98,,
T,51.9839,5.09085,6.9,310.2,75.928,22.46,,
T,51.98397,5.09073,6.6,313.4,75.939,11.34,,
T,51.98404,5.0906,6.8,311.2,75.951,11.85,,
T,51.98417,5.09036,7,311.3,75.973,21.93,,
T,51.98431,5.09009,6.3,310.1,75.997,24.22,,
T,51.98454,5.08965,5.7,310.3,76.037,39.61,,
T,51.98464,5.08946,6,310.5,76.054,17.15,,
T,51.98476,5.08924,5.8,311.5,76.074,20.17,,
T,51.98489,5.08899,5.8,310.2,76.097,22.45,,
T,51.9851,5.08859,5.6,310.4,76.133,36.07,,
T,51.98531,5.08821,5.3,311.9,76.168,35.04,,
T,51.98545,5.08794,5.4,310.1,76.192,24.22,,
T,51.98573,5.08741,5,310.6,76.24,47.92,,
T,51.98576,5.08736,5,314.3,76.245,4.79,,
T,51.98594,5.08702,5.2,310.7,76.275,30.77,,
T,51.98608,5.08676,5.1,311.2,76.299,23.7,,
T,51.98616,5.08662,4.8,312.9,76.312,13.1,,
T,51.9863,5.08637,5.4,312.3,76.335,23.19,,
T,51.98646,5.08611,5.5,315,76.361,25.22,,
T,51.98654,5.08599,5.4,317.3,76.373,12.13,,
T,51.9866,5.08589,5.7,314.3,76.382,9.58,,
T,51.98668,5.08577,5.9,317.3,76.394,12.13,,
T,51.98678,5.08563,5.8,319.2,76.409,14.71,,
T,51.98686,5.08552,6,319.7,76.421,11.68,,
T,51.98693,5.08541,6,315.9,76.432,10.85,,
T,51.98701,5.0853,5.7,319.7,76.443,11.68,,
T,51.9871,5.08518,5.6,320.6,76.456,12.97,,
T,51.98718,5.08507,5.8,319.7,76.468,11.68,,
T,51.98727,5.08496,5.9,323,76.48,12.55,,
T,51.98735,5.08486,5.8,322.4,76.492,11.24,,
T,51.98744,5.08475,5.9,323,76.504,12.55,,
T,51.98753,5.08465,5.8,325.6,76.516,12.14,,
T,51.98762,5.08455,5.5,325.6,76.529,12.14,,
T,51.98779,5.08435,5.9,324.1,76.552,23.38,,
T,51.98788,5.08425,5.6,325.6,76.564,12.14,,
T,51.98797,5.08417,6,331.3,76.575,11.42,,
T,51.98806,5.08407,6,325.6,76.588,12.14,,
T,51.98816,5.08398,5.9,331,76.6,12.73,,
T,51.98824,5.0839,6.6,328.4,76.611,10.46,,
T,51.98834,5.0838,7,328.4,76.624,13.08,,
T,51.98843,5.08372,6.7,331.3,76.635,11.42,,
T,51.98852,5.08365,6.8,334.4,76.646,11.11,,
T,51.98861,5.08357,7,331.3,76.658,11.42,,
T,51.98878,5.08344,6.2,334.8,76.679,20.92,,
T,51.98886,5.08338,6,335.2,76.689,9.81,,
T,51.98906,5.08323,3.3,335.2,76.713,24.52,,
T,51.98927,5.08307,4.4,334.9,76.739,25.82,,
T,51.98929,5.08306,4.7,342.9,76.741,2.33,,
T,51.98942,5.08297,7,336.9,76.757,15.73,,
T,51.98962,5.08283,7.6,336.7,76.781,24.24,,
T,51.98982,5.08269,7.8,336.7,76.805,24.24,,
T,51.99003,5.08255,7.8,337.7,76.831,25.27,,
T,51.99023,5.08241,8,336.7,76.855,24.24,,
T,51.99043,5.08227,8,336.7,76.879,24.24,,
T,51.99063,5.08214,8,338.2,76.903,23.98,,
T,51.99082,5.08201,8,337.2,76.926,22.95,,
T,51.99102,5.08188,8.2,338.2,76.95,23.98,,
T,51.99113,5.08181,8.5,338.6,76.963,13.15,,
T,51.99123,5.08175,8.7,339.7,76.975,11.87,,
T,51.99133,5.08168,9,336.7,76.987,12.12,,
T,51.99153,5.08156,9,339.7,77.011,23.73,,
T,51.99173,5.08143,9,338.2,77.035,23.98,,
T,51.99183,5.08136,9.1,336.7,77.047,12.12,,
T,51.99192,5.0813,9.3,337.7,77.058,10.83,,
T,51.99202,5.08124,9.5,339.7,77.07,11.87,,
T,51.99208,5.0812,9.7,337.7,77.077,7.22,,
T,51.99215,5.08116,9.8,340.6,77.085,8.26,,
T,51.99235,5.08103,10,338.2,77.109,23.98,,
T,51.99242,5.08099,10,340.6,77.118,8.26,,
T,51.99258,5.08088,10.2,337.1,77.137,19.34,,
T,51.99264,5.08085,10.5,342.9,77.144,6.99,,
T,51.99273,5.08079,10.9,337.7,77.155,10.83,,
T,51.99284,5.08072,11,338.6,77.168,13.15,,
T,51.99295,5.08066,11,341.4,77.181,12.91,,
T,51.99305,5.08059,11,336.7,77.193,12.12,,
T,51.99315,5.08053,11.4,339.7,77.205,11.87,,
T,51.99325,5.08047,11.8,339.7,77.217,11.87,,
T,51.99335,5.08041,12,339.7,77.228,11.87,,
T,51.99355,5.08028,12,338.2,77.252,23.98,,
T,51.9937,5.0802,12.5,341.8,77.27,17.57,,
T,51.99376,5.08018,12.7,348.4,77.277,6.82,,
T,51.99396,5.08006,13.2,339.7,77.301,23.73,,
T,51.99437,5.07981,14.5,339.4,77.349,48.74,,
T,51.99444,5.07977,14.8,340.6,77.358,8.26,,
T,51.99496,5.07946,16,339.8,77.419,61.65,,
T,51.99524,5.0793,16.5,340.6,77.452,33.04,,
T,51.99543,5.0792,9,342,77.474,22.23,,
T,51.9955,5.07916,5.6,340.6,77.483,8.26,,
T,51.99558,5.07912,3.1,342.9,77.492,9.32,,
T,51.99578,5.079,3.8,339.7,77.516,23.73,,
T,51.99589,5.07893,4,338.6,77.529,13.15,,
T,51.99607,5.07883,4,341.1,77.55,21.17,,
T,51.99637,5.07867,3.1,341.8,77.585,35.14,,
T,51.99657,5.07856,2.1,341.3,77.609,23.5,,
T,51.99701,5.07831,0,340.7,77.661,51.88,,
T,51.99711,5.07826,0,342.9,77.672,11.64,,
T,51.99835,5.07756,1.1,340.8,77.818,146.11,,
T,51.99851,5.07747,2.3,340.9,77.837,18.85,,
T,51.99871,5.07736,2.6,341.3,77.861,23.5,,
T,51.99895,5.07723,2,341.6,77.889,28.16,,
T,51.99913,5.07713,2,341.1,77.91,21.17,,
T,51.99937,5.077,1.9,341.6,77.938,28.16,,
T,51.99962,5.07686,2.4,341,77.968,29.43,,
T,51.99987,5.07671,10.7,339.7,77.997,29.66,,
T,51.99995,5.07668,14.6,347,78.006,9.14,,
T,52.00006,5.07662,16.8,341.4,78.019,12.91,,
T,52.00016,5.07657,16.4,342.9,78.031,11.64,,
T,52.00026,5.07652,16.1,342.9,78.043,11.64,,
T,52.00046,5.07642,15.3,342.9,78.066,23.29,,
T,52.00057,5.07637,14.9,344.4,78.079,12.71,,
T,52.00087,5.07622,13.8,342.9,78.114,34.93,,
T,52.00119,5.07608,12.7,344.9,78.15,36.88,,
T,52.00147,5.07595,11.6,344,78.183,32.41,,
T,52.00168,5.07585,10.9,343.7,78.207,24.35,,
T,52.00189,5.07576,10.2,345.2,78.231,24.17,,
T,52.00203,5.07568,9.9,340.6,78.248,16.52,,
T,52.00223,5.07559,9.8,344.5,78.271,23.1,,
T,52.00255,5.07546,8.8,346,78.308,36.71,,
T,52.00275,5.07538,8.1,346.2,78.331,22.92,,
T,52.00288,5.07533,7.9,346.7,78.346,14.87,,
T,52.00296,5.0753,7.9,347,78.355,9.14,,
T,52.00317,5.07521,7.6,345.2,78.379,24.17,,
T,52.00348,5.0751,6.8,347.7,78.414,35.31,,
T,52.0037,5.07502,6.6,347.4,78.439,25.09,,
T,52.0039,5.07494,6,346.2,78.462,22.92,,
T,52.00403,5.0749,6,349.3,78.477,14.72,,
T,52.00412,5.07486,6,344.7,78.487,10.38,,
T,52.00422,5.07482,5.9,346.2,78.499,11.46,,
T,52.00434,5.07478,5.9,348.4,78.512,13.63,,
T,52.00455,5.07469,5.5,345.2,78.536,24.17,,
T,52.00478,5.0746,4.9,346.5,78.563,26.33,,
T,52.00488,5.07456,4.8,346.2,78.574,11.46,,
T,52.00499,5.07452,4.7,347.4,78.587,12.54,,
T,52.00507,5.07448,4.9,342.9,78.596,9.32,,
T,52.00526,5.0744,5,345.5,78.618,21.84,,
T,52.0053,5.07439,4.9,351.3,78.622,4.5,,
T,52.00541,5.07434,4.7,344.4,78.635,12.71,,
T,52.00549,5.0743,4.6,342.9,78.645,9.32,,
T,52.00571,5.07421,4.8,345.9,78.67,25.25,,
T,52.00591,5.07411,4.8,342.9,78.693,23.29,,
T,52.00621,5.07397,4.7,344,78.728,34.74,,
T,52.00641,5.07387,4.9,342.9,78.751,23.29,,
T,52.00662,5.07377,4.5,343.7,78.775,24.35,,
T,52.00683,5.07367,4.8,343.7,78.8,24.35,,
T,52.00703,5.07356,4.7,341.3,78.823,23.5,,
T,52.00753,5.07329,3.9,341.6,78.882,58.64,,
T,52.00768,5.07321,3.1,341.8,78.9,17.57,,
T,52.00784,5.07312,2.9,340.9,78.918,18.84,,
T,52.00805,5.073,4.2,340.6,78.943,24.78,,
T,52.00824,5.07289,4.6,340.4,78.966,22.45,,
T,52.00855,5.07272,4.2,341.3,79.002,36.41,,
T,52.00876,5.0726,3.8,340.6,79.027,24.78,,
T,52.00896,5.07249,3.8,341.3,79.05,23.5,,
T,52.00917,5.07237,3.5,340.6,79.075,24.78,,
T,52.00945,5.07221,3,340.6,79.108,33.04,,
T,52.00958,5.07214,3,341.7,79.123,15.24,,
T,52.00979,5.07202,2.9,340.6,79.148,24.78,,
T,52.00999,5.07191,3,341.3,79.172,23.5,,
T,52.01029,5.07174,2.7,340.8,79.207,35.36,,
T,52.01049,5.07163,2.3,341.3,79.23,23.5,,
T,52.0107,5.07151,2.3,340.6,79.255,24.78,,
T,52.0109,5.0714,2,341.3,79.279,23.5,,
T,52.01104,5.07132,2.2,340.6,79.295,16.52,,
T,52.01111,5.07128,2.4,340.6,79.304,8.26,,
T,52.01132,5.07116,2.1,340.6,79.328,24.78,,
T,52.01153,5.07105,2,342.1,79.353,24.56,,
T,52.01172,5.07094,1.9,340.4,79.375,22.45,,
T,52.01193,5.07082,2,340.6,79.4,24.78,,
T,52.01214,5.0707,2,340.6,79.425,24.78,,
T,52.01215,5.07069,2,328.4,79.426,1.31,,
T,52.01234,5.07058,2,340.4,79.449,22.45,,
T,52.01255,5.07047,2,342.1,79.473,24.56,,
T,52.01275,5.07035,2,339.7,79.497,23.73,,
T,52.01289,5.07026,2,338.4,79.514,16.76,,
T,52.01302,5.07019,2,341.7,79.529,15.24,,
T,52.01356,5.06986,2,339.4,79.593,64.21,,
T,52.01374,5.06975,2,339.4,79.615,21.4,,
T,52.01406,5.06955,2.4,339,79.653,38.16,,
T,52.01476,5.06911,2,338.9,79.736,83.54,,
T,52.01515,5.06885,2.9,337.7,79.783,46.92,,
T,52.01538,5.0687,2.9,338.1,79.811,27.59,,
T,52.01547,5.06864,2.9,337.7,79.822,10.83,,
T,52.01555,5.06858,3,335.2,79.831,9.81,,
T,52.01565,5.06852,3,339.7,79.843,11.86,,
T,52.01573,5.06847,3,339,79.853,9.54,,
T,52.01595,5.06833,3,338.6,79.879,26.3,,
T,52.01608,5.06825,3.3,339.3,79.895,15.47,,
T,52.01628,5.06811,3.8,336.7,79.919,24.24,,
T,52.01639,5.06804,4,338.6,79.932,13.15,,
T,52.01648,5.06799,4.1,341.1,79.943,10.59,,
T,52.01652,5.06797,4.1,342.9,79.947,4.66,,
T,52.01658,5.06794,4.3,342.9,79.954,6.99,,
T,52.01678,5.06782,4.8,339.7,79.978,23.73,,
T,52.01702,5.0677,5,342.9,80.006,27.95,,
T,52.01732,5.06753,5.3,340.8,80.041,35.36,,
T,52.01747,5.06744,5.9,339.7,80.059,17.8,,
T,52.01764,5.06735,6,342,80.079,19.9,,
T,52.01783,5.06726,6,343.7,80.101,22.03,,
T,52.01794,5.06722,6,347.4,80.113,12.54,,
T,52.01829,5.06706,4.8,344.3,80.154,40.46,,
T,52.01838,5.06701,4.1,341.1,80.165,10.59,,
T,52.01852,5.06695,2.3,345.2,80.181,16.11,,
T,52.01878,5.06681,2.8,341.7,80.211,30.48,,
T,52.01895,5.06673,4.4,343.8,80.231,19.7,,
T,52.01915,5.06662,5.9,341.3,80.254,23.5,,
T,52.01927,5.06656,6,342.9,80.268,13.97,,
T,52.01962,5.06639,6,343.4,80.309,40.65,,
T,52.01976,5.06632,6,342.9,80.325,16.3,,
T,52.01988,5.06627,6,345.6,80.339,13.79,,
T,52.01996,5.06622,6,339,80.349,9.54,,
T,52.02048,5.06596,4.7,342.9,80.409,60.55,,
T,52.02057,5.06592,4.7,344.7,80.419,10.38,,
T,52.02062,5.0659,4.6,346.2,80.425,5.73,,
T,52.02071,5.06585,4.5,341.1,80.436,10.59,,
T,52.02074,5.06583,4.3,337.7,80.439,3.61,,
T,52.02079,5.06581,4.2,346.2,80.445,5.73,,
T,52.02082,5.0658,4,348.4,80.449,3.41,,
T,52.02089,5.06576,3.8,340.6,80.457,8.26,,
T,52.02114,5.06564,2.9,343.5,80.486,29.01,,
T,52.02146,5.06548,2.2,342.9,80.523,37.26,,
T,52.02148,5.06547,2.2,342.9,80.525,2.33,,
T,52.02169,5.06537,2,343.7,80.55,24.35,,
T,52.02187,5.06528,2,342.9,80.571,20.96,,
T,52.02199,5.06521,1.9,340.3,80.585,14.19,,
T,52.02263,5.06488,1,342.4,80.66,74.73,,
T,52.02264,5.06487,1,328.4,80.661,1.31,,
T,52.0228,5.06481,1,347,80.679,18.27,,
T,52.02306,5.0647,1,345.4,80.709,29.9,,
T,52.02309,5.06469,1,348.4,80.713,3.41,,
T,52.02326,5.06462,1,345.8,80.732,19.52,,
T,52.02336,5.06458,1,346.2,80.744,11.46,,
T,52.02362,5.06449,1,348,80.773,29.58,,
T,52.02385,5.06442,1,349.4,80.799,26.04,,
T,52.02412,5.06433,1,348.4,80.83,30.67,,
T,52.0244,5.06426,1,351.3,80.861,31.52,,
T,52.02461,5.06421,0.9,351.7,80.885,23.62,,
T,52.02473,5.06418,1,351.3,80.898,13.51,,
T,52.02489,5.06414,1,351.3,80.916,18.01,,
T,52.02505,5.0641,1,351.3,80.934,18.01,,
T,52.02516,5.06408,1,353.6,80.947,12.32,,
T,52.02527,5.06406,1,353.6,80.959,12.32,,
T,52.02537,5.06405,1,356.5,80.97,11.15,,
T,52.02547,5.06403,1,353,80.981,11.21,,
T,52.02558,5.06401,1,353.6,80.994,12.32,,
T,52.02569,5.064,1,356.8,81.006,12.26,,
T,52.0258,5.06398,1,353.6,81.018,12.32,,
T,52.02592,5.06397,1,357.1,81.032,13.37,,
T,52.02602,5.06395,1,353,81.043,11.21,,
T,52.02612,5.06394,1,356.5,81.054,11.15,,
T,52.02624,5.06393,1,357.1,81.067,13.37,,
T,52.02646,5.06391,1,356.8,81.092,24.52,,
T,52.02666,5.0639,1,358.2,81.114,22.26,,
T,52.02684,5.06389,1,358,81.134,20.04,,
T,52.02694,5.06389,1,0,81.145,11.13,,
T,52.02705,5.06389,1,0,81.158,12.24,,
T,52.02716,5.06389,1,0,81.17,12.24,,
T,52.02735,5.06389,1,0,81.191,21.14,,
T,52.02747,5.06389,1,0,81.204,13.35,,
T,52.02764,5.06388,1,357.9,81.223,18.93,,
T,52.02786,5.06388,1,0,81.248,24.48,,
T,52.02807,5.06388,1,0,81.271,23.37,,
T,52.02829,5.06389,1,1.6,81.296,24.49,,
T,52.0285,5.0639,1,1.7,81.319,23.38,,
T,52.02872,5.0639,1,0,81.343,24.48,,
T,52.02894,5.06391,1,1.6,81.368,24.49,,
T,52.02921,5.06392,1,1.3,81.398,30.05,,
T,52.02927,5.06392,1,0,81.405,6.68,,
T,52.02948,5.06393,1,1.7,81.428,23.38,,
T,52.02969,5.06393,1,0,81.451,23.37,,
T,52.0299,5.06394,1,1.7,81.475,23.38,,
T,52.03012,5.06395,1,1.6,81.499,24.49,,
T,52.03023,5.06395,1,0,81.512,12.24,,
