type,latitude,longitude,altitude (m),slope (%),distance (km),distance_interval (m),name,desc
T,49.07933,16.5649,237.3,-0.2,16.212,20.04,,
T,49.07929,16.56485,237.3,-0.1,16.218,5.76,,
T,49.0792,16.56472,237,-1.9,16.231,13.8,,
T,49.07906,16.56454,237,0,16.252,20.38,,
T,49.07893,16.56436,236.7,-1.6,16.271,19.54,,
T,49.07879,16.56418,236.4,-1.5,16.292,20.38,,
T,49.07868,16.56402,236.4,-0.2,16.309,16.92,,
T,49.07852,16.56382,236.3,-0.1,16.332,23.02,,
T,49.07838,16.56365,236.8,2.5,16.352,19.92,,
T,49.0781,16.5633,236,-2.1,16.392,40.29,,
T,49.07796,16.56312,235.7,-1.6,16.412,20.38,,
T,49.07792,16.56308,235.5,-2.7,16.418,5.32,,
T,49.07756,16.56264,234.6,-1.8,16.469,51.34,,
T,49.07696,16.56196,235,0.5,16.552,83.19,,
T,49.07692,16.56192,235,0,16.558,5.32,,
T,49.07681,16.5618,235,0.2,16.573,15.05,,
T,49.07637,16.56134,235,-0.1,16.632,59.36,,
T,49.07622,16.56118,235,0,16.652,20.37,,
T,49.07611,16.56107,235,0,16.667,14.64,,
T,49.07607,16.56103,235.1,1.9,16.672,5.32,,
T,49.07577,16.56073,234.8,-0.8,16.712,39.92,,
T,49.07561,16.56058,234.2,-2.8,16.733,20.9,,
T,49.07502,16.56001,234.1,-0.2,16.811,77.71,,
T,49.07483,16.55983,233.2,-3.7,16.836,24.89,,
T,49.07464,16.55965,233.9,2.8,16.861,24.89,,
T,49.073,16.5581,234,0.1,17.075,214.69,,
T,49.07095,16.55623,232.2,-0.7,17.341,265.79,,
T,49.0708,16.55609,232.1,-0.9,17.361,19.57,,
T,49.07078,16.55607,232.1,2,17.363,2.66,,
T,49.07052,16.55584,232.1,0,17.397,33.44,,
T,49.07026,16.5556,233.1,2.8,17.431,33.82,,
T,49.07003,16.55538,233.3,0.9,17.461,30.21,,
T,49.06999,16.55534,233.3,-1.4,17.466,5.32,,
T,49.06881,16.55427,232.8,-0.3,17.619,152.75,,
T,49.06832,16.55384,232.9,0.1,17.682,62.9,,
T,49.0675,16.5531,232.3,-0.6,17.788,106.02,,
T,49.06693,16.55259,228.5,-5.2,17.861,73.53,,
T,49.06653,16.55224,222.6,-11.4,17.913,51.31,,
T,49.06556,16.55139,216,-5.3,18.037,124.48,,
T,49.06448,16.55047,215,-0.8,18.175,137.64,,
T,49.06386,16.54997,215.2,0.3,18.253,78.03,,
T,49.06369,16.54983,216.8,7.2,18.274,21.5,,
T,49.06368,16.54981,216.9,10,18.276,1.84,,
T,49.06356,16.54973,217.9,6.8,18.291,14.57,,
T,49.06303,16.54935,217.3,-0.9,18.356,65.16,,
T,49.06273,16.54911,218.2,2.2,18.393,37.69,,
T,49.06252,16.54897,218.1,-0.5,18.419,25.5,,
T,49.06159,16.54834,218.5,0.4,18.532,113.21,,
T,49.06052,16.54767,218.5,0,18.661,128.68,,
T,49.05947,16.54712,213.8,-3.7,18.784,123.5,,
T,49.05887,16.54682,210.6,-4.7,18.855,70.24,,
T,49.05855,16.54667,210.8,0.5,18.892,37.24,,
T,49.0581,16.54646,207.2,-6.8,18.944,52.35,,
T,49.05746,16.54619,207.8,0.8,19.018,73.86,,
T,49.05657,16.54582,207.7,-0.2,19.121,102.61,,
T,49.05596,16.54557,209.1,2,19.191,70.26,,
T,49.05549,16.5454,210.8,3.2,19.245,53.73,,
T,49.05501,16.54522,212.2,2.6,19.3,54.98,,
T,49.05416,16.54494,214.5,2.3,19.396,96.72,,
T,49.05404,16.5449,215.5,7.3,19.41,13.66,,
T,49.05375,16.54482,217.6,6.7,19.443,32.78,,
T,49.05137,16.54417,215,-1,19.712,268.91,,
T,49.05084,16.54402,213,-3.3,19.772,59.95,,
T,49.05063,16.54398,212.8,-1.2,19.795,23.54,,
T,49.05042,16.54393,212.9,0.4,19.819,23.64,,
T,49.04995,16.54383,211.8,-2,19.872,52.78,,
T,49.04926,16.54371,211.4,-0.6,19.949,77.24,,
T,49.04898,16.54365,211,-1,19.98,31.45,,
T,49.04864,16.5436,208.3,-7.2,20.018,37.99,,
T,49.04863,16.5436,208.2,-9.4,20.019,1.11,,
T,49.04815,16.54352,208.9,1.3,20.073,53.7,,
T,49.04799,16.5435,209.3,2.4,20.091,17.85,,
T,49.04788,16.54348,209.2,-1.1,20.103,12.32,,
T,49.04767,16.54345,208.6,-2.4,20.127,23.46,,
T,49.04671,16.54333,209.7,1,20.234,107.12,,
T,49.04603,16.54327,207.9,-2.3,20.31,75.75,,
T,49.04532,16.54321,209.8,2.4,20.389,79.08,,
T,49.04521,16.54321,210.4,4.3,20.401,12.23,,
T,49.04515,16.54321,210.7,5,20.408,6.67,,
T,49.04514,16.54321,210.8,5,20.409,1.11,,
T,49.04507,16.5432,211.1,4.7,20.417,7.82,,
T,49.04503,16.5432,211.4,4.9,20.421,4.45,,
T,49.04495,16.54319,211.8,5.4,20.43,8.93,,
T,49.0449,16.54319,212.2,6.4,20.435,5.56,,
T,49.04464,16.54317,214.1,6.7,20.464,28.95,,
T,49.04426,16.54315,216.9,6.6,20.507,42.29,,
T,49.04297,16.54312,219.5,1.8,20.65,143.48,,
T,49.04216,16.54313,218,-1.6,20.74,90.08,,
T,49.04166,16.54314,218,0,20.796,55.61,,
T,49.04136,16.54315,218,0,20.829,33.37,,
T,49.04071,16.54319,218.3,0.4,20.902,72.35,,
T,49.04006,16.54324,218.9,0.9,20.974,72.38,,
T,49.03937,16.5433,220.7,2.3,21.051,76.86,,
T,49.03828,16.54341,223.3,2.1,21.172,121.49,,
T,49.03753,16.54351,220.1,-3.9,21.256,83.73,,
T,49.03693,16.54359,219.1,-1.6,21.323,66.98,,
T,49.03646,16.54368,220.6,2.9,21.376,52.68,,
T,49.03628,16.54371,220.3,-1.5,21.396,20.14,,
T,49.03574,16.54381,219.3,-1.5,21.456,60.5,,
T,49.03503,16.54394,220,0.9,21.536,79.53,,
T,49.03495,16.54396,220,-0.2,21.545,9.02,,
T,49.03485,16.54398,220,0,21.556,11.22,,
T,49.03414,16.54411,220.1,0.1,21.636,79.53,,
T,49.03406,16.54413,220.4,3.2,21.645,9.02,,
T,49.0324,16.54449,219.7,-0.3,21.831,186.48,,
T,49.03139,16.54474,219.1,-0.6,21.945,113.8,,
T,49.03104,16.54482,218.1,-2.5,21.984,39.36,,
T,49.03076,16.54489,217.7,-1.2,22.016,31.56,,
T,49.0304,16.54497,218.6,2.1,22.056,40.46,,
T,49.0299,16.5451,219,0.8,22.113,56.41,,
T,49.02882,16.54538,219,0,22.235,121.84,,
T,49.02757,16.5457,220.7,1.2,22.376,140.97,,
T,49.02718,16.5458,220.8,0.2,22.419,43.98,,
T,49.02695,16.54586,220,-3.2,22.445,25.95,,
T,49.02543,16.54625,218,-1.2,22.617,171.43,,
T,49.02415,16.54658,218.5,0.4,22.761,144.38,,
T,49.02376,16.54668,217,-3.5,22.805,43.98,,
T,49.02349,16.54675,217.4,1.4,22.836,30.46,,
T,49.02331,16.54679,218.1,3.2,22.856,20.23,,
T,49.02305,16.54686,219,3.2,22.885,29.36,,
T,49.02278,16.54693,219.9,3,22.916,30.46,,
T,49.02127,16.5473,219.7,-0.1,23.086,170.09,,
T,49.01949,16.54772,215.3,-2.2,23.286,200.32,,
T,49.0181,16.54801,218,1.7,23.442,156.03,,
T,49.0179,16.54805,217.5,-2.4,23.465,22.43,,
T,49.01769,16.5481,216.8,-2.6,23.488,23.64,,
T,49.01685,16.54826,216.5,-0.3,23.582,94.15,,
T,49.016,16.54843,218.6,2.2,23.678,95.34,,
T,49.01591,16.54844,218.3,-3.2,23.688,10.04,,
T,49.01407,16.54875,218.8,0.3,23.894,205.88,,
T,49.0134,16.54885,219.1,0.4,23.969,74.87,,
T,49.01181,16.54905,219.7,0.3,24.146,177.43,,
T,49.01115,16.54913,220.4,0.9,24.22,73.63,,
T,49.01052,16.54919,219.9,-0.7,24.29,70.2,,
T,49.00954,16.54928,220.6,0.6,24.399,109.18,,
T,49.00792,16.5494,212.9,-4.3,24.579,180.37,,
T,49.00783,16.5494,212.9,-0.5,24.589,10.01,,
T,49.00774,16.5494,212.7,-1.9,24.599,10.01,,
T,49.00766,16.54941,212.4,-3.2,24.608,8.93,,
T,49.00757,16.54942,212.1,-3,24.618,10.04,,
T,49.00653,16.54946,213.5,1.2,24.734,115.7,,
T,49.00572,16.54948,213.2,-0.3,24.824,90.09,,
T,49.00515,16.5495,209.6,-5.6,24.888,63.41,,
T,49.00398,16.54949,207.9,-1.3,25.018,130.12,,
T,49.0038,16.54949,208.9,4.6,25.038,20.02,,
T,49.00353,16.54948,210.5,5.6,25.068,30.04,,
T,49.00335,16.54947,211.8,6.2,25.088,20.03,,
T,49.00243,16.54944,211.5,-0.3,25.19,102.34,,
T,49.00213,16.54942,209.5,-6,25.223,33.4,,
T,49.00131,16.54937,203.5,-6.6,25.315,91.27,,
T,49.00107,16.54935,201.6,-7.2,25.341,26.73,,
T,49.00061,16.54931,197.8,-7.4,25.393,51.24,,
T,48.99985,16.54923,191.5,-7.5,25.477,84.72,,
T,48.99971,16.54921,190.9,-3.5,25.493,15.64,,
T,48.99963,16.5492,190.3,-6.5,25.502,8.93,,
T,48.99937,16.54918,188.7,-5.6,25.531,28.95,,
T,48.99907,16.54915,187.6,-3.4,25.564,33.44,,
T,48.99887,16.54912,186.8,-3.8,25.587,22.35,,
T,48.9986,16.54908,185.3,-4.7,25.617,30.17,,
T,48.99859,16.54908,185.3,-3.2,25.618,1.11,,
T,48.99822,16.54902,183.5,-4.3,25.659,41.38,,
T,48.9978,16.54894,181.3,-4.8,25.706,47.07,,
T,48.9973,16.54884,180,-2.3,25.763,56.08,,
T,48.99664,16.54867,180,0,25.837,74.45,,
T,48.99588,16.54847,181,1.2,25.923,85.78,,
T,48.99565,16.5484,181,0,25.949,26.09,,
T,48.99542,16.54834,181,0,25.975,25.95,,
T,48.99534,16.54831,181,0,25.984,9.16,,
T,48.99518,16.54826,181,0,26.002,18.17,,
T,48.99497,16.5482,180.9,-0.5,26.026,23.76,,
T,48.99441,16.54804,179.9,-1.6,26.089,63.37,,
T,48.99375,16.54781,178.5,-1.8,26.165,75.3,,
T,48.99315,16.5476,178,-0.7,26.233,68.47,,
T,48.99217,16.5472,177.8,-0.2,26.346,112.85,,
T,48.99175,16.54701,177.2,-1.2,26.395,48.73,,
T,48.99082,16.54658,176,-1.1,26.503,108.11,,
T,48.99037,16.54635,177,1.9,26.556,52.8,,
T,48.9899,16.54611,177,0,26.611,55.14,,
T,48.98853,16.54536,176.1,-0.6,26.773,161.94,,
T,48.98807,16.54509,176.3,0.4,26.827,54.84,,
T,48.98776,16.5449,176.6,0.9,26.865,37.17,,
T,48.98744,16.54471,176.2,-1.1,26.903,38.21,,
T,48.98699,16.54443,176.8,1.1,26.957,54.08,,
T,48.98669,16.54424,176.9,0.4,26.993,36.15,,
T,48.98639,16.54405,177,0.2,27.029,36.15,,
T,48.98597,16.54377,178,2,27.08,51.01,,
T,48.98566,16.54356,178,0,27.118,37.75,,
T,48.98523,16.54326,179,1.9,27.171,52.62,,
T,48.98477,16.54293,179,0,27.227,56.57,,
T,48.98433,16.5426,179,0,27.282,54.57,,
T,48.98406,16.54241,178.6,-1.2,27.315,33.09,,
T,48.98363,16.54207,178,-1.1,27.369,53.91,,
T,48.98291,16.54149,178.1,0.1,27.459,90.63,,
T,48.98234,16.54103,177.6,-0.7,27.531,71.78,,
T,48.98189,16.54065,177,-1,27.588,57.25,,
T,48.98158,16.54039,176.7,-0.8,27.628,39.38,,
T,48.98152,16.54033,176.5,-2.7,27.636,7.99,,
T,48.98146,16.54027,176.3,-2.4,27.644,7.99,,
T,48.98118,16.54002,176.2,-0.1,27.68,36.12,,
T,48.9811,16.53995,176.2,-0.6,27.69,10.27,,
T,48.98102,16.53987,176.3,1.3,27.701,10.65,,
T,48.98076,16.53964,176.3,-0.1,27.734,33.46,,
T,48.98037,16.53926,176.8,0.9,27.786,51.53,,
T,48.97998,16.53887,176.9,0.2,27.838,51.92,,
T,48.97957,16.53844,176,-1.6,27.893,55.41,,
T,48.97918,16.53803,175.9,-0.2,27.946,52.74,,
T,48.97879,16.5376,176,0.2,27.999,53.59,,
T,48.9785,16.53726,176.4,1,28.04,40.74,,
T,48.97825,16.53698,177,1.7,28.075,34.54,,
T,48.97787,16.53653,177.3,0.6,28.128,53.58,,
T,48.9775,16.53607,177,-0.6,28.181,53.17,,
T,48.97726,16.53577,176.1,-2.5,28.216,34.56,,
T,48.97698,16.53541,176,-0.3,28.257,40.79,,
T,48.97663,16.53494,176.9,1.7,28.309,51.95,,
T,48.97626,16.53444,176.5,-0.6,28.364,55.07,,
T,48.97577,16.53375,176.6,0.1,28.438,74.3,,
T,48.97555,16.53342,177,1.2,28.473,34.38,,
T,48.97533,16.53309,177.1,0.2,28.507,34.38,,
T,48.975,16.53259,176.3,-1.5,28.559,51.83,,
T,48.97467,16.53208,176.2,-0.3,28.611,52.35,,
T,48.97435,16.53157,177.2,2,28.663,51.58,,
T,48.97378,16.53063,176.1,-1.2,28.756,93.56,,
T,48.9733,16.52983,176,-0.1,28.835,79.24,,
T,48.97317,16.52959,176,0,28.858,22.75,,
T,48.97289,16.52912,176,0,28.905,46.41,,
T,48.97248,16.52843,177,1.4,28.973,68.05,,
T,48.97196,16.52758,177.7,0.8,29.058,84.95,,
T,48.97168,16.52712,178,0.7,29.104,45.87,,
T,48.97163,16.52705,178,0,29.111,7.56,,
T,48.97158,16.52698,178,0,29.119,7.56,,
T,48.97152,16.52689,178.1,1.1,29.128,9.38,,
T,48.97127,16.52649,179,2.2,29.168,40.38,,
T,48.97121,16.52639,179,0,29.178,9.91,,
T,48.97114,16.52629,179,0,29.189,10.69,,
T,48.9711,16.52622,179,0.2,29.196,6.79,,
T,48.97073,16.52568,179,0,29.253,57.06,,
T,48.97066,16.52557,179,0,29.264,11.2,,
T,48.97013,16.52486,179,0,29.343,78.59,,
T,48.96981,16.52445,179,0,29.389,46.56,,
T,48.96951,16.52411,179.8,2,29.431,41.63,,
T,48.96941,16.524,180,1.4,29.445,13.73,,
T,48.96929,16.52388,180,0,29.461,15.98,,
T,48.96913,16.52369,180,0,29.483,22.59,,
T,48.96874,16.5233,180.5,1,29.535,51.93,,
T,48.9685,16.52308,181,1.5,29.566,31.17,,
T,48.96831,16.52292,181.5,2,29.59,24.16,,
T,48.96804,16.52268,182,1.5,29.625,34.79,,
T,48.96775,16.52246,182,0,29.661,36.05,,
T,48.96748,16.52225,182,0,29.695,33.73,,
T,48.96727,16.5221,181.9,-0.3,29.721,25.81,,
T,48.9665,16.5216,181.3,-0.7,29.814,93.13,,
T,48.96642,16.52156,181.1,-2.5,29.823,9.37,,
T,48.96607,16.52136,180,-2.6,29.865,41.59,,
T,48.96581,16.52123,179.4,-1.9,29.895,30.44,,
T,48.9655,16.52108,179,-1.1,29.931,36.18,,
T,48.96533,16.52101,178.7,-1.4,29.951,19.59,,
T,48.96519,16.52095,178.3,-2.6,29.967,16.18,,
T,48.96503,16.52089,178,-1.4,29.986,18.33,,
T,48.96497,16.52086,178,-0.2,29.993,7.02,,
T,48.96473,16.52078,178.2,0.6,30.02,27.33,,
T,48.96443,16.5207,179,2.4,30.054,33.87,,
T,48.9641,16.52061,179.2,0.5,30.091,37.29,,
T,48.96373,16.52055,180,2,30.132,41.38,,
T,48.96333,16.52046,180.4,0.8,30.177,44.97,,
T,48.96289,16.52041,181.6,2.5,30.226,49.07,,
T,48.96282,16.5204,181.8,3.2,30.234,7.82,,
T,48.96272,16.52039,182.2,3.2,30.245,11.14,,
T,48.96248,16.52037,183,3,30.272,26.73,,
T,48.9622,16.52035,183,0,30.303,31.17,,
T,48.96198,16.52034,183,0,30.328,24.48,,
T,48.96174,16.52034,182.8,-0.6,30.354,26.69,,
T,48.96168,16.52033,182.8,-0.2,30.361,6.71,,
T,48.96161,16.52033,182.8,0.4,30.369,7.78,,
T,48.96143,16.52033,183,0.6,30.389,20.02,,
T,48.961,16.52038,184,2.2,30.437,47.96,,
T,48.96082,16.5204,184.6,2.6,30.457,20.07,,
T,48.96055,16.52045,184.4,-0.6,30.487,30.25,,
T,48.96043,16.5205,184.3,-0.7,30.501,13.84,,
T,48.96032,16.52051,184.3,0.1,30.513,12.25,,
T,48.96011,16.52055,184.6,1.4,30.537,23.54,,
T,48.96006,16.52056,184.8,2.2,30.543,5.61,,
T,48.95979,16.52062,184.7,-0.1,30.573,30.35,,
T,48.9596,16.52067,184.8,0.6,30.594,21.44,,
T,48.9594,16.52072,184.9,0.3,30.617,22.54,,
T,48.95898,16.52083,185,0.2,30.664,47.4,,
T,48.95892,16.52084,185,-0.5,30.671,6.71,,
T,48.95869,16.52091,185.4,1.8,30.697,26.09,,
T,48.95816,16.52106,185.2,-0.4,30.757,59.96,,
T,48.95694,16.52143,185.9,0.5,30.895,138.35,,
T,48.95575,16.52179,186.2,0.2,31.03,134.94,,
T,48.95475,16.52209,187,0.8,31.144,113.36,,
T,48.95473,16.5221,187,-1.5,31.146,2.34,,
T,48.9539,16.52235,187,0,31.24,94.1,,
T,48.95274,16.5227,186.3,-0.5,31.372,131.52,,
T,48.95199,16.52292,186,-0.3,31.457,84.95,,
T,48.95135,16.52313,185.8,-0.3,31.529,72.82,,
T,48.95105,16.52324,186,0.7,31.564,34.32,,
T,48.9509,16.52329,186,0,31.581,17.08,,
T,48.95051,16.52345,185.6,-0.9,31.626,44.93,,
T,48.95015,16.5236,185.5,-0.2,31.667,41.52,,
T,48.9499,16.52373,185.4,-0.4,31.697,29.39,,
T,48.94956,16.52391,185,-1,31.737,40.04,,
T,48.94922,16.52411,184,-2.3,31.777,40.55,,
T,48.94908,16.5242,184,-0.4,31.794,16.91,,
T,48.94874,16.52442,183,-2.2,31.835,41.1,,
T,48.94832,16.52473,183,-0.1,31.887,51.93,,
T,48.94798,16.52501,182.7,-0.6,31.93,43.02,,
T,48.94755,16.52539,182.4,-0.6,31.986,55.33,,
T,48.94724,16.52569,182.1,-0.8,32.026,40.88,,
T,48.94705,16.52589,181.4,-2.7,32.052,25.71,,
T,48.94688,16.52607,180.8,-2.7,32.075,23.05,,
T,48.94672,16.52625,180.6,-0.8,32.097,22.15,,
T,48.94658,16.52641,181,2.1,32.117,19.49,,
T,48.94647,16.52655,181,0,32.133,15.96,,
T,48.94615,16.52693,181,-0.1,32.178,45.18,,
T,48.94596,16.52717,180.5,-1.8,32.205,27.49,,
T,48.94531,16.52803,179,-1.5,32.301,95.88,,
T,48.94473,16.52881,179,0,32.387,86.17,,
T,48.94406,16.52968,179,0,32.486,98.05,,
T,48.9437,16.53012,179,0,32.537,51.4,,
T,48.94314,16.53072,179,0,32.613,76.23,,
T,48.94263,16.53121,179.2,0.3,32.68,67.12,,
T,48.94227,16.53154,180,1.7,32.727,46.77,,
T,48.94161,16.53204,180,0,32.809,82.03,,
T,48.94126,16.53227,179.5,-1.1,32.851,42.41,,
T,48.94102,16.53242,179,-1.9,32.88,28.86,,
T,48.94075,16.53258,179.3,0.9,32.913,32.23,,
T,48.94052,16.5327,179.6,1.3,32.94,27.05,,
T,48.94008,16.53291,178.7,-1.9,32.991,51.29,,
T,48.93974,16.53305,178,-1.7,33.03,39.18,,
T,48.93943,16.53317,176.9,-3,33.066,35.58,,
T,48.93893,16.53332,176,-1.6,33.122,56.68,,
T,48.93871,16.53338,176.5,2,33.147,24.86,,
T,48.93846,16.53344,176.8,1,33.175,28.15,,
T,48.93823,16.53348,176.6,-0.8,33.201,25.75,,
T,48.93779,16.53355,175.3,-2.8,33.25,49.2,,
T,48.93762,16.53356,175.1,-0.9,33.269,18.92,,
T,48.93713,16.53358,174,-2,33.324,54.51,,
T,48.93671,16.53359,173.2,-1.8,33.37,46.71,,
T,48.93643,16.53358,173,-0.5,33.402,31.15,,
T,48.93618,16.53356,173.8,2.7,33.429,27.84,,
T,48.93578,16.5335,174,0.6,33.474,44.7,,
T,48.93528,16.5334,174,0,33.53,56.08,,
T,48.93519,16.53338,174,0,33.54,10.12,,
T,48.93511,16.53336,174,0,33.549,9.02,,
T,48.93443,16.53321,174,0,33.626,76.42,,
T,48.93404,16.53314,174,0,33.669,43.67,,
T,48.93391,16.53312,174,0,33.684,14.53,,
T,48.93374,16.53311,174.5,2.8,33.703,18.92,,
T,48.93363,16.5331,174.9,3.2,33.715,12.25,,
T,48.9335,16.5331,175,0.5,33.73,14.46,,
T,48.93338,16.53311,175,0,33.743,13.37,,
T,48.93321,16.53311,175,0,33.762,18.91,,
T,48.933,16.53314,175,0,33.785,23.46,,
T,48.93279,16.53318,175,0,33.809,23.54,,
T,48.93271,16.5332,175,0,33.818,9.02,,
T,48.93252,16.53325,175,0,33.839,21.44,,
T,48.9323,16.53333,175,0,33.864,25.16,,
T,48.93209,16.53343,175.5,1.9,33.889,24.48,,
T,48.93199,16.53348,175.8,3.1,33.901,11.71,,
T,48.93188,16.53354,176,1.3,33.914,13,,
T,48.93178,16.53356,176,0,33.925,11.22,,
T,48.93166,16.53362,176,-0.2,33.939,14.05,,
T,48.93137,16.53385,176,0.1,33.975,36.39,,
T,48.93102,16.53413,176,0.1,34.019,44,,
T,48.93078,16.53438,176.2,0.5,34.052,32.37,,
T,48.9304,16.53485,177.3,2,34.106,54.51,,
T,48.9301,16.5353,177.6,0.6,34.153,46.91,,
T,48.92991,16.53564,177.2,-1.1,34.186,32.67,,
T,48.92964,16.53614,177.3,0.1,34.233,47.37,,
T,48.92949,16.53648,177,-0.9,34.263,29.98,,
T,48.92939,16.53668,177.2,1.1,34.282,18.4,,
T,48.92928,16.53692,177.6,1.8,34.303,21.42,,
T,48.92922,16.5371,177.4,-1.6,34.318,14.78,,
T,48.92843,16.5387,176.6,-0.5,34.464,146.51,,
T,48.92619,16.54321,175.7,-0.2,34.878,413.85,,
T,48.92529,16.545,175,-0.4,35.043,165,,
T,48.92505,16.54548,174.4,-1.5,35.087,44.15,,
T,48.92475,16.54609,174,-0.7,35.143,55.78,,
T,48.92458,16.54645,175.1,3.4,35.175,32.46,,
T,48.92397,16.54765,176.1,0.9,35.287,111.06,,
T,48.92352,16.54854,175.5,-0.8,35.369,82.21,,
T,48.92327,16.54905,175,-1.1,35.415,46.58,,
T,48.92274,16.55011,174.7,-0.4,35.513,97.51,,
T,48.92216,16.55125,174.1,-0.5,35.618,105.55,,
T,48.92172,16.55215,173.9,-0.3,35.701,82.13,,
T,48.92158,16.55242,173.5,-1.4,35.726,25.18,,
T,48.92115,16.55327,174,0.6,35.804,78.53,,
T,48.9208,16.55397,174,0,35.869,64.4,,
T,48.92043,16.5547,174.5,0.8,35.936,67.49,,
T,48.92042,16.55471,174.5,-2.2,35.937,1.33,,
T,48.92036,16.55479,174.3,-2.4,35.946,8.88,,
T,48.92013,16.55523,173.6,-1.8,35.987,41.16,,
T,48.91979,16.5559,172,-2.5,36.049,61.97,,
T,48.91939,16.55668,173,1.4,36.122,72.43,,
T,48.91916,16.55713,173,0,36.164,41.74,,
T,48.91904,16.55736,173,0,36.185,21.5,,
T,48.91868,16.55807,171.2,-2.7,36.251,65.65,,
T,48.91835,16.55871,171,-0.4,36.31,59.56,,
T,48.91805,16.55933,171,0,36.367,56.37,,
T,48.91783,16.55979,171,0,36.408,41.66,,
T,48.91778,16.55995,171,0,36.421,12.98,,
T,48.91768,16.56013,171,0,36.439,17.25,,
T,48.91648,16.56249,174,1.4,36.657,218.47,,
T,48.91627,16.56291,174.4,1.1,36.696,38.64,,
T,48.91563,16.56417,179,3.9,36.812,116.6,,
T,48.91546,16.5645,180.2,3.9,36.843,30.7,,
T,48.91516,16.56503,181.1,1.8,36.894,51.21,,
T,48.91488,16.56549,182.3,2.7,36.94,45.9,,
T,48.9146,16.56591,184.6,5.2,36.984,43.79,,
T,48.91435,16.56625,185.8,3.3,37.021,37.34,,
T,48.91423,16.56641,186.8,5.2,37.039,17.77,,
T,48.91414,16.56652,187,2.1,37.052,12.85,,
T,48.91405,16.56662,187.3,2.5,37.064,12.41,,
T,48.91393,16.56677,187.2,-1.1,37.082,17.29,,
T,48.91376,16.56696,186.4,-3.3,37.105,23.48,,
T,48.91363,16.56711,185.8,-3.3,37.123,18.16,,
T,48.91351,16.56723,185.3,-2.8,37.139,15.98,,
T,48.91327,16.56749,184.3,-3.1,37.172,32.8,,
T,48.91324,16.56752,184.2,-3.3,37.176,4,,
T,48.91311,16.56765,183.3,-5.1,37.193,17.31,,
T,48.91293,16.5678,182.3,-4.5,37.216,22.84,,
T,48.91267,16.56803,180.7,-4.8,37.25,33.47,,
T,48.91216,16.56846,178.3,-3.6,37.314,64.89,,
T,48.91186,16.56871,177.5,-2.2,37.353,38.06,,
T,48.91139,16.56908,176.6,-1.5,37.411,58.89,,
T,48.91025,16.56999,176.3,-0.2,37.555,143.26,,
T,48.90894,16.57104,179.1,1.7,37.719,164.77,,
T,48.90878,16.57118,179.4,1.7,37.74,20.54,,
T,48.90852,16.57142,179.1,-1.1,37.774,33.85,,
T,48.90836,16.57157,178,-5,37.795,20.92,,
T,48.90834,16.57158,177.9,-3.5,37.797,2.34,,
T,48.90816,16.57175,178.6,2.7,37.821,23.58,,
T,48.908,16.57193,179.5,4.1,37.843,22.15,,
T,48.90783,16.57212,179.4,-0.5,37.866,23.48,,
T,48.90764,16.57234,178.2,-4.3,37.893,26.58,,
T,48.90752,16.5725,176.9,-7.3,37.911,17.77,,
T,48.90738,16.57268,178.1,5.6,37.931,20.41,,
T,48.90737,16.57269,178.2,8.1,37.932,1.33,,
T,48.90701,16.57322,180,3.3,37.988,55.79,,
T,48.90672,16.5737,181.9,4,38.036,47.73,,
T,48.90661,16.57388,182.4,2.9,38.054,17.99,,
T,48.9064,16.57427,183.1,1.9,38.091,36.92,,
T,48.90632,16.57442,182.9,-1.7,38.105,14.14,,
T,48.90628,16.57451,182.7,-2.4,38.113,7.96,,
T,48.90611,16.57486,182,-2.1,38.145,31.87,,
T,48.90607,16.57493,181.9,-1.1,38.152,6.79,,
T,48.90599,16.57508,182,0.5,38.166,14.14,,
T,48.90576,16.57571,181.4,-1.1,38.219,52.79,,
T,48.90565,16.57605,180.2,-4.4,38.246,27.77,,
T,48.9056,16.57619,179.7,-4.3,38.258,11.67,,
T,48.90549,16.57656,178.5,-4,38.288,29.76,,
T,48.90535,16.57709,177.2,-3.1,38.33,41.86,,
T,48.90519,16.57783,176.2,-1.8,38.387,57.09,,
T,48.90505,16.57848,176.6,0.9,38.437,50.13,,
T,48.90503,16.57859,176.8,1.7,38.445,8.37,,
T,48.90502,16.57862,176.8,1.7,38.448,2.46,,
T,48.90503,16.57871,176.5,-5.4,38.454,6.69,,
T,48.90499,16.57887,176.1,-3.2,38.467,12.54,,
T,48.9049,16.57927,175.9,-0.7,38.498,30.99,,
T,48.90486,16.57946,175.5,-2.7,38.512,14.62,,
T,48.90466,16.58039,172.7,-3.9,38.584,71.72,,
T,48.90465,16.58047,172.6,-2.1,38.59,5.97,,
T,48.90458,16.58075,170.9,-7.5,38.612,21.95,,
T,48.90456,16.58083,170.3,-10.4,38.618,6.27,,
T,48.90445,16.58127,170.6,1,38.653,34.5,,
T,48.90434,16.58168,172,4.3,38.685,32.45,,
T,48.90426,16.58194,172,0,38.706,21.04,,
T,48.90413,16.58229,171.7,-0.9,38.736,29.45,,
T,48.9041,16.58235,171.5,-3.9,38.741,5.52,,
T,48.90401,16.58258,170.7,-3.9,38.761,19.61,,
T,48.90389,16.58283,170.2,-2.4,38.784,22.67,,
T,48.90377,16.58309,170.6,1.9,38.807,23.27,,
T,48.90355,16.58346,171.1,1.4,38.843,36.53,,
T,48.90337,16.58373,170.9,-0.6,38.872,28.15,,
