type,latitude,longitude,altitude (m),slope (%),distance (km),distance_interval (m),name,desc
T,45.12413,6.97648,913,-31,62.505,31.55,,
T,45.12381,6.97623,909.3,-9.1,62.546,40.64,,
T,45.1235,6.976,899.4,-25.4,62.585,38.91,,
T,45.12334,6.97588,892.9,-32.2,62.605,20.13,,
T,45.12327,6.97583,890.5,-28.1,62.613,8.72,,
T,45.12318,6.97576,887.5,-25.8,62.625,11.42,,
T,45.1231,6.97571,884.3,-33.6,62.635,9.72,,
T,45.12302,6.97565,881,-32.2,62.645,10.07,,
T,45.12295,6.9756,878.1,-33,62.653,8.72,,
T,45.12286,6.97553,874.5,-31.8,62.665,11.42,,
T,45.1227,6.97541,860.3,-70.7,62.685,20.13,,
T,45.12254,6.9753,837.9,-113,62.705,19.78,,
T,45.12238,6.97518,829.3,-42.9,62.725,20.13,,
T,45.12222,6.97506,824.3,-24.8,62.745,20.13,,
T,45.12215,6.97502,822.2,-24.7,62.753,8.39,,
T,45.12206,6.97495,820,-19.3,62.765,11.42,,
T,45.1219,6.97483,813,-34.8,62.785,20.13,,
T,45.12174,6.97471,801.6,-56.7,62.805,20.13,,
T,45.12158,6.9746,788.6,-65.5,62.825,19.78,,
T,45.12119,6.97432,760.9,-57,62.873,48.62,,
T,45.12088,6.97403,745.8,-36.5,62.915,41.32,,
T,45.12076,6.97391,740.7,-31.6,62.931,16.34,,
T,45.12069,6.97385,738.5,-24.2,62.94,9.1,,
T,45.12052,6.97366,736.1,-9.7,62.964,24.09,,
T,45.12047,6.9736,735.1,-14.2,62.972,7.29,,
T,45.12037,6.97347,733,-13.6,62.987,15.1,,
T,45.12034,6.97343,732.5,-11.3,62.991,4.58,,
T,45.12023,6.97328,730.4,-12.3,63.008,16.99,,
T,45.1202,6.97326,729.1,-37.1,63.012,3.69,,
T,45.12004,6.97309,723.6,-24.6,63.034,22.25,,
T,45.11975,6.97276,710.6,-31.5,63.076,41.39,,
T,45.11964,6.97265,709.5,-7,63.091,14.98,,
T,45.11963,6.97264,709.5,-3.7,63.092,1.36,,
T,45.11955,6.97255,709.1,-3.4,63.103,11.37,,
T,45.11948,6.97248,708.3,-8,63.113,9.53,,
T,45.11941,6.9724,709,6.7,63.123,10.01,,
T,45.11932,6.9723,710.1,8.9,63.136,12.73,,
T,45.11921,6.97216,711.9,10.9,63.152,16.46,,
T,45.11911,6.97203,714.2,14.8,63.167,15.1,,
T,45.11909,6.972,714.8,18.2,63.17,3.24,,
T,45.11908,6.97199,714.9,7.1,63.172,1.36,,
T,45.11891,6.97177,718,12.4,63.197,25.62,,
T,45.11868,6.97148,721.4,9.9,63.232,34.26,,
T,45.11859,6.97137,721.3,-1.1,63.245,13.23,,
T,45.11855,6.97131,722.4,17.6,63.251,6.48,,
T,45.11817,6.97076,727.1,7.8,63.312,60.47,,
T,45.11814,6.97071,727.6,9.3,63.317,5.16,,
T,45.11801,6.97053,727.3,-1.6,63.337,20.23,,
T,45.11792,6.97039,729.3,13.8,63.352,14.88,,
T,45.11785,6.97026,730.7,10.6,63.365,12.85,,
T,45.11772,6.96999,731.7,4.1,63.391,25.69,,
T,45.11749,6.96948,729.1,-5.6,63.438,47.58,,
T,45.11739,6.96926,729.1,0.1,63.459,20.57,,
T,45.1173,6.96905,732.1,15.7,63.478,19.32,,
T,45.11719,6.96882,737.2,23.5,63.5,21.84,,
T,45.11705,6.9685,740,9.5,63.53,29.6,,
T,45.11698,6.96831,738.3,-10,63.546,16.85,,
T,45.11695,6.96824,738.1,-3.9,63.553,6.44,,
T,45.1169,6.96807,740.8,18.6,63.567,14.48,,
T,45.11684,6.96789,743.9,19.5,63.583,15.65,,
T,45.11675,6.96758,753.1,35.3,63.609,26.36,,
T,45.11668,6.96729,770,69.9,63.633,24.11,,
T,45.11661,6.96697,788.6,70.5,63.66,26.35,,
T,45.11659,6.96691,790.8,41.7,63.665,5.22,,
T,45.11655,6.96668,799.6,47.7,63.684,18.64,,
T,45.11652,6.9665,804.5,33.6,63.698,14.55,,
T,45.11651,6.96642,807,39.1,63.705,6.39,,
T,45.11647,6.96617,811.8,23.5,63.725,20.17,,
T,45.11647,6.96611,813.4,35.6,63.729,4.72,,
T,45.11645,6.96591,813.4,-0.5,63.745,15.89,,
T,45.11643,6.96566,812.7,-3.3,63.765,19.8,,
T,45.11637,6.96501,832.9,39.1,63.817,51.58,,
T,45.11631,6.96439,853.7,42.2,63.866,49.24,,
T,45.11631,6.96435,855.8,68.7,63.869,3.15,,
T,45.11626,6.96389,874.1,49.9,63.906,36.62,,
T,45.11624,6.96363,879,23.8,63.926,20.58,,
T,45.11622,6.96343,882.7,22.7,63.942,15.89,,
T,45.11619,6.96313,887.1,18.8,63.966,23.84,,
T,45.11617,6.96288,891.8,23.7,63.986,19.8,,
T,45.11616,6.96276,894,23.1,63.995,9.51,,
T,45.11615,6.96267,894.4,5.5,64.003,7.17,,
T,45.11613,6.96242,898.1,18.8,64.022,19.8,,
T,45.11612,6.96237,899.6,35.1,64.026,4.09,,
T,45.1161,6.96212,906.9,37.2,64.046,19.8,,
T,45.11608,6.96192,911.1,26.6,64.062,15.89,,
T,45.11607,6.96186,912.4,26,64.067,4.85,,
T,45.11606,6.96166,917.9,35,64.083,15.78,,
T,45.11605,6.96161,919.8,46.8,64.087,4.09,,
T,45.11603,6.96136,930.6,54.3,64.107,19.8,,
T,45.116,6.96111,938.5,39.5,64.127,19.95,,
T,45.11598,6.9609,949.2,64.1,64.143,16.67,,
T,45.11598,6.96086,951.4,70.8,64.146,3.15,,
T,45.11598,6.96085,951.9,70.8,64.147,0.79,,
T,45.11596,6.9606,966.3,72.5,64.167,19.8,,
T,45.11594,6.9604,974.7,52.9,64.183,15.89,,
T,45.11593,6.96035,976.3,38.5,64.187,4.09,,
T,45.11591,6.96015,981.9,35.5,64.203,15.89,,
T,45.11591,6.96009,983.7,37.4,64.208,4.72,,
T,45.11588,6.95984,992,41.9,64.228,19.95,,
T,45.11586,6.95959,999.1,35.5,64.247,19.8,,
T,45.11584,6.95939,1002.5,21.4,64.263,15.89,,
T,45.11584,6.95934,1003.5,27.2,64.267,3.93,,
T,45.11582,6.95914,1006.7,19.8,64.283,15.89,,
T,45.11579,6.95883,1009,9.3,64.308,24.62,,
T,45.11574,6.95833,1017.1,20.4,64.347,39.73,,
T,45.11572,6.95813,1021.4,27.1,64.363,15.89,,
T,45.11572,6.95807,1022.9,32.9,64.368,4.72,,
T,45.11569,6.95782,1031.1,40.9,64.388,19.95,,
T,45.11568,6.95767,1036,41.9,64.4,11.86,,
T,45.11565,6.95737,1044.7,36.1,64.424,23.84,,
T,45.11565,6.95731,1046.6,41.2,64.428,4.72,,
T,45.11559,6.95661,1057.1,18.8,64.484,55.48,,
T,45.11559,6.95658,1057.8,29.7,64.486,2.36,,
T,45.11553,6.95605,1071,31.3,64.528,42.23,,
T,45.11551,6.95585,1076.5,34.4,64.544,15.89,,
T,45.11551,6.9558,1077.9,37.1,64.548,3.93,,
T,45.11548,6.9556,1080.6,16.5,64.564,16.09,,
T,45.11548,6.95555,1082,35.1,64.568,3.93,,
T,45.11545,6.9553,1088.9,34.8,64.588,19.95,,
T,45.11545,6.95529,1089.3,47.9,64.589,0.79,,
T,45.11545,6.95526,1090.6,57.1,64.591,2.36,,
T,45.11542,6.9551,1095.5,37.3,64.604,13.02,,
T,45.11535,6.9546,1113.5,44.8,64.645,40.11,,
T,45.11534,6.95454,1115.4,40.4,64.649,4.85,,
T,45.11526,6.9541,1124.4,25.2,64.685,35.75,,
T,45.11523,6.9539,1127.4,18.8,64.701,16.09,,
T,45.11522,6.95386,1127.7,6.8,64.705,3.34,,
T,45.11521,6.9538,1128.3,12.6,64.709,4.85,,
T,45.11512,6.95331,1131.9,9.1,64.749,39.83,,
T,45.11508,6.95312,1131.8,-0.4,64.765,15.6,,
T,45.11496,6.95258,1129.1,-6.1,64.809,44.54,,
T,45.11492,6.9524,1129.1,0.1,64.824,14.85,,
T,45.11491,6.95239,1128.6,-40.7,64.826,1.36,,
T,45.1148,6.95191,1126.8,-4.4,64.865,39.7,,
T,45.11478,6.95186,1125.7,-24.7,64.87,4.52,,
T,45.11475,6.95172,1124.7,-8.4,64.881,11.51,,
T,45.11473,6.95167,1123.6,-24.7,64.886,4.52,,
T,45.11467,6.95143,1124.9,6.4,64.906,20.03,,
T,45.11464,6.9513,1124.4,-4.9,64.917,10.76,,
T,45.1146,6.95119,1122.2,-22.6,64.926,9.73,,
T,45.11452,6.95091,1119.7,-10.4,64.95,23.76,,
T,45.11446,6.95072,1119.1,-3.5,64.967,16.37,,
T,45.11445,6.95068,1119.3,6.1,64.97,3.34,,
T,45.11445,6.95067,1119.6,32.2,64.971,0.79,,
T,45.11442,6.95058,1119.4,-2.3,64.978,7.83,,
T,45.11439,6.95049,1118.5,-11.6,64.986,7.83,,
T,45.11427,6.95011,1114.4,-12.5,65.019,32.74,,
T,45.11405,6.94949,1109.7,-8.7,65.074,54.57,,
T,45.11391,6.94912,1101.1,-25.8,65.107,33.01,,
T,45.11389,6.94908,1098.7,-64,65.11,3.85,,
T,45.11389,6.94907,1098.2,-63.9,65.111,0.79,,
T,45.11382,6.9489,1087,-72.4,65.127,15.47,,
T,45.11356,6.9483,1064.4,-40.7,65.182,55.35,,
T,45.11345,6.94803,1073.6,37.2,65.207,24.51,,
T,45.11342,6.94796,1074.3,12.1,65.213,6.44,,
T,45.11317,6.94746,1077.8,7.2,65.261,48.17,,
T,45.11317,6.94745,1078.1,35.1,65.262,0.79,,
T,45.11283,6.94678,1078,-0.2,65.327,64.87,,
T,45.11283,6.94677,1078.2,29.1,65.328,0.79,,
T,45.11249,6.94618,1068.3,-16.6,65.388,59.86,,
T,45.11238,6.94598,1066,-11.2,65.407,19.93,,
T,45.11231,6.94587,1065.8,-2.4,65.419,11.64,,
T,45.11217,6.94564,1069.3,14.6,65.443,23.87,,
T,45.11191,6.94521,1077.3,18,65.487,44.5,,
T,45.11179,6.94502,1079.8,12.3,65.507,20.04,,
T,45.11135,6.9443,1083,4.4,65.582,74.84,,
T,45.1112,6.94406,1082,-4.2,65.608,25.19,,
T,45.11048,6.94291,1093,9.1,65.728,120.8,,
T,45.11036,6.94272,1095.2,11.2,65.748,20.04,,
T,45.11013,6.94234,1107.9,32.3,65.788,39.34,,
T,45.10965,6.94158,1124.1,20.2,65.868,80.14,,
T,45.10953,6.94139,1125.7,8.1,65.888,20.04,,
T,45.10919,6.94084,1120.4,-9.2,65.945,57.46,,
T,45.10905,6.94062,1116.4,-17.2,65.969,23.28,,
T,45.10872,6.9401,1099.8,-30.3,66.024,54.95,,
T,45.10861,6.93991,1095.1,-24.2,66.043,19.31,,
T,45.10857,6.93986,1093,-35.2,66.049,5.94,,
T,45.10849,6.93972,1089.8,-22.7,66.063,14.16,,
T,45.10837,6.93953,1082.2,-38.2,66.083,20.04,,
T,45.1083,6.93943,1079.3,-26.1,66.094,11.07,,
T,45.1081,6.9391,1076.7,-7.5,66.128,34.18,,
T,45.10789,6.93876,1078.3,4.4,66.164,35.51,,
T,45.10786,6.93871,1078.3,-0.6,66.169,5.16,,
T,45.10782,6.93865,1078,-4.3,66.175,6.49,,
T,45.10763,6.93832,1079.7,5.1,66.209,33.47,,
T,45.10755,6.93817,1082.5,19,66.224,14.78,,
T,45.10752,6.93812,1083.3,16.1,66.229,5.16,,
T,45.10738,6.93787,1088.5,20.8,66.254,25.08,,
T,45.1073,6.93772,1089.5,6.5,66.269,14.78,,
T,45.10712,6.93738,1092,7.4,66.302,33.41,,
T,45.10688,6.93689,1109,36.2,66.349,46.89,,
T,45.10683,6.9368,1112.7,42,66.358,9,,
T,45.10678,6.93668,1119,57.2,66.369,10.96,,
T,45.10663,6.93635,1130.9,38.6,66.4,30.86,,
T,45.10645,6.93593,1141.5,27.2,66.438,38.64,,
T,45.1062,6.93534,1156.9,28.5,66.493,54.11,,
T,45.10613,6.93515,1163.5,39.2,66.509,16.86,,
T,45.10599,6.93478,1175.2,35.3,66.542,33.02,,
T,45.10575,6.93407,1178.8,6,66.604,61.92,,
T,45.10573,6.93401,1178.9,1.3,66.61,5.22,,
T,45.10566,6.93378,1179.2,1.5,66.629,19.7,,
T,45.10565,6.93377,1178.8,-29.1,66.631,1.36,,
T,45.10544,6.93307,1179.5,1.2,66.69,59.83,,
T,45.10515,6.93214,1178.3,-1.6,66.77,79.97,,
T,45.10487,6.93124,1175.3,-3.9,66.848,77.37,,
T,45.10479,6.93097,1171.9,-14.6,66.871,23.03,,
T,45.10469,6.93067,1167.1,-18.5,66.897,26.1,,
T,45.10464,6.93051,1165.2,-13.8,66.911,13.76,,
T,45.10458,6.93034,1163.7,-10.2,66.926,14.95,,
T,45.10456,6.93028,1163.4,-4,66.931,5.22,,
T,45.10451,6.93013,1162.4,-8.2,66.944,13.05,,
T,45.1044,6.92983,1158.9,-13,66.97,26.59,,
T,45.1043,6.92954,1154.1,-18.9,66.996,25.39,,
T,45.10414,6.92914,1150,-11.4,67.032,36.16,,
T,45.10406,6.92893,1153.7,19.9,67.051,18.77,,
T,45.10404,6.92887,1155,24.1,67.056,5.22,,
T,45.10362,6.92789,1164.1,10.1,67.146,90.15,,
T,45.10349,6.92763,1167.9,15.3,67.171,25.05,,
T,45.10341,6.92748,1170.3,16.1,67.186,14.78,,
T,45.10331,6.92727,1175.1,24,67.206,19.92,,
T,45.10324,6.92714,1178.8,28.9,67.219,12.85,,
T,45.10317,6.92702,1181.8,24.9,67.231,12.24,,
T,45.10309,6.92686,1184.8,19.5,67.246,15.42,,
T,45.10306,6.9268,1185.8,17.3,67.252,5.78,,
T,45.10304,6.92678,1186,5.3,67.255,2.72,,
T,45.10298,6.92666,1188.3,20.4,67.266,11.56,,
T,45.10284,6.9264,1193.2,19,67.292,25.71,,
T,45.10272,6.92622,1199,29.5,67.312,19.46,,
T,45.10244,6.92575,1230.3,64.9,67.36,48.34,,
T,45.10222,6.92539,1247.7,46.3,67.397,37.42,,
T,45.10213,6.92526,1247.6,-0.4,67.412,14.31,,
T,45.10201,6.92508,1248.8,6,67.431,19.46,,
T,45.10189,6.9249,1247.6,-6.3,67.451,19.46,,
T,45.10188,6.92489,1247.1,-33.3,67.452,1.36,,
T,45.1015,6.92435,1231.2,-26.5,67.512,59.92,,
T,45.10124,6.92398,1227.1,-10.1,67.553,41.02,,
T,45.10123,6.92397,1227,-7.9,67.554,1.36,,
T,45.10112,6.92382,1226.5,-2.7,67.571,16.99,,
T,45.10089,6.92351,1223.1,-9.5,67.607,35.34,,
T,45.10085,6.92345,1222.6,-8.4,67.613,6.49,,
T,45.10073,6.92328,1220.2,-12.9,67.632,18.89,,
T,45.10021,6.92257,1193.4,-33.3,67.712,80.39,,
T,45.09973,6.9219,1180.4,-17.3,67.787,75.01,,
T,45.09893,6.92079,1157.5,-18.4,67.912,124.65,,
T,45.09875,6.92053,1152.4,-18.1,67.941,28.62,,
T,45.09842,6.92007,1140.9,-22.2,67.992,51.54,,
T,45.09829,6.91989,1139.9,-5.1,68.012,20.24,,
T,45.09803,6.91953,1140.6,1.8,68.053,40.47,,
T,45.09801,6.91949,1140.3,-9.4,68.057,3.85,,
T,45.09794,6.9194,1137.7,-24,68.067,10.52,,
T,45.09765,6.919,1125.1,-28,68.112,45.06,,
T,45.09752,6.91882,1117,-40,68.133,20.24,,
T,45.09725,6.91846,1091.3,-62.4,68.174,41.27,,
T,45.09704,6.91817,1113.1,67,68.206,32.65,,
T,45.09684,6.91789,1130.3,54.7,68.238,31.3,,
T,45.09664,6.91765,1139.1,30.2,68.267,29.17,,
T,45.09649,6.91749,1137.9,-5.5,68.288,20.89,,
T,45.09646,6.91745,1138.8,19.3,68.292,4.59,,
T,45.09625,6.91722,1157.1,61.9,68.322,29.54,,
T,45.09605,6.91701,1176.9,71.4,68.35,27.7,,
T,45.09603,6.91699,1178.3,53,68.352,2.72,,
T,45.09583,6.9168,1193.3,56.1,68.379,26.79,,
T,45.09572,6.9167,1199.8,44.3,68.394,14.54,,
T,45.09561,6.91661,1203,22.9,68.408,14.13,,
T,45.09559,6.91658,1203.6,16.7,68.411,3.24,,
T,45.09546,6.91647,1203.6,0.2,68.428,16.84,,
T,45.09533,6.91636,1203.4,-1,68.445,16.84,,
T,45.09531,6.91634,1203.1,-13.1,68.447,2.72,,
T,45.0951,6.91618,1190.8,-46.3,68.474,26.52,,
T,45.09486,6.91601,1176.8,-46.7,68.504,29.84,,
T,45.09462,6.91585,1160.8,-54.2,68.533,29.5,,
T,45.09446,6.91575,1146.3,-74.7,68.553,19.45,,
T,45.09437,6.91569,1140.1,-56.7,68.564,11.06,,
T,45.09413,6.91555,1124.9,-52.7,68.593,28.86,,
T,45.09412,6.91554,1124.4,-31.3,68.594,1.36,,
T,45.094,6.91548,1118.3,-43.2,68.608,14.15,,
T,45.09398,6.91546,1117.5,-29.2,68.611,2.72,,
T,45.09396,6.91545,1116.5,-42.1,68.613,2.36,,
T,45.09395,6.91545,1115.9,-53.9,68.614,1.11,,
T,45.09384,6.91538,1110.4,-40.9,68.628,13.41,,
T,45.09379,6.91536,1107.5,-51.7,68.634,5.78,,
T,45.09371,6.91531,1103.1,-45.2,68.643,9.72,,
T,45.09367,6.91529,1100.8,-48.9,68.648,4.72,,
T,45.09362,6.91527,1097.8,-51.7,68.654,5.78,,
T,45.09361,6.91527,1097.1,-61.2,68.655,1.11,,
T,45.09345,6.91519,1088.3,-46.8,68.674,18.86,,
T,45.09335,6.91514,1082.6,-48.2,68.686,11.79,,
T,45.09328,6.91511,1078.7,-48.1,68.694,8.13,,
T,45.09311,6.91503,1069.7,-45.1,68.714,19.91,,
T,45.09299,6.91497,1062.9,-47.8,68.728,14.15,,
T,45.09294,6.91495,1059.8,-54.2,68.734,5.78,,
T,45.09264,6.91482,1043.6,-46.4,68.768,34.88,,
T,45.09247,6.91474,1038.1,-27.7,68.788,19.91,,
T,45.09243,6.91472,1038.1,-1.1,68.793,4.72,,
T,45.09241,6.91472,1037.8,-13,68.795,2.22,,
T,45.0923,6.91467,1037.5,-1.8,68.808,12.84,,
T,45.09225,6.91465,1037.3,-4.7,68.814,5.78,,
T,45.09224,6.91464,1037.4,6.9,68.815,1.36,,
T,45.09191,6.91449,1031.6,-15.1,68.854,38.53,,
T,45.09157,6.91434,1024.2,-18.6,68.893,39.59,,
T,45.09152,6.91432,1022.7,-26.2,68.899,5.78,,
T,45.09139,6.91426,1019,-24.2,68.914,15.2,,
T,45.09127,6.9142,1015.8,-22.5,68.928,14.15,,
T,45.09108,6.91412,1010.5,-24.3,68.951,22.03,,
T,45.09089,6.91403,1005.4,-22.9,68.973,22.27,,
T,45.09089,6.91402,1005.6,31.2,68.974,0.79,,
T,45.09088,6.91402,1005.2,-39.2,68.975,1.11,,
T,45.09071,6.91393,997.9,-36.2,68.995,20.18,,
T,45.09058,6.91384,991.9,-37.3,69.011,16.09,,
T,45.09044,6.91375,991.1,-4.5,69.028,17.1,,
T,45.0901,6.9135,984.8,-14.9,69.071,42.6,,
T,45.08993,6.91334,982.8,-8.8,69.093,22.71,,
T,45.08976,6.91317,978.2,-19.8,69.117,23.15,,
T,45.08959,6.913,973.9,-18.9,69.14,23.15,,
T,45.08945,6.91286,971.4,-12.7,69.159,19.07,,
T,45.08937,6.91277,967.8,-32.1,69.17,11.37,,
T,45.08928,6.91266,963.3,-34,69.183,13.23,,
T,45.08913,6.91245,957.7,-23.7,69.207,23.48,,
T,45.08908,6.91237,957.6,-2,69.215,8.4,,
T,45.08899,6.91221,957.4,-1,69.231,16.08,,
T,45.08896,6.91217,957.4,1.4,69.236,4.59,,
T,45.08891,6.91211,957.1,-4.4,69.243,7.29,,
T,45.08883,6.91194,960.3,19.8,69.259,16.07,,
T,45.08873,6.91173,968.1,39.2,69.279,19.92,,
T,45.08868,6.91163,971.1,30.5,69.289,9.64,,
T,45.08859,6.91148,973.3,14.6,69.304,15.48,,
T,45.08853,6.9113,978.1,30.8,69.32,15.66,,
T,45.08848,6.91119,982.6,43.3,69.33,10.29,,
T,45.08842,6.91101,988.2,35.5,69.346,15.66,,
T,45.08834,6.91075,990,8.4,69.368,22.32,,
T,45.08828,6.91055,989.4,-3.6,69.385,17.1,,
T,45.08823,6.91032,989.2,-1.2,69.404,18.94,,
T,45.08811,6.90984,980.8,-21.1,69.444,40.07,,
T,45.08811,6.90983,980.7,-12.8,69.445,0.79,,
T,45.088,6.90936,975.9,-12.2,69.484,38.97,,
T,45.08795,6.90912,976.8,4.5,69.504,19.69,,
T,45.08794,6.90911,976.6,-17.4,69.505,1.36,,
T,45.08789,6.90887,977.4,4.4,69.525,19.69,,
T,45.08783,6.90863,974.1,-16.8,69.545,20.04,,
T,45.08772,6.90815,989.1,37.8,69.585,39.72,,
T,45.08756,6.90742,1037.1,79.7,69.645,60.16,,
T,45.08753,6.90725,1047.9,78.3,69.659,13.79,,
T,45.08746,6.90693,1069.1,80.4,69.685,26.37,,
T,45.08713,6.9054,1138.3,55,69.811,125.91,,
T,45.08683,6.90405,1159.4,19,69.922,111.39,,
T,45.08675,6.90374,1169.8,40.1,69.948,25.97,,
T,45.08663,6.90325,1179,22.5,69.989,40.82,,
T,45.08663,6.90322,1179.5,19.5,69.991,2.36,,
T,45.08655,6.90298,1182.3,13.4,70.012,20.88,,
T,45.08628,6.90213,1194.1,16.2,70.086,73.34,,
T,45.08625,6.90206,1195.4,20.1,70.092,6.44,,
T,45.08624,6.90202,1196.1,21.1,70.095,3.34,,
T,45.08608,6.90161,1199.8,10.1,70.132,36.85,,
T,45.08583,6.90098,1199.9,0.1,70.189,56.85,,
T,45.08571,6.90068,1199.8,-0.2,70.216,27.12,,
T,45.08536,6.89997,1205,7.6,70.284,68.1,,
T,45.0853,6.89987,1206.8,16.7,70.295,10.32,,
T,45.08485,6.89912,1220.2,17.3,70.372,77.38,,
T,45.08483,6.89908,1220.9,19.8,70.376,3.85,,
T,45.08472,6.89893,1222.8,10.7,70.393,17,,
T,45.0846,6.89875,1225.1,12.2,70.412,19.46,,
T,45.08447,6.89857,1227.6,12.1,70.433,20.24,,
T,45.08436,6.89841,1227.6,0.3,70.45,17.55,,
T,45.08434,6.89839,1227.4,-10.3,70.453,2.72,,
T,45.08421,6.89822,1226.2,-6.1,70.472,19.69,,
T,45.08394,6.89788,1224.8,-3.3,70.513,40.21,,
T,45.08336,6.89724,1228.3,4.2,70.595,81.82,,
T,45.08297,6.89689,1233.4,9.9,70.646,51.36,,
T,45.08292,6.89685,1232.7,-10.7,70.652,6.39,,
T,45.0829,6.89683,1232.5,-5.3,70.655,2.72,,
T,45.08274,6.8967,1230.2,-11.6,70.676,20.52,,
T,45.08268,6.89665,1228.9,-16.9,70.683,7.74,,
T,45.08261,6.89659,1227,-20.2,70.692,9.1,,
T,45.08249,6.89649,1223.6,-22.3,70.708,15.49,,
T,45.08229,6.89634,1220.3,-12.8,70.733,25.17,,
T,45.08202,6.89614,1215.3,-15,70.767,33.89,,
T,45.08198,6.89611,1214.6,-12.4,70.772,5.03,,
T,45.08197,6.8961,1214.4,-20.5,70.773,1.36,,
T,45.08179,6.896,1206.6,-36.2,70.795,21.5,,
T,45.08144,6.8958,1182,-58.6,70.837,41.96,,
T,45.08138,6.89578,1177.6,-64.3,70.844,6.85,,
T,45.08128,6.89573,1169.4,-69,70.855,11.79,,
T,45.08042,6.89537,1107.1,-62.6,70.955,99.69,,
T,45.08027,6.89531,1096.6,-60.7,70.972,17.33,,
T,45.08018,6.89527,1091.3,-49.7,70.983,10.49,,
T,45.08017,6.89527,1090.8,-51.8,70.984,1.11,,
T,45.08003,6.89522,1082.5,-51.4,71,16.05,,
T,45.08,6.89521,1080.8,-51.5,71.003,3.43,,
T,45.07988,6.89518,1073.9,-50.9,71.017,13.54,,
T,45.07972,6.89515,1064.4,-52.5,71.035,17.94,,
T,45.07959,6.89512,1054,-71.7,71.05,14.64,,
T,45.07893,6.89501,1015.7,-51.7,71.123,73.86,,
T,45.07881,6.89501,1014,-13.1,71.137,13.34,,
T,45.07845,6.895,1014,0,71.177,40.02,,
T,45.07842,6.89499,1013.9,-2.4,71.18,3.43,,
T,45.0783,6.89498,1013.6,-2.4,71.194,13.36,,
T,45.07818,6.89496,1012.5,-8.1,71.207,13.43,,
T,45.07803,6.89494,1011.2,-7.8,71.224,16.74,,
T,45.07792,6.89491,1009.5,-13.4,71.236,12.45,,
T,45.07786,6.89491,1008.5,-16.1,71.243,6.67,,
T,45.07785,6.8949,1008.3,-11.1,71.244,1.36,,
T,45.07778,6.8949,1007,-16.5,71.252,7.78,,
T,45.07766,6.89487,1006.6,-3.4,71.266,13.54,,
T,45.07756,6.89486,1006.2,-3.2,71.277,11.14,,
T,45.07735,6.89482,1004.4,-7.8,71.3,23.55,,
T,45.07722,6.89479,1003,-9.5,71.315,14.64,,
T,45.07697,6.89475,1002.8,-0.6,71.343,27.96,,
T,45.0769,6.89474,1001.9,-11.5,71.351,7.82,,
T,45.07677,6.89471,999.3,-18.1,71.365,14.64,,
T,45.07674,6.89471,998.6,-19.4,71.369,3.33,,
T,45.07671,6.8947,998,-17.9,71.372,3.43,,
T,45.07659,6.89468,996.9,-8.5,71.386,13.43,,
T,45.07606,6.89458,995.9,-1.6,71.445,59.42,,
T,45.07552,6.89448,995.7,-0.3,71.505,60.53,,
T,45.0754,6.89445,995.4,-2.4,71.519,13.54,,
T,45.07496,6.89435,994.9,-1,71.569,49.53,,
T,45.07488,6.89434,994.7,-2,71.577,8.93,,
T,45.0747,6.89429,994.6,-0.9,71.598,20.39,,
T,45.07452,6.89424,994.7,0.9,71.618,20.39,,
T,45.07427,6.89416,994.4,-1.2,71.647,28.49,,
T,45.07407,6.8941,994.3,-0.4,71.669,22.72,,
T,45.07403,6.89408,994.3,0.1,71.674,4.72,,
T,45.07374,6.89397,996.1,5.3,71.708,33.37,,
T,45.07352,6.89388,998.3,8.6,71.733,25.46,,
T,45.07342,6.89383,999.6,11.5,71.745,11.79,,
T,45.07332,6.89378,1001.3,14.5,71.757,11.79,,
T,45.07325,6.89373,1003.1,20.8,71.765,8.72,,
T,45.07316,6.89368,1005.7,23.6,71.776,10.75,,
T,45.07314,6.89367,1006.3,25.1,71.778,2.36,,
T,45.07305,6.89362,1008.9,24.6,71.789,10.75,,
T,45.07296,6.89357,1008,-8.3,71.8,10.75,,
T,45.07284,6.89349,1007.3,-4.9,71.815,14.75,,
T,45.07271,6.8934,1007.2,-0.4,71.831,16.09,,
T,45.07253,6.89326,1006.9,-1.3,71.854,22.84,,
T,45.07235,6.89312,1007,0.2,71.876,22.84,,
T,45.07226,6.89304,1007,-0.1,71.888,11.82,,
T,45.07218,6.89296,1007,0.1,71.899,10.9,,
T,45.07205,6.89284,1007,0,71.916,17.26,,
T,45.07192,6.89271,1006.8,-1.4,71.934,17.71,,
T,45.07188,6.89268,1006.6,-2.1,71.939,5.03,,
T,45.07172,6.89249,1006,-2.8,71.962,23.24,,
T,45.0716,6.89236,1006,0,71.979,16.81,,
T,45.07149,6.89223,1006,0,71.995,15.95,,
T,45.07134,6.89203,1006,0,72.018,22.93,,
T,45.07129,6.89197,1006,0,72.025,7.29,,
T,45.0712,6.89184,1006,0,72.04,14.31,,
T,45.07111,6.89171,1006,0,72.054,14.31,,
T,45.07104,6.89161,1006.1,0.5,72.065,11.07,,
T,45.07098,6.89152,1006.2,2,72.075,9.73,,
T,45.0709,6.89139,1006.8,3.7,72.088,13.56,,
T,45.07082,6.89124,1006.4,-2.3,72.103,14.78,,
T,45.07074,6.8911,1006,-2.9,72.117,14.16,,
T,45.0706,6.89085,1006.8,3.1,72.142,25.09,,
T,45.07042,6.89045,1005.8,-2.7,72.18,37.32,,
