type,latitude,longitude,altitude (m),slope (%),distance (km),distance_interval (m),name,desc
T,52.15809,11.62737,51.1,-1.2,5.722,16.75,,
T,52.1582,11.62735,51.3,1.8,5.735,12.32,,
T,52.15841,11.62732,51.5,0.8,5.758,23.46,,
T,52.15846,11.62732,51.4,-2.1,5.764,5.56,,
T,52.15849,11.62731,51.3,-1.6,5.767,3.41,,
T,52.15873,11.62728,51,-1.1,5.794,26.78,,
T,52.15893,11.62725,51.1,0.3,5.816,22.35,,
T,52.15899,11.62724,51.1,0.5,5.823,6.71,,
T,52.15935,11.62719,51,-0.1,5.863,40.2,,
T,52.15948,11.62717,51.1,0.6,5.878,14.53,,
T,52.15966,11.62714,51.8,3.2,5.898,20.13,,
T,52.1598,11.62713,51.8,0.2,5.913,15.59,,
T,52.1601,11.62709,51.7,-0.4,5.947,33.49,,
T,52.16029,11.62707,52,1.5,5.968,21.19,,
T,52.16042,11.62706,51.8,-1.3,5.983,14.48,,
T,52.16073,11.62704,51.7,-0.4,6.017,34.52,,
T,52.16088,11.62704,51.7,0.3,6.034,16.69,,
T,52.1611,11.62703,52,1.1,6.058,24.49,,
T,52.16112,11.62703,52,0.5,6.061,2.23,,
T,52.16143,11.62703,52,-0.1,6.095,34.49,,
T,52.1617,11.62704,51.7,-1,6.125,30.05,,
T,52.16191,11.62706,51.6,-0.3,6.148,23.41,,
T,52.16221,11.62708,52,1.2,6.182,33.41,,
T,52.16239,11.6271,52,0.1,6.202,20.08,,
T,52.16258,11.62712,52,0,6.223,21.19,,
T,52.16276,11.62714,52,0,6.243,20.08,,
T,52.16294,11.62717,52,0,6.263,20.13,,
T,52.1631,11.62719,52.1,0.8,6.281,17.86,,
T,52.16326,11.62722,52.7,3.3,6.299,17.92,,
T,52.16346,11.62726,52.7,0,6.322,22.42,,
T,52.16366,11.6273,52.6,-0.5,6.344,22.42,,
T,52.16372,11.62731,52.8,2.1,6.351,6.71,,
T,52.16389,11.62735,53.1,1.7,6.37,19.11,,
T,52.16397,11.62738,53.2,1.2,6.379,9.14,,
T,52.16419,11.62743,54.1,3.5,6.404,24.72,,
T,52.16458,11.62753,54.8,1.6,6.448,43.93,,
T,52.16458,11.62753,54.8,,6.448,0,,
T,52.16462,11.62754,54.8,-0.7,6.452,4.5,,
T,52.16473,11.62757,54.8,0,6.465,12.41,,
T,52.1648,11.62758,54.8,0.5,6.472,7.82,,
T,52.16496,11.62762,54.9,0.8,6.49,18.01,,
T,52.16518,11.62767,55.4,1.9,6.515,24.72,,
T,52.16543,11.62771,55.8,1.3,6.543,27.95,,
T,52.16575,11.62776,56.5,2.2,6.579,35.77,,
T,52.16594,11.62779,54.6,-9.2,6.6,21.24,,
T,52.16626,11.62781,51,-10.1,6.636,35.63,,
T,52.16657,11.62783,54,8.7,6.67,34.52,,
T,52.1667,11.62783,55.7,11.8,6.685,14.47,,
T,52.1669,11.62782,56.4,3.1,6.707,22.26,,
T,52.16701,11.62782,56.3,-0.8,6.719,12.24,,
T,52.16706,11.62782,56.1,-3.2,6.725,5.56,,
T,52.16716,11.62781,55.9,-2.3,6.736,11.15,,
T,52.16741,11.62779,55.9,0,6.764,27.85,,
T,52.16759,11.62777,55.3,-2.8,6.784,20.08,,
T,52.16772,11.62776,54.4,-6.4,6.798,14.48,,
T,52.16788,11.62774,54,-2.2,6.816,17.86,,
T,52.16804,11.62771,54,0,6.834,17.92,,
T,52.16823,11.62768,53.4,-3,6.855,21.24,,
T,52.16829,11.62767,53.2,-3.2,6.862,6.71,,
T,52.16838,11.62766,52.9,-2.5,6.872,10.04,,
T,52.16847,11.62764,52.8,-1.5,6.882,10.11,,
T,52.16856,11.62763,52.6,-1.3,6.892,10.04,,
T,52.1687,11.6276,52.5,-0.4,6.908,15.71,,
T,52.16878,11.62759,52.5,-1,6.917,8.93,,
T,52.16973,11.62742,51.3,-1.1,7.023,106.35,,
T,52.17035,11.6273,51,-0.4,7.093,69.47,,
T,52.17054,11.62727,51,0,7.114,21.24,,
T,52.17071,11.62724,51,0,7.133,19.03,,
T,52.17079,11.62723,51,0,7.142,8.93,,
T,52.17093,11.6272,51,0,7.158,15.71,,
T,52.17098,11.62719,51,0,7.163,5.61,,
T,52.1711,11.62718,51,0,7.177,13.37,,
T,52.17118,11.62716,51,0,7.186,9.01,,
T,52.17134,11.62714,51,0,7.203,17.86,,
T,52.17146,11.62713,50.8,-1.3,7.217,13.37,,
T,52.17173,11.62712,50.4,-1.5,7.247,30.05,,
T,52.17176,11.62712,50.4,0,7.25,3.34,,
T,52.1721,11.62712,50.4,0,7.288,37.83,,
T,52.17211,11.62712,50.4,0,7.289,1.11,,
T,52.17232,11.62713,50.6,0.9,7.312,23.38,,
T,52.17242,11.62714,50.8,2.1,7.324,11.15,,
T,52.17252,11.62716,51,2,7.335,11.21,,
T,52.17279,11.6272,51.1,0.2,7.365,30.17,,
T,52.17282,11.62721,51,-1.1,7.368,3.41,,
T,52.17299,11.62724,51,-0.2,7.387,19.03,,
T,52.17301,11.62725,51,0,7.39,2.33,,
T,52.1732,11.6273,51,0,7.411,21.42,,
T,52.17331,11.62733,51,0,7.424,12.41,,
T,52.17346,11.62738,51,0,7.441,17.04,,
T,52.17361,11.62743,51,0,7.458,17.04,,
T,52.1738,11.6275,51,0,7.479,21.68,,
T,52.17408,11.62762,51,0,7.512,32.22,,
T,52.17439,11.62775,51,0,7.547,35.62,,
T,52.17452,11.6278,50.9,-0.4,7.562,14.86,,
T,52.17482,11.62793,51,0.2,7.597,34.55,,
T,52.17503,11.62802,51,0,7.621,24.16,,
T,52.17519,11.62809,51,-0.2,7.639,18.44,,
T,52.17533,11.62815,50.9,-0.5,7.655,16.11,,
T,52.17543,11.62819,50.7,-1.4,7.667,11.46,,
T,52.17552,11.62822,50.6,-0.7,7.677,10.22,,
T,52.17564,11.62826,50.7,0.7,7.691,13.63,,
T,52.17575,11.6283,50.9,1.1,7.703,12.54,,
T,52.17587,11.62833,50.9,-0.2,7.717,13.51,,
T,52.17601,11.62837,50.3,-3.4,7.732,15.82,,
T,52.17619,11.62842,50,-1.6,7.753,20.32,,
T,52.17628,11.62843,50,0,7.763,10.04,,
T,52.1764,11.62846,50,0,7.776,13.51,,
T,52.1765,11.62848,50,0,7.788,11.21,,
T,52.17661,11.62849,50,0,7.8,12.26,,
T,52.1767,11.6285,50,0,7.81,10.04,,
T,52.17684,11.62852,50,0,7.825,15.64,,
T,52.17698,11.62853,50,0,7.841,15.59,,
T,52.17713,11.62854,50,0,7.858,16.7,,
T,52.17723,11.62854,50,0,7.869,11.13,,
T,52.17734,11.62854,50,0,7.881,12.24,,
T,52.17746,11.62853,50,0,7.895,13.37,,
T,52.17756,11.62852,50,0,7.906,11.15,,
T,52.17769,11.6285,50,0,7.92,14.53,,
T,52.17782,11.62848,49.9,-0.5,7.935,14.53,,
T,52.17805,11.62842,49.3,-2.3,7.961,25.92,,
T,52.17818,11.62838,49.2,-1.1,7.975,14.72,,
T,52.17832,11.62833,49,-1,7.991,15.95,,
T,52.1784,11.6283,49,0,8,9.14,,
T,52.1785,11.62826,49,0,8.012,11.46,,
T,52.17861,11.6282,49,0,8.025,12.91,,
T,52.1787,11.62816,49.2,1.9,8.035,10.38,,
T,52.17886,11.62807,49.8,3.4,8.054,18.84,,
T,52.17896,11.62802,49.7,-1.4,8.066,11.64,,
T,52.17904,11.62797,49.5,-2.1,8.075,9.54,,
T,52.17916,11.62789,49.6,0.7,8.09,14.43,,
T,52.17933,11.62777,49.4,-0.8,8.11,20.62,,
T,52.17955,11.6276,49.8,1.3,8.137,27.1,,
T,52.1798,11.6274,48.4,-4.5,8.168,31,,
T,52.17987,11.62733,47.3,-11.6,8.178,9.14,,
T,52.1799,11.6273,46.9,-9.6,8.181,3.92,,
T,52.18011,11.62708,46.6,-1.2,8.209,27.79,,
T,52.18016,11.62703,47,5.8,8.216,6.53,,
T,52.18022,11.62697,47.5,6.8,8.224,7.84,,
T,52.18029,11.62688,48.2,7.2,8.234,9.93,,
T,52.18046,11.62668,50.8,11,8.257,23.34,,
T,52.18058,11.62652,52.8,11.6,8.274,17.26,,
T,52.18067,11.6264,53.1,2.1,8.287,12.95,,
T,52.18074,11.62629,52.9,-1.4,8.298,10.83,,
T,52.18079,11.62622,53.1,3.3,8.305,7.34,,
