type,latitude,longitude,altitude (m),slope (%),distance (km),distance_interval (m),name,desc
T,50.68549,5.64287,75.3,5.7,85.855,15.63,,
T,50.68556,5.64263,76.5,6.5,85.873,18.66,,
T,50.68562,5.64244,76.2,-1.9,85.888,14.99,,
T,50.68565,5.64232,76.1,-1,85.897,9.11,,
T,50.68568,5.64222,76.1,0.4,85.905,7.82,,
T,50.68579,5.64185,77.9,6.3,85.934,28.87,,
T,50.6858,5.64185,78,8.6,85.935,1.11,,
T,50.68586,5.64163,78.8,4.4,85.952,16.92,,
T,50.6859,5.64151,78.7,-0.2,85.962,9.58,,
T,50.686,5.64117,79.6,3.3,85.988,26.48,,
T,50.68602,5.64112,79.9,7.6,85.992,4.18,,
T,50.68624,5.64036,82.1,3.7,86.051,59.02,,
T,50.68632,5.6401,83.1,4.5,86.072,20.42,,
T,50.68633,5.64004,83.4,7.5,86.076,4.38,,
T,50.68637,5.63992,84.4,10.3,86.086,9.58,,
T,50.68641,5.63979,85.2,8.3,86.096,10.21,,
T,50.68659,5.63921,86,1.8,86.141,45.62,,
T,50.68668,5.63891,87.7,6.8,86.165,23.45,,
T,50.68691,5.63814,91.1,5.8,86.225,60.13,,
T,50.68691,5.63813,91.2,8.3,86.226,0.71,,
T,50.68705,5.63765,92.2,2.8,86.263,37.33,,
T,50.68718,5.63723,94.2,6,86.296,33.02,,
T,50.68718,5.63721,94.2,3.5,86.297,1.41,,
T,50.68725,5.63698,95.3,5.8,86.316,18.02,,
T,50.68733,5.63672,96.7,6.7,86.336,20.42,,
T,50.68734,5.63666,96.9,4.7,86.34,4.38,,
T,50.68741,5.63643,97.6,4.3,86.358,18.02,,
T,50.68745,5.63631,98.2,5.5,86.368,9.58,,
T,50.68749,5.63617,98.8,5.8,86.379,10.85,,
T,50.68756,5.63591,99.9,5.7,86.399,19.96,,
T,50.68764,5.63563,101,5,86.42,21.7,,
T,50.68769,5.63546,101.5,3.5,86.434,13.24,,
T,50.68773,5.63532,101.8,3,86.444,10.85,,
T,50.68779,5.6351,102.3,2.9,86.461,16.92,,
T,50.68785,5.63489,103.4,6.5,86.478,16.27,,
T,50.68785,5.63487,103.3,-2.6,86.479,1.41,,
T,50.68792,5.6346,104.3,4.5,86.5,20.61,,
T,50.688,5.63429,104.9,2.8,86.523,23.65,,
T,50.68819,5.63352,107.8,4.9,86.582,58.37,,
T,50.68819,5.6335,107.9,5.1,86.583,1.41,,
T,50.68836,5.63273,110.5,4.5,86.641,57.61,,
T,50.6884,5.63252,111,3.3,86.656,15.49,,
T,50.68845,5.6323,111.7,4.3,86.673,16.51,,
T,50.68851,5.63199,112.8,5.1,86.696,22.9,,
T,50.68859,5.63159,113.7,2.8,86.725,29.63,,
T,50.68864,5.63128,114.8,4.8,86.748,22.6,,
T,50.68867,5.6311,115.3,4.2,86.761,13.15,,
T,50.68874,5.63069,117.4,6.8,86.791,30,,
T,50.68879,5.63038,117.5,0.7,86.814,22.6,,
T,50.68889,5.62962,119,2.7,86.868,54.85,,
T,50.68898,5.62893,120.9,3.8,86.918,49.78,,
T,50.68904,5.62836,123.4,6.1,86.959,40.83,,
T,50.68905,5.62824,123.9,6.1,86.968,8.55,,
T,50.68908,5.6278,125.6,5.4,86.999,31.27,,
T,50.68915,5.62696,127.9,3.8,87.059,59.87,,
T,50.68916,5.62689,128.2,5.6,87.064,5.07,,
T,50.68919,5.62619,129.4,2.4,87.113,49.58,,
T,50.68921,5.62575,130.5,3.7,87.145,31.17,,
T,50.68922,5.62553,131.1,3.5,87.16,15.59,,
T,50.68923,5.62535,131,-0.2,87.173,12.77,,
T,50.68924,5.62513,129.6,-9,87.189,15.59,,
T,50.68924,5.62484,128,-7.7,87.209,20.49,,
T,50.68925,5.62458,129.7,9.2,87.227,18.41,,
T,50.68925,5.62418,133.6,13.6,87.256,28.27,,
T,50.68925,5.62383,134.6,4.1,87.28,24.73,,
T,50.68925,5.62361,135.4,5.1,87.296,15.55,,
T,50.68924,5.6235,135.5,0.9,87.304,7.85,,
T,50.68924,5.6232,136,2.3,87.325,21.2,,
T,50.68923,5.62297,136.8,5.1,87.341,16.29,,
T,50.68922,5.62263,138,4.9,87.365,24.05,,
T,50.68922,5.6226,138.1,5.1,87.368,2.12,,
T,50.68921,5.62226,138.5,1.9,87.392,24.05,,
T,50.68921,5.62217,138.7,3,87.398,6.36,,
T,50.6892,5.62192,139.6,5.2,87.416,17.7,,
T,50.68918,5.62155,140.3,2.4,87.442,26.24,,
T,50.68917,5.62132,141,4.2,87.458,16.29,,
T,50.68917,5.62124,141,-0.1,87.464,5.65,,
T,50.68915,5.62105,141,0.3,87.477,13.61,,
T,50.68914,5.62086,141,0,87.491,13.47,,
T,50.68913,5.6207,141,0,87.502,11.36,,
T,50.68911,5.62038,141.5,2.2,87.525,22.72,,
T,50.68906,5.61985,142,1.3,87.563,37.86,,
T,50.68906,5.61984,142,0,87.564,0.71,,
T,50.68906,5.6198,142,0,87.566,2.83,,
T,50.68904,5.61957,142.2,1.5,87.583,16.4,,
T,50.68904,5.61952,142.3,2.3,87.586,3.53,,
T,50.68901,5.61924,142.6,1.2,87.606,20.07,,
T,50.68898,5.61903,142.7,0.7,87.622,15.21,,
T,50.68895,5.61872,143.3,2.6,87.644,22.16,,
T,50.68892,5.6185,143.8,3.6,87.66,15.9,,
T,50.68888,5.61822,143.9,0.6,87.68,20.28,,
T,50.68884,5.61791,144.3,1.8,87.702,22.35,,
T,50.68882,5.61779,144.7,4.1,87.711,8.77,,
T,50.68875,5.61732,144.5,-0.6,87.745,34.11,,
T,50.6887,5.61695,145,1.8,87.772,26.73,,
T,50.68867,5.61679,145,0.1,87.784,11.79,,
T,50.68864,5.61661,145.2,1.4,87.797,13.15,,
T,50.68861,5.61645,145.8,5,87.809,11.79,,
T,50.68858,5.61628,145.4,-2.8,87.821,12.47,,
T,50.68855,5.61611,144.8,-5.2,87.834,12.47,,
T,50.68852,5.61594,144.5,-2.6,87.846,12.47,,
T,50.68849,5.61577,144.2,-2.3,87.858,12.47,,
T,50.68847,5.61571,144.1,-2.3,87.863,4.79,,
T,50.68845,5.6156,143.9,-2.4,87.871,8.09,,
T,50.68842,5.61543,143.9,0.4,87.884,12.47,,
T,50.68839,5.61528,144.2,2.4,87.895,11.11,,
T,50.68835,5.6151,144.8,4.3,87.908,13.48,,
T,50.68821,5.61445,143.9,-1.8,87.957,48.5,,
T,50.68819,5.61436,144,2.3,87.964,6.74,,
T,50.68806,5.61381,145.6,3.9,88.005,41.47,,
T,50.68797,5.61344,144.3,-4.7,88.033,28,,
T,50.68787,5.61304,143.9,-1.6,88.064,30.38,,
T,50.68778,5.61272,141.4,-10.1,88.088,24.73,,
T,50.68773,5.61254,139.7,-12.1,88.102,13.88,,
T,50.68768,5.61236,140.2,4,88.116,13.88,,
T,50.68758,5.61202,143.1,10.7,88.142,26.48,,
T,50.68747,5.61166,143.9,2.8,88.171,28.23,,
T,50.68745,5.61156,143.6,-4,88.178,7.41,,
T,50.68739,5.61137,143.3,-1.7,88.193,14.99,,
T,50.68729,5.61106,143.2,-0.4,88.218,24.57,,
T,50.68721,5.6108,143.6,2.1,88.238,20.42,,
T,50.68699,5.61012,142.8,-1.5,88.292,53.93,,
T,50.68692,5.60992,142.4,-2.7,88.308,16.14,,
T,50.68686,5.60972,141.6,-5.2,88.324,15.63,,
T,50.6867,5.60926,142.9,3.4,88.361,37.06,,
T,50.68657,5.60886,142.3,-1.8,88.393,31.75,,
T,50.68654,5.60875,142.2,-1.1,88.401,8.46,,
T,50.68645,5.60848,142.8,3,88.423,21.55,,
T,50.68631,5.60809,143,0.6,88.454,31.66,,
T,50.68619,5.60771,141.3,-5.8,88.484,29.99,,
T,50.68611,5.60749,142,3.7,88.502,17.91,,
T,50.68594,5.60698,141.8,-0.3,88.543,40.7,,
T,50.68568,5.6062,141.1,-1.1,88.605,62.25,,
T,50.68558,5.60591,142.5,5.9,88.628,23.32,,
T,50.68547,5.6056,140.6,-7.6,88.654,25.09,,
T,50.6854,5.60535,137.3,-16.9,88.673,19.31,,
T,50.68534,5.60518,135.1,-16.3,88.687,13.74,,
T,50.68528,5.60501,133.1,-14.4,88.7,13.74,,
T,50.68516,5.60465,133.2,0.1,88.729,28.73,,
T,50.68511,5.60448,133.3,1.5,88.742,13.24,,
T,50.68505,5.6043,133.6,1.8,88.757,14.37,,
T,50.68488,5.60381,137.5,9.9,88.796,39.46,,
T,50.68488,5.60379,137.7,11.7,88.798,1.41,,
T,50.68485,5.60372,138.7,16.6,88.804,5.97,,
T,50.68478,5.60351,140.8,12.7,88.82,16.76,,
T,50.68469,5.60322,141,0.9,88.843,22.81,,
T,50.68449,5.6026,140.5,-1,88.892,49.14,,
T,50.68442,5.60239,140.5,-0.4,88.909,16.76,,
T,50.68439,5.60229,140.2,-2.9,88.917,7.82,,
T,50.68418,5.60166,140.8,1.1,88.967,50.28,,
T,50.68408,5.60139,140,-3.5,88.989,22.09,,
T,50.68396,5.60103,141.2,4,89.018,28.73,,
T,50.6839,5.60083,141.8,4.3,89.034,15.63,,
T,50.68386,5.60072,141.6,-2.4,89.042,8.96,,
T,50.68376,5.60041,141.9,1.1,89.067,24.57,,
T,50.68354,5.59977,143,2.2,89.118,51.43,,
T,50.68352,5.59971,143,-0.9,89.123,4.79,,
T,50.68346,5.59952,143.5,3.1,89.138,15,,
T,50.68328,5.599,144.6,2.6,89.18,41.85,,
T,50.68317,5.59866,145.7,4.1,89.207,26.97,,
T,50.68312,5.59852,146.5,7.2,89.218,11.35,,
T,50.68301,5.59822,147,2.2,89.243,24.48,,
T,50.68295,5.59802,146.6,-2.7,89.259,15.63,,
T,50.68285,5.59773,146.9,1.3,89.282,23.32,,
T,50.68281,5.59761,147.5,5.8,89.291,9.58,,
T,50.68277,5.5975,148,6,89.3,8.96,,
T,50.68261,5.597,150.2,5.5,89.34,39.57,,
T,50.68244,5.5965,152,4.7,89.38,40.08,,
T,50.68227,5.59599,154.1,5,89.421,40.7,,
T,50.6822,5.59579,154.9,5,89.437,16.14,,
T,50.68215,5.59561,155.1,1.7,89.451,13.88,,
T,50.68212,5.59553,155.3,2.7,89.457,6.57,,
T,50.68196,5.59504,157.5,5.7,89.496,38.94,,
T,50.6818,5.59457,158.1,1.5,89.534,37.69,,
T,50.6817,5.59426,160,8,89.559,24.57,,
T,50.68154,5.59378,160.6,1.5,89.597,38.31,,
T,50.68153,5.59375,160.7,5.4,89.599,2.39,,
T,50.68139,5.59333,163,6.7,89.633,33.52,,
T,50.68126,5.59296,162.9,-0.2,89.663,29.88,,
T,50.68121,5.5928,163.6,5.2,89.675,12.6,,
T,50.68116,5.59265,164.6,8.7,89.687,11.97,,
T,50.68102,5.59224,165.3,2.2,89.72,32.9,,
T,50.68097,5.59208,165.8,3.7,89.733,12.6,,
T,50.68086,5.59174,167.5,6.6,89.76,26.97,,
T,50.68085,5.5917,167.7,5.3,89.763,3.04,,
T,50.68076,5.59146,168.7,5.3,89.782,19.7,,
T,50.68069,5.59124,169.5,4.6,89.8,17.39,,
T,50.6806,5.59095,170.6,4.6,89.823,22.81,,
T,50.68053,5.59074,171.3,4.3,89.839,16.76,,
T,50.68031,5.59009,172,1.3,89.891,52.05,,
T,50.68013,5.58956,173.8,4.3,89.934,42.48,,
T,50.68004,5.58931,173.6,-1.2,89.954,20.31,,
T,50.67992,5.58894,174,1.4,89.984,29.36,,
T,50.6797,5.58828,173.3,-1.2,90.036,52.68,,
T,50.67961,5.58803,174.1,3.7,90.057,20.31,,
T,50.67956,5.58787,174.2,0.7,90.069,12.6,,
T,50.67953,5.58779,173.9,-3.6,90.076,6.57,,
T,50.67953,5.58778,173.9,-0.3,90.076,0.71,,
T,50.67928,5.58703,176,3.5,90.136,59.86,,
T,50.67894,5.58602,176.7,0.8,90.217,80.79,,
T,50.67883,5.58568,176.8,0.6,90.244,26.97,,
T,50.6786,5.58499,177.1,0.5,90.299,55.07,,
T,50.67846,5.58456,178.8,4.9,90.333,34.15,,
T,50.67835,5.58422,178.3,-1.9,90.36,26.97,,
T,50.67824,5.58388,179.7,5.4,90.387,26.97,,
T,50.67816,5.58362,180.5,3.6,90.408,20.42,,
T,50.678,5.58312,180.4,-0.1,90.447,39.57,,
T,50.67794,5.58293,180.9,3.3,90.462,15,,
T,50.67786,5.58267,180.7,-1.2,90.483,20.42,,
T,50.6778,5.58246,180.6,-0.8,90.499,16.27,,
T,50.67765,5.58198,181.5,2.6,90.537,37.81,,
T,50.67754,5.5816,181,-2,90.566,29.52,,
T,50.67743,5.5812,182.3,4.2,90.597,30.81,,
T,50.67724,5.5805,182.5,0.4,90.651,53.8,,
T,50.67714,5.58013,183.2,2.6,90.679,28.42,,
T,50.677,5.5796,183.3,0.3,90.72,40.57,,
T,50.67692,5.57931,183.6,1.1,90.742,22.35,,
T,50.67676,5.57863,184.6,2.1,90.793,51.25,,
T,50.67665,5.57817,185.1,1.3,90.828,34.74,,
T,50.67649,5.5775,185.7,1.3,90.879,50.59,,
T,50.67638,5.57697,185,-1.8,90.918,39.41,,
T,50.67629,5.57652,185.7,2,90.952,33.35,,
T,50.67623,5.57625,186.2,2.6,90.972,20.22,,
T,50.67619,5.57604,186.3,0.5,90.987,15.5,,
T,50.67615,5.57584,186.1,-1,91.002,14.82,,
T,50.6761,5.5756,186,-0.6,91.02,17.85,,
T,50.67604,5.57528,186,-0.2,91.043,23.58,,
T,50.67601,5.57512,186,0,91.055,11.79,,
T,50.67587,5.57433,186,0,91.113,57.97,,
T,50.67581,5.57405,186,0,91.134,20.89,,
T,50.67576,5.57375,186,0,91.156,21.92,,
T,50.6757,5.57337,185.5,-1.6,91.184,27.68,,
T,50.67568,5.57318,185.3,-1.8,91.197,13.61,,
T,50.67559,5.57262,185.7,0.9,91.238,40.83,,
T,50.67553,5.57225,185.2,-1.9,91.265,26.99,,
T,50.67546,5.57172,185.4,0.6,91.303,38.26,,
T,50.67539,5.57121,186,1.6,91.34,36.88,,
T,50.67531,5.57065,186.1,0.2,91.381,40.57,,
T,50.67522,5.56996,186.2,0.2,91.431,49.79,,
T,50.67519,5.56964,185.9,-1.2,91.454,22.86,,
T,50.67515,5.56926,185.5,-1.3,91.481,27.23,,
T,50.6751,5.56882,185.5,-0.1,91.512,31.6,,
T,50.67507,5.56855,186,2.5,91.532,19.38,,
T,50.67505,5.56835,186,0,91.546,14.31,,
T,50.67496,5.56757,185.1,-1.5,91.602,56.04,,
T,50.67489,5.56695,185,-0.3,91.647,44.51,,
T,50.67486,5.56673,185,-0.1,91.663,15.91,,
T,50.67484,5.56654,185,0,91.676,13.61,,
T,50.67476,5.56579,185.9,1.6,91.73,53.76,,
T,50.67471,5.56535,186,0.2,91.761,31.6,,
T,50.6747,5.56523,185.9,-0.3,91.77,8.56,,
T,50.67468,5.56508,186,0.2,91.781,10.83,,
T,50.67466,5.56487,186,0.3,91.796,15.01,,
T,50.67461,5.56443,185.4,-1.9,91.827,31.6,,
T,50.67452,5.5636,184.9,-0.9,91.887,59.52,,
T,50.67447,5.56308,185.5,1.6,91.924,37.18,,
T,50.67445,5.56289,185.3,-1.2,91.938,13.61,,
T,50.67443,5.56271,184.9,-3.1,91.951,12.92,,
T,50.67439,5.56237,184.5,-1.6,91.975,24.44,,
T,50.67437,5.5622,184.3,-2.1,91.987,12.22,,
T,50.67435,5.56202,184.3,0.6,92,12.92,,
T,50.67433,5.56186,184.2,-0.9,92.012,11.53,,
T,50.67431,5.56167,184,-1.9,92.025,13.61,,
T,50.67429,5.5615,183.8,-1,92.038,12.22,,
T,50.67427,5.56132,184,1.5,92.051,12.92,,
T,50.67426,5.56116,184.5,4.4,92.062,11.36,,
T,50.67424,5.56098,184.8,2.2,92.075,12.92,,
T,50.67422,5.5608,185,1.5,92.088,12.92,,
T,50.67414,5.56011,184.9,-0.2,92.137,49.58,,
T,50.67409,5.55964,184.1,-2.5,92.171,33.69,,
T,50.67407,5.5595,183.8,-2.3,92.181,10.14,,
T,50.67405,5.5593,183.5,-2,92.195,14.31,,
T,50.67393,5.55817,184.7,1.4,92.276,80.99,,
T,50.67388,5.55776,185,0.9,92.306,29.51,,
T,50.67383,5.55733,185,0.1,92.337,30.9,,
T,50.67382,5.55715,185,0,92.35,12.77,,
T,50.67374,5.55643,185,0,92.401,51.67,,
T,50.67363,5.55533,185.1,0.1,92.48,78.71,,
T,50.67361,5.55512,185,-0.5,92.495,15.01,,
T,50.67344,5.55359,184.6,-0.3,92.605,109.8,,
T,50.67336,5.55291,184.4,-0.5,92.654,48.89,,
T,50.67334,5.5527,184,-2.7,92.669,15.01,,
T,50.67332,5.55262,184,0.4,92.675,6.08,,
T,50.67332,5.55258,184,0,92.678,2.83,,
T,50.67332,5.55254,184,0,92.68,2.83,,
T,50.67331,5.55246,184,0,92.686,5.76,,
T,50.67325,5.55195,184,0,92.723,36.66,,
T,50.67322,5.55167,184.6,2.9,92.743,20.07,,
T,50.67319,5.55142,184.1,-3,92.761,17.98,,
T,50.67316,5.55114,184,-0.3,92.781,20.07,,
T,50.67314,5.55099,183.9,-1.2,92.792,10.83,,
T,50.67313,5.55091,183.8,-1.1,92.798,5.76,,
T,50.67311,5.55074,183.5,-2.8,92.81,12.22,,
T,50.6731,5.55057,182.9,-4.8,92.822,12.07,,
T,50.67308,5.55039,183.4,4,92.835,12.92,,
T,50.67306,5.55025,183.8,4.4,92.845,10.14,,
T,50.67306,5.55022,183.7,-5.1,92.847,2.12,,
T,50.67304,5.55004,183.1,-4.7,92.86,12.92,,
T,50.67302,5.54987,183,-1.1,92.872,12.22,,
T,50.673,5.5497,182.9,-0.5,92.884,12.22,,
T,50.67299,5.54953,182.5,-3.9,92.897,12.07,,
T,50.67296,5.54932,182.3,-0.8,92.912,15.22,,
T,50.67295,5.54917,182.4,0.3,92.922,10.66,,
T,50.67293,5.549,182.1,-2.1,92.935,12.22,,
T,50.67288,5.54857,182.8,2.3,92.966,30.9,,
T,50.67284,5.54817,183.1,0.9,92.994,28.62,,
T,50.6728,5.54778,183.6,1.8,93.022,27.93,,
T,50.67279,5.54764,183.8,1.8,93.032,9.96,,
T,50.67277,5.5475,183.9,1.6,93.042,10.14,,
T,50.67277,5.54747,183.8,-5,93.044,2.12,,
T,50.67275,5.54727,183.1,-5.5,93.059,14.31,,
T,50.67274,5.54722,182.9,-5.3,93.062,3.71,,
T,50.67273,5.54709,182.5,-3.7,93.072,9.26,,
T,50.67268,5.54659,181.4,-3,93.107,35.78,,
T,50.67266,5.54639,180.9,-4,93.122,14.31,,
T,50.67264,5.54622,180.7,-1.4,93.134,12.22,,
T,50.67262,5.54605,180.6,-0.6,93.146,12.22,,
T,50.67261,5.54587,180.5,-1.1,93.159,12.77,,
T,50.67259,5.5457,180.7,1.9,93.171,12.22,,
T,50.67257,5.54552,181,2.2,93.184,12.92,,
T,50.67256,5.54535,181.1,1.2,93.196,12.07,,
T,50.67254,5.54518,181.4,1.9,93.208,12.22,,
T,50.67253,5.54501,181.5,0.8,93.22,12.07,,
T,50.67251,5.54482,181.8,2.6,93.234,13.61,,
T,50.6725,5.54465,182,1.5,93.246,12.07,,
T,50.67248,5.54446,181.9,-0.6,93.26,13.61,,
T,50.67247,5.54429,181.4,-4.4,93.272,12.07,,
T,50.67245,5.54411,181.2,-1.5,93.285,12.92,,
T,50.67244,5.54394,181.8,5.1,93.297,12.07,,
T,50.67241,5.54364,182,0.9,93.318,21.47,,
T,50.6724,5.5435,181.5,-5.1,93.328,9.96,,
T,50.67238,5.54322,180.5,-5.2,93.348,19.92,,
T,50.67235,5.54285,180.5,0.1,93.374,26.37,,
T,50.67233,5.54253,179.9,-2.4,93.397,22.73,,
T,50.67228,5.54191,181.1,2.7,93.441,44.18,,
T,50.67224,5.54131,181.6,1.1,93.484,42.65,,
T,50.67221,5.54097,181.9,1.2,93.508,24.27,,
T,50.67219,5.54062,181.1,-3.3,93.533,24.84,,
T,50.67216,5.54028,181,-0.4,93.557,24.27,,
T,50.67206,5.53897,180.8,-0.3,93.651,93.27,,
T,50.672,5.53807,180.8,0.1,93.715,63.97,,
T,50.67198,5.53781,181.1,1.7,93.733,18.51,,
T,50.67196,5.53756,181.6,2.7,93.751,17.81,,
T,50.6718,5.53549,180.6,-0.7,93.898,147.41,,
T,50.67174,5.53466,180.9,0.6,93.957,59.05,,
T,50.67167,5.53374,181.9,1.6,94.023,65.5,,
T,50.67165,5.53338,181.9,-0.2,94.048,25.55,,
T,50.67159,5.53261,179.4,-4.5,94.103,54.84,,
T,50.67156,5.53218,179,-1.3,94.134,30.58,,
T,50.67154,5.53204,178.7,-2.8,94.144,10.14,,
T,50.67153,5.53186,178.5,-1.8,94.157,12.77,,
T,50.67152,5.5317,178.6,1,94.168,11.37,,
T,50.6715,5.53142,178.8,1.1,94.188,19.92,,
T,50.67148,5.53118,178.8,-0.2,94.205,17.11,,
T,50.67144,5.53064,178.3,-1.2,94.244,38.43,,
T,50.67141,5.53028,177.7,-2.4,94.269,25.67,,
T,50.67135,5.52954,177.1,-1.2,94.322,52.74,,
T,50.67134,5.52941,176.7,-4.3,94.331,9.26,,
T,50.67132,5.52919,176.7,0.4,94.347,15.71,,
T,50.67131,5.52898,176.9,1.2,94.362,14.89,,
T,50.67129,5.52876,177,0.6,94.378,15.71,,
T,50.67121,5.52767,176.5,-0.6,94.455,77.57,,
T,50.67118,5.52726,176.3,-1,94.484,29.18,,
T,50.67107,5.5257,176,-0.2,94.595,110.96,,
T,50.67102,5.52507,175.2,-1.7,94.64,44.88,,
T,50.67096,5.52424,175.9,1.1,94.699,59.05,,
T,50.67093,5.52386,176,0.3,94.726,27.07,,
T,50.6709,5.52347,175.8,-0.7,94.754,27.77,,
T,50.67088,5.52332,175.8,0.7,94.765,10.83,,
T,50.67087,5.52312,175.9,0.3,94.779,14.18,,
T,50.67085,5.52291,175.9,0.5,94.794,15.01,,
T,50.67081,5.52241,176,0.2,94.83,35.63,,
T,50.67075,5.52172,175.1,-1.9,94.879,49.23,,
T,50.67072,5.52138,175,-0.2,94.903,24.27,,
T,50.67065,5.52047,175.3,0.5,94.968,64.8,,
T,50.6706,5.51978,175.4,0.1,95.017,49.09,,
T,50.67058,5.51951,175.6,1.3,95.036,19.22,,
T,50.67056,5.51938,175.9,3,95.046,9.46,,
T,50.67055,5.51924,176,0.2,95.056,9.96,,
T,50.67054,5.51902,175.9,-0.4,95.071,15.59,,
T,50.67051,5.51867,175.8,-0.3,95.096,24.97,,
T,50.6705,5.51849,175.5,-2.7,95.109,12.77,,
T,50.67048,5.51823,175.3,-1,95.128,18.51,,
T,50.67046,5.51794,175.5,1.2,95.148,20.62,,
T,50.67045,5.51778,175.4,-1.3,95.16,11.37,,
T,50.67043,5.51756,175,-2.3,95.175,15.71,,
T,50.67042,5.51722,175,-0.2,95.199,24.06,,
T,50.67041,5.51708,175.1,1,95.209,9.96,,
T,50.6704,5.51692,175.2,1.5,95.221,11.37,,
T,50.6704,5.51681,175.2,0,95.228,7.78,,
T,50.67038,5.51651,175.7,2,95.25,21.32,,
T,50.67036,5.51629,176.1,2.8,95.265,15.71,,
T,50.67035,5.51604,176.2,0.3,95.283,17.71,,
T,50.67033,5.51578,176.7,2.9,95.302,18.51,,
T,50.67033,5.51577,176.7,1,95.302,0.71,,
T,50.6703,5.51536,177.6,2.9,95.332,29.18,,
T,50.67029,5.51529,177.8,4,95.337,5.07,,
T,50.67021,5.51421,177,-1,95.414,76.87,,
T,50.67018,5.51385,177.4,1.4,95.439,25.67,,
T,50.67016,5.51349,177.4,0,95.465,25.55,,
T,50.67011,5.51291,177.6,0.6,95.506,41.38,,
T,50.67008,5.51244,177.6,0.1,95.54,33.39,,
T,50.67007,5.5123,177.3,-3.6,95.549,9.96,,
T,50.67005,5.51201,177.9,3.1,95.57,20.62,,
T,50.67001,5.5115,177.9,-0.1,95.606,36.33,,
T,50.66997,5.511,177.5,-0.9,95.642,35.63,,
T,50.66994,5.51056,176.2,-4.2,95.673,31.28,,
T,50.66991,5.51016,176,-0.7,95.702,28.47,,
T,50.6699,5.50992,175.9,-0.8,95.719,17,,
T,50.66989,5.50989,176,5.3,95.721,2.39,,
T,50.66987,5.50962,176.5,2.3,95.74,19.22,,
T,50.66983,5.50903,175.9,-1.3,95.782,41.95,,
T,50.66979,5.50846,176.5,1.5,95.823,40.54,,
T,50.66975,5.50796,176.7,0.4,95.859,35.63,,
T,50.66972,5.5075,177,1,95.891,32.69,,
T,50.66967,5.50675,175,-3.7,95.945,53.31,,
T,50.66967,5.50665,175,-0.7,95.952,7.07,,
T,50.66965,5.50627,174.4,-2.2,95.979,26.96,,
T,50.66963,5.50593,174,-1.5,96.003,24.14,,
T,50.66961,5.50548,173.8,-0.6,96.035,31.89,,
T,50.6696,5.50504,173.4,-1.3,96.066,31.13,,
T,50.66959,5.50492,173.4,0.3,96.074,8.56,,
T,50.66959,5.50481,173.4,0,96.082,7.78,,
T,50.66958,5.50454,173.5,0.6,96.101,19.12,,
T,50.66956,5.50405,173.8,0.6,96.136,34.71,,
T,50.66955,5.5032,173.1,-1.2,96.196,60.1,,
T,50.66954,5.50293,173,-0.5,96.215,19.12,,
T,50.66954,5.49994,170.6,-1.1,96.426,211.38,,
T,50.66957,5.49888,170.5,-0.1,96.502,75.01,,
T,50.66957,5.49876,170.5,0,96.51,8.48,,
T,50.66959,5.49824,170.4,-0.2,96.547,36.83,,
T,50.6696,5.49793,170.7,1.3,96.569,21.94,,
T,50.66965,5.49685,169.6,-1.4,96.645,76.55,,
T,50.66968,5.49634,167.5,-5.8,96.682,36.21,,
T,50.66969,5.49617,167.4,-0.4,96.694,12.07,,
T,50.66971,5.49599,167.2,-2,96.707,12.92,,
T,50.66973,5.49565,167.2,0,96.731,24.14,,
T,50.66975,5.49531,168.3,4.7,96.755,24.14,,
T,50.66979,5.49479,168.8,1.3,96.792,37.03,,
T,50.66982,5.49445,169.3,2.3,96.816,24.27,,
T,50.66985,5.4941,168.9,-1.8,96.841,24.97,,
T,50.66988,5.49376,168.6,-1.1,96.865,24.27,,
T,50.6699,5.49358,168.8,1,96.878,12.92,,
T,50.66993,5.49324,168.8,0.3,96.903,24.27,,
T,50.66995,5.49307,168.7,-1.1,96.915,12.22,,
T,50.66998,5.49272,167.4,-5.1,96.94,24.97,,
T,50.66998,5.49267,167.4,0,96.943,3.53,,
T,50.67001,5.49238,167.1,-1.5,96.964,20.77,,
T,50.67003,5.49221,167.3,1.6,96.976,12.22,,
T,50.67004,5.49204,167.3,0.2,96.988,12.07,,
T,50.67006,5.49187,167.6,2.5,97.001,12.22,,
T,50.67009,5.49152,168.2,2,97.025,24.97,,
T,50.67012,5.49118,167.7,-2,97.05,24.27,,
T,50.67012,5.49118,167.7,,97.05,0,,
T,50.6702,5.49106,167.3,-2.8,97.062,12.29,,
T,50.6702,5.49105,167.3,1.4,97.063,0.71,,
T,50.67021,5.49102,167.3,-0.8,97.065,2.39,,
T,50.67022,5.49097,167.3,-0.3,97.069,3.71,,
T,50.67031,5.49024,166.3,-1.9,97.121,52.57,,
T,50.67047,5.48915,166,-0.4,97.201,79.09,,
T,50.67048,5.48908,165.9,-1.3,97.206,5.07,,
T,50.67056,5.48854,165,-2.3,97.245,39.2,,
T,50.67058,5.4884,165,0.1,97.255,10.14,,
T,50.67067,5.4878,165,0,97.299,43.58,,
T,50.67073,5.48744,165,0,97.325,26.31,,
T,50.67077,5.4872,164.9,-0.4,97.342,17.54,,
T,50.6708,5.48703,164.4,-4.4,97.355,12.47,,
T,50.67083,5.48686,164,-3,97.367,12.47,,
T,50.67086,5.48668,163.6,-3,97.38,13.16,,
T,50.67089,5.48651,163.3,-2.6,97.393,12.47,,
