type,latitude,longitude,altitude (m),slope (%),distance (km),distance_interval (m),name,desc
T,50.82977,6.29332,143.6,-13.3,25.999,5.06,,
T,50.82968,6.29272,147.2,8.3,26.042,43.44,,
T,50.82968,6.2927,147.2,0,26.044,1.41,,
T,50.8296,6.29214,147.9,1.8,26.084,40.45,,
T,50.8295,6.29146,148.5,1.2,26.133,49.18,,
T,50.82943,6.29093,149.7,3.2,26.172,38.14,,
T,50.82941,6.2907,150,2,26.188,16.36,,
T,50.82936,6.29032,150.3,0.9,26.215,27.34,,
T,50.82931,6.28978,150.5,0.6,26.254,38.45,,
T,50.8293,6.28976,150.5,2,26.256,1.8,,
T,50.82925,6.28921,151,1.2,26.295,39.15,,
T,50.8292,6.2886,151.8,1.9,26.338,43.34,,
T,50.82915,6.28803,153,2.9,26.379,40.54,,
T,50.82911,6.28753,153.2,0.5,26.414,35.51,,
T,50.82902,6.28642,155.8,3.4,26.493,78.84,,
T,50.82898,6.28574,155.8,-0.1,26.541,48.12,,
T,50.82894,6.28526,156,0.7,26.575,34.11,,
T,50.82886,6.28416,157.1,1.4,26.653,78.01,,
T,50.82882,6.2836,158,2.3,26.693,39.71,,
T,50.82881,6.2834,158,0,26.707,14.13,,
T,50.8288,6.28328,158,0,26.715,8.53,,
T,50.82876,6.28266,157.6,-0.9,26.759,43.91,,
T,50.82874,6.28244,157.1,-2.9,26.775,15.66,,
T,50.82874,6.28243,157.2,12.2,26.776,0.7,,
T,50.82872,6.28214,159,8.7,26.796,20.55,,
T,50.82859,6.28033,161.1,1.6,26.925,128.34,,
T,50.82857,6.28004,161,-0.3,26.945,20.55,,
T,50.82855,6.27975,161,-0.1,26.966,20.55,,
T,50.82809,6.27325,164.3,0.7,27.427,460.82,,
T,50.82803,6.2724,165.2,1.5,27.487,60.26,,
T,50.82801,6.27212,165.2,0.1,27.507,19.85,,
T,50.82797,6.27155,165,-0.4,27.547,40.41,,
T,50.82785,6.26986,164.6,-0.4,27.667,119.82,,
T,50.82783,6.26957,164,-2.9,27.687,20.55,,
T,50.82782,6.26946,163.5,-6.3,27.695,7.83,,
T,50.82781,6.26935,164.2,8.8,27.703,7.83,,
T,50.82779,6.26907,165.8,8.1,27.723,19.85,,
T,50.82775,6.26855,166.1,0.9,27.76,36.91,,
T,50.82767,6.26741,164.2,-2.4,27.841,80.81,,
T,50.82765,6.26713,163.9,-1.4,27.861,19.85,,
T,50.82763,6.26685,163.9,-0.1,27.88,19.85,,
T,50.8276,6.26643,163.9,0.1,27.91,29.78,,
T,50.82756,6.26587,164.3,1,27.95,39.71,,
T,50.82751,6.26506,163.9,-0.7,28.007,57.34,,
T,50.82745,6.26417,163.2,-1.2,28.07,63.06,,
T,50.8273,6.2622,162.7,-0.4,28.21,139.8,,
T,50.82726,6.26165,162,-1.7,28.249,39.01,,
T,50.82713,6.2599,161.5,-0.4,28.373,124.15,,
T,50.8271,6.2594,161.5,-0.1,28.409,35.39,,
T,50.82707,6.25898,162.1,2,28.438,29.78,,
T,50.82703,6.25849,162.7,1.7,28.473,34.81,,
T,50.82702,6.25835,162.7,0.4,28.483,9.93,,
T,50.827,6.25799,163,1.1,28.509,25.46,,
T,50.82698,6.2577,163,0,28.529,20.55,,
T,50.82696,6.25753,163,0,28.541,12.18,,
T,50.82693,6.25713,163.1,0.3,28.57,28.38,,
T,50.82692,6.25696,163.1,0,28.582,12.03,,
T,50.82689,6.25664,162.9,-0.7,28.605,22.79,,
T,50.82683,6.25606,161.9,-2.4,28.646,41.41,,
T,50.8268,6.25576,161.2,-3.2,28.667,21.4,,
T,50.82677,6.25544,161.3,0.5,28.69,22.79,,
T,50.82667,6.25457,162,1.1,28.752,62.3,,
T,50.82656,6.25365,161,-1.5,28.818,65.97,,
T,50.8264,6.25247,160,-1.1,28.903,85.03,,
T,50.82638,6.25226,160.1,0.2,28.918,14.96,,
T,50.8263,6.25165,160,-0.2,28.962,43.89,,
T,50.82621,6.25078,160,0,29.024,62.11,,
T,50.82616,6.25034,159.9,-0.4,29.056,31.5,,
T,50.82613,6.25,160,0.6,29.08,24.19,,
T,50.82611,6.24987,160,0.1,29.09,9.43,,
T,50.82609,6.24963,160.1,0.7,29.107,17.06,,
T,50.82607,6.24933,160.1,0.1,29.128,21.25,,
T,50.82601,6.2487,159.9,-0.5,29.173,44.89,,
T,50.826,6.24855,159.7,-2.5,29.183,10.63,,
T,50.82599,6.24844,159.5,-1.8,29.191,7.83,,
T,50.82598,6.2483,159.4,-1.1,29.201,9.93,,
T,50.82597,6.24811,159.5,0.8,29.215,13.43,,
T,50.82595,6.24792,159.9,3.1,29.228,13.57,,
T,50.82591,6.24736,161.4,3.8,29.268,39.71,,
T,50.82589,6.24708,162,2.8,29.288,19.85,,
T,50.82585,6.24652,162.8,2.1,29.327,39.71,,
T,50.82583,6.24623,160.7,-10.4,29.348,20.55,,
T,50.82583,6.24617,159.8,-20.3,29.352,4.23,,
T,50.8258,6.24582,163.2,13.6,29.377,24.89,,
T,50.82573,6.24478,166.2,4,29.451,73.69,,
T,50.82567,6.24405,167.8,3.1,29.503,51.87,,
T,50.8256,6.24309,170.7,4.3,29.571,68.09,,
T,50.82555,6.24237,172.5,3.4,29.622,51.04,,
T,50.82554,6.24217,173,3.8,29.636,14.14,,
T,50.82549,6.24151,174.6,3.3,29.683,46.84,,
T,50.82545,6.24082,177.7,6.4,29.732,48.82,,
T,50.82539,6.24001,179,2.3,29.789,57.46,,
T,50.82533,6.23912,180,1.6,29.852,63.06,,
T,50.82531,6.23887,180.3,1.8,29.87,17.76,,
T,50.8253,6.23862,182.3,11.2,29.887,17.65,,
T,50.82529,6.23842,182.6,2.5,29.902,14.14,,
T,50.82527,6.23813,183.7,5.3,29.922,20.55,,
T,50.82521,6.23728,185.8,3.4,29.982,60.26,,
T,50.82516,6.23659,187.1,2.7,30.031,48.94,,
T,50.82516,6.23656,187.2,2.2,30.033,2.11,,
T,50.82514,6.2364,187.5,2.7,30.045,11.49,,
T,50.82514,6.23628,187.9,4.9,30.053,8.46,,
T,50.82511,6.236,188.8,4.5,30.073,20.01,,
T,50.82511,6.23592,189.1,5.1,30.079,5.64,,
T,50.82508,6.23566,189.3,1.1,30.098,18.62,,
T,50.825,6.23484,190.6,2.2,30.156,58.46,,
T,50.82488,6.23393,193.1,3.9,30.222,65.49,,
T,50.82483,6.23365,193.1,-0.1,30.242,20.5,,
T,50.82479,6.23336,192.3,-3.8,30.263,20.91,,
T,50.82473,6.233,192.2,-0.5,30.289,26.23,,
T,50.82464,6.2325,193.4,3.4,30.326,36.63,,
T,50.82453,6.2319,193.6,0.4,30.37,44.01,,
T,50.82443,6.23146,193.9,1,30.403,32.94,,
T,50.82438,6.23119,193.4,-2.7,30.423,19.82,,
T,50.82417,6.23029,194.9,2.3,30.49,67.58,,
T,50.82397,6.22954,194.7,-0.4,30.548,57.34,,
T,50.82378,6.22884,195.9,2.2,30.601,53.66,,
T,50.82348,6.22786,195.4,-0.7,30.678,76.7,,
T,50.82327,6.22723,197.8,4.7,30.728,50.16,,
T,50.82296,6.22639,199.3,2.3,30.797,68.5,,
T,50.82279,6.22595,198.6,-1.9,30.833,36.32,,
T,50.82264,6.2256,199.8,3.8,30.863,29.78,,
T,50.82263,6.22557,199.9,3.9,30.865,2.39,,
T,50.82244,6.22512,200,0.3,30.903,38.11,,
T,50.82243,6.2251,200,3.6,30.905,1.8,,
T,50.82223,6.22463,200.4,0.9,30.945,39.9,,
T,50.8222,6.22457,200.6,3.3,30.95,5.39,,
T,50.82203,6.2242,201.7,3.6,30.983,32.21,,
T,50.82201,6.22417,201.7,-1.3,30.986,3.07,,
T,50.82187,6.22386,201.3,-1.4,31.012,26.83,,
T,50.82174,6.2236,202.1,3.3,31.036,23.34,,
T,50.82158,6.22327,202.7,2.1,31.065,29.28,,
T,50.82152,6.22316,203.5,7.9,31.075,10.23,,
T,50.82146,6.22304,203.8,2.8,31.086,10.77,,
T,50.82135,6.22282,203,-3.9,31.106,19.75,,
T,50.82129,6.2227,203.8,7.2,31.117,10.77,,
T,50.82118,6.22248,204.8,4.8,31.136,19.75,,
T,50.82095,6.22203,205.5,1.7,31.177,40.75,,
T,50.82069,6.2215,206.9,3,31.224,47.24,,
T,50.82007,6.22025,209.3,2.1,31.336,111.88,,
T,50.81995,6.22003,209,-1.2,31.357,20.46,,
T,50.81984,6.2198,210,4.9,31.377,20.31,,
T,50.81965,6.21945,210,-0.1,31.409,32.48,,
T,50.81939,6.21891,211,2.1,31.457,47.8,,
T,50.81917,6.21847,211,0,31.497,39.5,,
T,50.81916,6.21845,211,1.2,31.499,1.8,,
T,50.81906,6.21825,211.6,3,31.516,17.96,,
T,50.81866,6.21743,212,0.7,31.589,72.93,,
T,50.81845,6.21702,212.6,1.4,31.627,37.16,,
T,50.81823,6.21657,213,1,31.667,40.06,,
T,50.8181,6.21631,213,0,31.69,23.34,,
T,50.81788,6.21588,213,0,31.729,38.95,,
T,50.81775,6.21562,213,0,31.752,23.34,,
T,50.81764,6.2154,213,0,31.772,19.75,,
T,50.81759,6.21531,213,0,31.78,8.44,,
T,50.81674,6.21361,212.7,-0.2,31.933,152.62,,
T,50.81643,6.21297,212.5,-0.3,31.99,56.78,,
T,50.81623,6.21258,211.7,-2.4,32.025,35.36,,
T,50.81614,6.2124,211.8,0.8,32.041,16.16,,
T,50.81593,6.21198,211.4,-1.1,32.079,37.71,,
T,50.81567,6.21146,211.4,0,32.126,46.69,,
T,50.81515,6.21041,210.7,-0.8,32.22,93.93,,
T,50.81499,6.21008,211.3,2,32.249,29.29,,
T,50.81492,6.20995,210.7,-4.3,32.261,12.02,,
T,50.81485,6.20981,210.4,-3,32.274,12.57,,
T,50.81457,6.20926,210.7,0.7,32.323,49.73,,
T,50.81446,6.20904,210.9,1.1,32.343,19.75,,
T,50.81441,6.20895,211,0.7,32.351,8.44,,
T,50.81422,6.20854,210.8,-0.6,32.387,35.8,,
T,50.8141,6.20829,210.9,0.6,32.409,22.11,,
T,50.81408,6.20826,210.8,-2.1,32.412,3.07,,
T,50.81393,6.20796,210.9,0.1,32.439,26.93,,
T,50.81376,6.20761,211,0.5,32.47,31.08,,
T,50.81345,6.20701,210.5,-0.8,32.525,54.57,,
T,50.81325,6.2066,210,-1.5,32.562,36.47,,
T,50.81299,6.20608,210,0,32.608,46.69,,
T,50.81258,6.20526,210,0,32.682,73.62,,
T,50.81213,6.20433,209.3,-0.9,32.764,82.48,,
T,50.8118,6.20365,208.7,-0.9,32.825,60.37,,
T,50.81111,6.20223,209,0.2,32.951,126.13,,
T,50.81071,6.20141,207.9,-1.5,33.024,72.94,,
T,50.81051,6.20097,208.5,1.5,33.062,38.17,,
T,50.8104,6.20075,208.4,-0.3,33.082,19.75,,
T,50.81029,6.20052,208.8,1.8,33.102,20.31,,
T,50.81018,6.20029,208,-3.8,33.122,20.31,,
T,50.80999,6.19988,208,-0.1,33.158,35.8,,
T,50.80986,6.1996,208,0,33.183,24.47,,
T,50.8098,6.19948,208,0,33.193,10.77,,
T,50.80975,6.19938,207.8,-2.3,33.202,8.98,,
T,50.80973,6.19934,207.6,-4.3,33.206,3.59,,
T,50.80964,6.19915,207.3,-2.1,33.223,16.72,,
T,50.80961,6.19907,207.3,-0.2,33.229,6.55,,
T,50.80955,6.19893,207.1,-1.4,33.241,11.91,,
T,50.80953,6.19888,207,-2.7,33.245,4.17,,
T,50.80945,6.19869,207,-0.1,33.261,16.08,,
T,50.80941,6.19858,206.9,-0.8,33.27,8.94,,
T,50.80935,6.19845,206.6,-2.5,33.282,11.34,,
T,50.80926,6.19823,206.3,-1.8,33.3,18.46,,
T,50.80925,6.19821,206.3,-2,33.302,1.8,,
T,50.80916,6.19797,205.7,-2.8,33.322,19.66,,
T,50.80908,6.19777,205.3,-2.6,33.338,16.67,,
T,50.80897,6.19749,204.4,-3.7,33.361,23.22,,
T,50.80891,6.19734,204.8,3.2,33.374,12.5,,
T,50.80881,6.19707,203.8,-4.5,33.396,22.04,,
T,50.80879,6.197,203.5,-6.8,33.401,5.41,,
T,50.80866,6.19664,203.4,-0.3,33.431,29.21,,
T,50.80853,6.19627,202.3,-3.7,33.46,29.82,,
T,50.80836,6.19577,201.7,-1.4,33.5,40,,
T,50.80836,6.19575,201.7,0,33.502,1.41,,
T,50.80827,6.19549,201.4,-1.5,33.523,20.88,,
T,50.80821,6.19529,200,-9.1,33.538,15.6,,
T,50.808,6.1946,199.3,-1.3,33.592,53.96,,
T,50.8078,6.19388,197.7,-3,33.648,55.41,,
T,50.80763,6.1932,195.1,-4.9,33.699,51.53,,
T,50.80761,6.19315,195,-2.6,33.703,4.17,,
T,50.80751,6.19271,194.6,-1.3,33.736,32.95,,
T,50.80739,6.19221,192.7,-5,33.774,37.69,,
T,50.80735,6.19201,192.4,-2.4,33.789,14.78,,
T,50.80723,6.19148,192.2,-0.4,33.828,39.67,,
T,50.80714,6.19107,190.7,-5,33.859,30.59,,
T,50.80706,6.19063,187.9,-8.6,33.891,32.27,,
T,50.80706,6.19062,187.9,-3.1,33.892,0.7,,
T,50.80701,6.19035,188.9,4.9,33.912,19.83,,
T,50.80699,6.19024,189.2,4.4,33.92,8.07,,
T,50.8069,6.18969,188.8,-1.1,33.96,40.04,,
T,50.80685,6.18938,186.6,-9.5,33.982,22.55,,
T,50.80685,6.18937,186.6,-8.5,33.983,0.7,,
T,50.80681,6.18913,185.9,-3.9,34.001,17.49,,
T,50.80677,6.18889,185.9,0.1,34.018,17.49,,
T,50.8067,6.18843,185.9,0.2,34.052,33.35,,
T,50.80668,6.18833,185.8,-1.4,34.059,7.39,,
T,50.80664,6.18806,185,-4.3,34.078,19.55,,
T,50.80662,6.18792,184.6,-4.1,34.089,10.12,,
T,50.80659,6.18778,184.3,-3,34.099,10.42,,
T,50.80656,6.18762,184.4,0.9,34.111,11.76,,
T,50.80654,6.1875,184.5,0.8,34.119,8.75,,
T,50.80652,6.18734,184.3,-1.7,34.131,11.5,,
T,50.80651,6.18728,184.2,-0.8,34.135,4.37,,
T,50.80642,6.18664,183.8,-0.9,34.182,46.21,,
T,50.80641,6.18658,183.6,-4.1,34.186,4.37,,
T,50.80637,6.18631,183,-3.1,34.205,19.55,,
T,50.8063,6.18584,182.3,-2,34.24,34.03,,
T,50.80629,6.18576,182.4,0.3,34.245,5.75,,
T,50.80618,6.18506,182,-0.8,34.296,50.84,,
T,50.80611,6.18464,182,0.1,34.327,30.61,,
T,50.80607,6.18435,181.7,-1.4,34.348,20.92,,
T,50.80595,6.18357,181.5,-0.3,34.404,56.58,,
T,50.80592,6.18336,181.4,-0.7,34.419,15.17,,
T,50.80583,6.18271,182,1.3,34.466,46.9,,
T,50.80581,6.18255,182,0,34.478,11.5,,
T,50.80571,6.18192,182,0,34.524,45.78,,
T,50.80538,6.17972,183,0.6,34.683,159.37,,
T,50.80538,6.17972,183,,34.683,0,,
T,50.80541,6.17958,183,0,34.693,10.42,,
T,50.80542,6.17956,183,0,34.695,1.8,,
T,50.80541,6.17954,183,0,34.697,1.8,,
T,50.80535,6.17911,183,0,34.728,31.04,,
T,50.80522,6.17815,184,1.4,34.797,69.2,,
T,50.80521,6.17806,184,0,34.804,6.44,,
T,50.80515,6.17764,184,0,34.834,30.35,,
T,50.80502,6.17663,184.1,0.1,34.907,72.65,,
T,50.805,6.17644,184,-0.5,34.92,13.58,,
T,50.80497,6.17613,184.9,4.2,34.942,22.11,,
T,50.80495,6.17588,185,0.3,34.96,17.76,,
T,50.80494,6.17583,185,0,34.964,3.7,,
T,50.80492,6.17564,185,0,34.977,13.58,,
T,50.8049,6.17539,185.2,1.2,34.995,17.76,,
T,50.80487,6.17511,185.8,2.9,35.015,20.02,,
T,50.80483,6.17491,186,1.4,35.03,14.78,,
T,50.80478,6.17429,186,0,35.074,44.06,,
T,50.80475,6.1738,186,0,35.109,34.7,,
T,50.80475,6.1737,186,0,35.116,7.05,,
T,50.80473,6.17331,186,0,35.143,27.58,,
T,50.80472,6.17272,187,2.4,35.185,41.61,,
T,50.80471,6.17256,187,0,35.196,11.33,,
T,50.8047,6.17217,187,0.1,35.224,27.51,,
T,50.8047,6.17121,187.7,1,35.291,67.67,,
T,50.8047,6.1712,187.7,4.8,35.292,0.7,,
T,50.80471,6.17025,188,0.5,35.359,66.98,,
T,50.80471,6.17013,188,-0.2,35.368,8.46,,
T,50.80473,6.16954,188.7,1.6,35.409,41.65,,
T,50.80473,6.16954,188.7,,35.409,0,,
T,50.80478,6.16944,189,3.6,35.418,8.98,,
T,50.80478,6.16939,189,0,35.422,3.52,,
T,50.80479,6.16932,189,0,35.427,5.06,,
T,50.8048,6.16929,189,0,35.429,2.39,,
T,50.8048,6.16925,189,0,35.432,2.82,,
T,50.80482,6.1692,189,0,35.436,4.17,,
T,50.80483,6.16912,189,0,35.442,5.75,,
T,50.80487,6.16902,189,0,35.45,8.34,,
T,50.80494,6.1689,189,0,35.462,11.5,,
T,50.80501,6.16883,189.2,2.6,35.471,9.22,,
T,50.80505,6.1688,189.4,4.1,35.476,4.93,,
T,50.80512,6.16878,189.7,2.7,35.484,7.91,,
T,50.8052,6.16875,189.9,2.2,35.493,9.15,,
T,50.80527,6.16876,190,1.6,35.501,7.82,,
T,50.80535,6.1688,190.3,2.9,35.51,9.34,,
T,50.80546,6.16887,190.7,3,35.523,13.19,,
T,50.80554,6.16902,190.9,1.9,35.537,13.82,,
T,50.80557,6.16907,191,1.3,35.542,4.85,,
T,50.80557,6.16909,191,0.3,35.543,1.41,,
T,50.80564,6.16919,191,0.4,35.554,10.5,,
T,50.80568,6.16928,191.2,2,35.562,7.75,,
T,50.80571,6.16935,191.4,3.1,35.568,5.96,,
T,50.80574,6.16942,191.6,4,35.574,5.96,,
T,50.80576,6.16953,192,5.4,35.582,8.07,,
T,50.80576,6.16954,192.1,5.1,35.582,0.7,,
T,50.80577,6.16966,192.5,5.5,35.591,8.53,,
T,50.80578,6.1697,192.7,5.9,35.594,3.03,,
T,50.80578,6.16976,193,5.7,35.598,4.23,,
T,50.80577,6.16982,193.2,5.4,35.602,4.37,,
T,50.80577,6.16983,193.2,6.2,35.603,0.7,,
T,50.80575,6.16993,193.7,5.7,35.611,7.39,,
T,50.80573,6.17003,194.1,5.9,35.618,7.39,,
T,50.80572,6.17009,194.3,4.9,35.622,4.37,,
T,50.80571,6.17009,194.3,0,35.623,1.11,,
T,50.8057,6.17014,194.5,4.9,35.627,3.7,,
T,50.80568,6.17019,194.7,4.3,35.631,4.17,,
T,50.80567,6.17022,194.8,4.5,35.634,2.39,,
T,50.80565,6.17026,194.9,4,35.637,3.59,,
T,50.8056,6.17031,195.1,2.7,35.644,6.58,,
T,50.80557,6.17035,195.3,3.3,35.648,4.37,,
T,50.80554,6.17037,195.3,1,35.652,3.62,,
T,50.80553,6.17038,195.3,1.1,35.653,1.32,,
T,50.80549,6.17041,195.4,0.9,35.658,4.93,,
T,50.80548,6.17041,195.3,-1.7,35.659,1.11,,
T,50.80544,6.17042,195.3,-0.5,35.664,4.51,,
T,50.8054,6.17044,195.4,0.9,35.668,4.67,,
T,50.80534,6.17044,195.3,-1.3,35.675,6.67,,
T,50.80525,6.17043,195.1,-1.6,35.685,10.04,,
T,50.8052,6.17047,195.4,4.6,35.691,6.24,,
T,50.80479,6.17041,190.8,-10.1,35.737,45.81,,
T,50.80452,6.17035,189.7,-3.6,35.767,30.33,,
T,50.80425,6.1703,192,7.6,35.798,30.24,,
T,50.8038,6.17023,194.7,5.4,35.848,50.3,,
T,50.80351,6.17019,194.4,-0.9,35.88,32.38,,
T,50.80338,6.17017,194.1,-2.3,35.895,14.53,,
T,50.80337,6.17016,194.1,-2.1,35.896,1.32,,
T,50.80312,6.17011,194,-0.3,35.924,28.03,,
T,50.80296,6.1701,194,0,35.942,17.81,,
T,50.80279,6.17009,194,0,35.961,18.92,,
T,50.80259,6.17008,194,0,35.983,22.26,,
T,50.80258,6.17008,194,0,35.984,1.11,,
T,50.80249,6.17015,194,0,35.996,11.16,,
T,50.80092,6.16986,193,-0.6,36.171,175.85,,
T,50.80058,6.16979,192.3,-1.8,36.21,38.14,,
T,50.80039,6.16976,192.1,-1.2,36.231,21.24,,
T,50.79972,6.16963,192.3,0.4,36.306,75.1,,
T,50.79957,6.1696,192.2,-0.8,36.323,16.82,,
T,50.799,6.1695,191.9,-0.5,36.387,63.8,,
T,50.79845,6.1694,191.5,-0.5,36.448,61.59,,
T,50.79794,6.16931,191.8,0.4,36.505,57.09,,
T,50.79761,6.16927,191.2,-1.4,36.542,36.82,,
T,50.79749,6.16926,191,-1.9,36.555,13.37,,
T,50.79743,6.16926,191,0,36.562,6.67,,
T,50.79717,6.16923,191,0,36.591,29,,
T,50.79691,6.16922,191,0,36.62,28.93,,
T,50.79678,6.16921,191,0,36.634,14.48,,
T,50.7966,6.1692,191,0,36.655,20.04,,
T,50.7961,6.1692,191,0,36.71,55.62,,
T,50.79561,6.16923,191,0,36.765,54.55,,
T,50.79534,6.16925,191,0,36.795,30.07,,
T,50.79512,6.16927,191.2,0.9,36.819,24.51,,
T,50.7948,6.16931,191.5,0.9,36.855,35.71,,
T,50.79433,6.16938,191.4,-0.1,36.907,52.52,,
T,50.79398,6.16945,192.7,3.1,36.947,39.25,,
T,50.79365,6.16952,192.3,-0.9,36.984,37.04,,
T,50.79321,6.16963,191.2,-2.4,37.033,49.56,,
T,50.79303,6.16969,190.8,-1.8,37.054,20.47,,
T,50.79285,6.16974,193,10.8,37.074,20.33,,
T,50.79279,6.16976,193.3,5.1,37.081,6.82,,
T,50.79273,6.16978,193.3,-0.3,37.088,6.82,,
T,50.79246,6.16987,193.9,1.8,37.118,30.7,,
T,50.79232,6.16992,193.9,0.2,37.134,15.97,,
T,50.79214,6.16998,194.6,3.6,37.155,20.47,,
T,50.79199,6.17004,195,1.8,37.172,17.21,,
T,50.79183,6.17011,194.9,-0.2,37.191,18.47,,
T,50.79151,6.17024,195.4,1.4,37.227,36.76,,
T,50.7912,6.17038,195.7,0.8,37.263,35.87,,
T,50.79108,6.17044,196,2.3,37.277,14,,
T,50.79095,6.1705,196.3,1.5,37.292,15.07,,
T,50.7909,6.17052,196.5,3.5,37.298,5.74,,
T,50.79073,6.17061,197.1,3.1,37.318,19.95,,
T,50.79053,6.17072,197.4,1.6,37.342,23.56,,
T,50.79038,6.1708,197.6,0.8,37.359,17.61,,
T,50.79023,6.17088,197.9,1.8,37.377,17.61,,
T,50.78996,6.17104,198.4,1.6,37.409,32.08,,
T,50.78977,6.17116,199.1,2.8,37.432,22.77,,
T,50.78962,6.17125,199.5,2.5,37.449,17.85,,
T,50.78942,6.17138,200.8,5.5,37.474,24.06,,
T,50.78936,6.17142,200.6,-3.4,37.481,7.25,,
T,50.78921,6.17152,200.4,-0.9,37.499,18.12,,
T,50.78917,6.17155,200.6,3.3,37.504,4.93,,
T,50.78906,6.17162,201.2,4.4,37.517,13.19,,
T,50.78892,6.17172,201.8,4.1,37.534,17.1,,
T,50.78877,6.17183,201.9,0.3,37.553,18.4,,
T,50.7886,6.17196,203,5.1,37.574,21.02,,
T,50.78844,6.17208,203,0.1,37.593,19.71,,
T,50.78818,6.17228,203.9,2.9,37.625,32.18,,
T,50.78799,6.17244,204.8,3.6,37.649,23.96,,
T,50.78775,6.17264,205.1,0.9,37.68,30.19,,
T,50.78733,6.17301,206.5,2.7,37.733,53.51,,
T,50.78702,6.17329,207.5,2.5,37.773,39.74,,
T,50.78701,6.17329,207.5,2.2,37.774,1.11,,
T,50.78636,6.17387,209.4,2.2,37.857,83.07,,
T,50.78624,6.17398,207.1,-14.5,37.872,15.44,,
T,50.78611,6.17409,208.6,9.1,37.889,16.41,,
T,50.78582,6.17433,211.6,8.2,37.925,36.43,,
T,50.78545,6.17463,212.7,2.2,37.972,46.28,,
T,50.78538,6.17468,212.8,2.1,37.98,8.55,,
T,50.78514,6.17488,213.3,1.4,38.01,30.2,,
T,50.78494,6.17502,214,3,38.035,24.34,,
T,50.7849,6.17506,214.1,1.2,38.04,5.27,,
T,50.78457,6.17529,215,2.2,38.08,40.13,,
T,50.78433,6.17545,215.8,2.8,38.109,28.99,,
T,50.78415,6.17556,216,1.2,38.131,21.47,,
T,50.78407,6.17561,216.2,1.8,38.14,9.57,,
T,50.78395,6.17568,216.7,3.2,38.154,14.23,,
T,50.78383,6.17576,217.3,4.5,38.169,14.49,,
T,50.78351,6.17594,217.8,1.3,38.207,37.79,,
T,50.78316,6.17613,218,0.5,38.248,41.18,,
T,50.783,6.17621,218.3,1.8,38.266,18.67,,
T,50.78286,6.17628,219,4,38.283,16.34,,
T,50.78274,6.17634,219.3,2.1,38.297,14,,
T,50.7827,6.17636,219.2,-1.1,38.301,4.67,,
T,50.78261,6.1764,219,-2.1,38.312,10.4,,
T,50.78259,6.17641,219,0,38.314,2.33,,
T,50.78253,6.17644,219,0,38.321,7,,
T,50.78242,6.17649,219.3,2.3,38.334,12.73,,
T,50.78236,6.17652,219.5,3.1,38.341,7,,
T,50.7823,6.17654,219.7,3.2,38.348,6.82,,
T,50.78208,6.17663,220.2,1.9,38.373,25.28,,
T,50.7819,6.1767,220,-1,38.394,20.62,,
T,50.78177,6.17675,220,0,38.409,14.89,,
T,50.78172,6.17677,220,0,38.414,5.74,,
T,50.78155,6.17684,220.7,3.8,38.434,19.55,,
T,50.78133,6.17692,221.2,2,38.459,25.12,,
T,50.78102,6.17702,221,-0.7,38.494,35.2,,
T,50.78061,6.17714,221.5,1,38.541,46.39,,
T,50.78036,6.17721,221.8,1.2,38.569,28.25,,
T,50.78027,6.17723,222,2,38.579,10.11,,
T,50.77995,6.1773,222,-0.1,38.615,35.94,,
T,50.77966,6.17736,222.1,0.3,38.647,32.54,,
T,50.7794,6.1774,222.4,1,38.676,29.06,,
T,50.77924,6.17743,222.4,0.1,38.694,17.92,,
T,50.77903,6.17746,222.8,1.5,38.718,23.46,,
T,50.77875,6.17749,223.1,1,38.749,31.22,,
T,50.77867,6.1775,223,-1,38.758,8.93,,
T,50.77857,6.17751,223,0,38.769,11.15,,
T,50.7784,6.17752,223,0,38.788,18.92,,
T,50.77805,6.17754,223,0.1,38.827,38.96,,
T,50.77779,6.17755,225.3,7.6,38.856,28.93,,
T,50.77761,6.17755,223.4,-9.1,38.876,20.02,,
T,50.77731,6.17755,222.2,-3.8,38.909,33.37,,
T,50.77704,6.17754,222.1,-0.1,38.939,30.04,,
T,50.77687,6.17753,222.1,-0.2,38.958,18.92,,
T,50.77665,6.17751,222,-0.3,38.983,24.51,,
T,50.77639,6.17748,222.2,0.6,39.012,29,,
T,50.77628,6.17747,222.3,0.5,39.024,12.26,,
T,50.77621,6.17745,222.4,1.8,39.032,7.91,,
T,50.77596,6.17739,222.6,0.5,39.06,28.13,,
T,50.77441,6.17699,221.7,-0.5,39.235,174.72,,
T,50.7731,6.17656,220.2,-1,39.384,148.85,,
T,50.77229,6.17621,220,-0.2,39.477,93.43,,
T,50.77108,6.1755,219.4,-0.4,39.621,143.62,,
T,50.77105,6.17549,219.4,0.4,39.624,3.41,,
T,50.77066,6.17521,219.3,-0.2,39.672,47.67,,
T,50.77054,6.17514,219,-1.7,39.686,14.23,,
T,50.7703,6.17497,219.1,0.3,39.715,29.27,,
T,50.76999,6.17473,219,-0.3,39.754,38.42,,
T,50.76983,6.1746,218.9,-0.5,39.774,20.02,,
T,50.76912,6.17399,218,-1,39.864,89.95,,
T,50.76901,6.17389,218,0,39.878,14.12,,
T,50.76863,6.17353,217.7,-0.6,39.927,49.31,,
T,50.76845,6.17337,217.6,-0.3,39.95,22.99,,
T,50.76821,6.17314,217.6,-0.1,39.981,31.24,,
T,50.76803,6.17295,217.7,0.2,40.005,24.1,,
