Gear No,Input Speed [rpm],Input Torque [Nm],Torque Loss [Nm]
6,2000,3000,138
6,2000,3500,158
6,2000,4000,178
6,2000,4500,198
6,2000,5000,218
6,2000,5500,238
6,2500,-5500,241
6,2500,-5000,221
6,2500,-4500,181
6,2500,-4000,181
6,2500,-3500,161
6,2500,-3000,141
6,2500,-2500,121
6,2500,-2000,101
6,2500,-1600,85
6,2500,-1200,69
6,2500,-900,57
6,2500,-600,45
6,2500,-400,37
6,2500,-200,29
6,2500,0,29
6,2500,200,29
6,2500,400,37
6,2500,600,45
6,2500,900,57
6,2500,1200,69
6,2500,1600,85
6,2500,2000,101
6,2500,2500,121
6,2500,3000,141
6,2500,3500,161
6,2500,4000,181
6,2500,4500,201
6,2500,5000,221
6,2500,5500,241
6,3000,-5500,244
6,3000,-5000,224
6,3000,-4500,184
6,3000,-4000,184
6,3000,-3500,164
6,3000,-3000,144
6,3000,-2500,124
6,3000,-2000,104
6,3000,-1600,88
6,3000,-1200,72
6,3000,-900,60
6,3000,-600,48
6,3000,-400,40
6,3000,-200,32
6,3000,0,32
6,3000,200,32
6,3000,400,40
6,3000,600,48
6,3000,900,60
6,3000,1200,72
6,3000,1600,88
6,3000,2000,104
6,3000,2500,124
6,3000,3000,144
6,3000,3500,164
6,3000,4000,184
6,3000,4500,204
6,3000,5000,224
6,3000,5500,244
