Gear No,Input Speed [rpm],Input Torque [Nm],Torque Loss [Nm]
6,1200,-4500,186.4
6,1200,-4000,186.4
6,1200,-3500,166.4
6,1200,-3000,146.4
6,1200,-2500,126.4
6,1200,-2000,106.4
6,1200,-1600,90.4
6,1200,-1200,74.4
6,1200,-900,62.4
6,1200,-600,50.4
6,1200,-400,42.4
6,1200,-200,34.4
6,1200,0,34.4
6,1200,200,34.4
6,1200,400,42.4
6,1200,600,50.4
6,1200,900,62.4
6,1200,1200,74.4
6,1200,1600,90.4
6,1200,2000,106.4
6,1200,2500,126.4
6,1200,3000,146.4
6,1200,3500,166.4
6,1200,4000,186.4
6,1200,4500,206.4
6,1200,5000,226.4
6,1200,5500,246.4
6,1600,-5500,251.2
6,1600,-5000,231.2
6,1600,-4500,191.2
6,1600,-4000,191.2
6,1600,-3500,171.2
6,1600,-3000,151.2
6,1600,-2500,131.2
6,1600,-2000,111.2
6,1600,-1600,95.2
6,1600,-1200,79.2
6,1600,-900,67.2
6,1600,-600,55.2
6,1600,-400,47.2
6,1600,-200,39.2
6,1600,0,39.2
6,1600,200,39.2
6,1600,400,47.2
6,1600,600,55.2
6,1600,900,67.2
6,1600,1200,79.2
6,1600,1600,95.2
6,1600,2000,111.2
6,1600,2500,131.2
6,1600,3000,151.2
6,1600,3500,171.2
6,1600,4000,191.2
6,1600,4500,211.2
6,1600,5000,231.2
6,1600,5500,251.2
6,2000,-5500,256
6,2000,-5000,236
6,2000,-4500,196
6,2000,-4000,196
6,2000,-3500,176
6,2000,-3000,156
6,2000,-2500,136
6,2000,-2000,116
6,2000,-1600,100
6,2000,-1200,84
6,2000,-900,72
6,2000,-600,60
6,2000,-400,52
6,2000,-200,44
6,2000,0,44
6,2000,200,44
6,2000,400,52
6,2000,600,60
6,2000,900,72
6,2000,1200,84
6,2000,1600,100
6,2000,2000,116
6,2000,2500,136
6,2000,3000,156
6,2000,3500,176
6,2000,4000,196
6,2000,4500,216
6,2000,5000,236
6,2000,5500,256
6,2500,-5500,262
6,2500,-5000,242
6,2500,-4500,202
6,2500,-4000,202
6,2500,-3500,182
6,2500,-3000,162
6,2500,-2500,142
6,2500,-2000,122
6,2500,-1600,106
6,2500,-1200,90
6,2500,-900,78
6,2500,-600,66
6,2500,-400,58
6,2500,-200,50
6,2500,0,50
6,2500,200,50
6,2500,400,58
6,2500,600,66
6,2500,900,78
6,2500,1200,90
6,2500,1600,106
6,2500,2000,122
6,2500,2500,142
6,2500,3000,162
6,2500,3500,182
6,2500,4000,202
6,2500,4500,222
6,2500,5000,242
6,2500,5500,262
6,3000,-5500,268
6,3000,-5000,248
6,3000,-4500,208
6,3000,-4000,208
6,3000,-3500,188
6,3000,-3000,168
6,3000,-2500,148
6,3000,-2000,128
6,3000,-1600,112
6,3000,-1200,96
6,3000,-900,84
6,3000,-600,72
6,3000,-400,64
6,3000,-200,56
6,3000,0,56
6,3000,200,56
6,3000,400,64
6,3000,600,72
6,3000,900,84
6,3000,1200,96
6,3000,1600,112
6,3000,2000,128
6,3000,2500,148
6,3000,3000,168
6,3000,3500,188
6,3000,4000,208
6,3000,4500,228
6,3000,5000,248
6,3000,5500,268
7,0,-5500,239.2
7,0,-5000,219.2
7,0,-4500,179.2
7,0,-4000,179.2
7,0,-3500,159.2
7,0,-3000,139.2
7,0,-2500,119.2
7,0,-2000,99.2
7,0,-1600,83.2
7,0,-1200,67.2
7,0,-900,55.2
7,0,-600,43.2
7,0,-400,35.2
7,0,-200,27.2
7,0,0,27.2
7,0,200,27.2
7,0,400,35.2
7,0,600,43.2
7,0,900,55.2
7,0,1200,67.2
7,0,1600,83.2
7,0,2000,99.2
7,0,2500,119.2
7,0,3000,139.2
7,0,3500,159.2
7,0,4000,179.2
7,0,4500,199.2
7,0,5000,219.2
7,0,5500,239.2
7,600,-5500,239.2
7,600,-5000,219.2
7,600,-4500,179.2
7,600,-4000,179.2
7,600,-3500,159.2
7,600,-3000,139.2
7,600,-2500,119.2
7,600,-2000,99.2
7,600,-1600,83.2
7,600,-1200,67.2
7,600,-900,55.2
7,600,-600,43.2
7,600,-400,35.2
7,600,-200,27.2
7,600,0,27.2
7,600,200,27.2
7,600,400,35.2
7,600,600,43.2
7,600,900,55.2
7,600,1200,67.2
7,600,1600,83.2
7,600,2000,99.2
7,600,2500,119.2
7,600,3000,139.2
7,600,3500,159.2
7,600,4000,179.2
7,600,4500,199.2
7,600,5000,219.2
7,600,5500,239.2
7,900,-5500,242.8
7,900,-5000,222.8
7,900,-4500,182.8
7,900,-4000,182.8
7,900,-3500,162.8
7,900,-3000,142.8
7,900,-2500,122.8
7,900,-2000,102.8
7,900,-1600,86.8
7,900,-1200,70.8
7,900,-900,58.8
7,900,-600,46.8
7,900,-400,38.8
7,900,-200,30.8
7,900,0,30.8
7,900,200,30.8
7,900,400,38.8
7,900,600,46.8
7,900,900,58.8
7,900,1200,70.8
7,900,1600,86.8
7,900,2000,102.8
7,900,2500,122.8
7,900,3000,142.8
7,900,3500,162.8
7,900,4000,182.8
7,900,4500,202.8
7,900,5000,222.8
7,900,5500,242.8
7,1200,-5500,246.4
7,1200,-5000,226.4
7,1200,-4500,186.4
7,1200,-4000,186.4
7,1200,-3500,166.4
7,1200,-3000,146.4
7,1200,-2500,126.4
7,1200,-2000,106.4
7,1200,-1600,90.4
7,1200,-1200,74.4
7,1200,-900,62.4
7,1200,-600,50.4
7,1200,-400,42.4
7,1200,-200,34.4
7,1200,0,34.4
7,1200,200,34.4
7,1200,400,42.4
7,1200,600,50.4
7,1200,900,62.4
7,1200,1200,74.4
7,1200,1600,90.4
7,1200,2000,106.4
7,1200,2500,126.4
7,1200,3000,146.4
7,1200,3500,166.4
7,1200,4000,186.4
7,1200,4500,206.4
7,1200,5000,226.4
7,1200,5500,246.4
7,1600,-5500,251.2
7,1600,-5000,231.2
7,1600,-4500,191.2
7,1600,-4000,191.2
7,1600,-3500,171.2
7,1600,-3000,151.2
7,1600,-2500,131.2
7,1600,-2000,111.2
7,1600,-1600,95.2
7,1600,-1200,79.2
7,1600,-900,67.2
7,1600,-600,55.2
7,1600,-400,47.2
7,1600,-200,39.2
7,1600,0,39.2
7,1600,200,39.2
7,1600,400,47.2
7,1600,600,55.2
7,1600,900,67.2
7,1600,1200,79.2
7,1600,1600,95.2
7,1600,2000,111.2
7,1600,2500,131.2
7,1600,3000,151.2
7,1600,3500,171.2
7,1600,4000,191.2
7,1600,4500,211.2
7,1600,5000,231.2
7,1600,5500,251.2
7,2000,-5500,256
7,2000,-5000,236
7,2000,-4500,196
7,2000,-4000,196
7,2000,-3500,176
7,2000,-3000,156
7,2000,-2500,136
7,2000,-2000,116
7,2000,-1600,100
7,2000,-1200,84
7,2000,-900,72
7,2000,-600,60
7,2000,-400,52
7,2000,-200,44
7,2000,0,44
7,2000,200,44
7,2000,400,52
7,2000,600,60
7,2000,900,72
7,2000,1200,84
7,2000,1600,100
7,2000,2000,116
7,2000,2500,136
7,2000,3000,156
7,2000,3500,176
7,2000,4000,196
7,2000,4500,216
7,2000,5000,236
7,2000,5500,256
7,2500,-5500,262
7,2500,-5000,242
7,2500,-4500,202
7,2500,-4000,202
7,2500,-3500,182
7,2500,-3000,162
7,2500,-2500,142
7,2500,-2000,122
7,2500,-1600,106
7,2500,-1200,90
7,2500,-900,78
7,2500,-600,66
7,2500,-400,58
7,2500,-200,50
7,2500,0,50
7,2500,200,50
7,2500,400,58
7,2500,600,66
7,2500,900,78
7,2500,1200,90
7,2500,1600,106
7,2500,2000,122
7,2500,2500,142
7,2500,3000,162
7,2500,3500,182
7,2500,4000,202
7,2500,4500,222
7,2500,5000,242
7,2500,5500,262
7,3000,-5500,268
7,3000,-5000,248
7,3000,-4500,208
7,3000,-4000,208
7,3000,-3500,188
7,3000,-3000,168
7,3000,-2500,148
7,3000,-2000,128
7,3000,-1600,112
7,3000,-1200,96
7,3000,-900,84
7,3000,-600,72
7,3000,-400,64
7,3000,-200,56
7,3000,0,56
7,3000,200,56
7,3000,400,64
7,3000,600,72
7,3000,900,84
7,3000,1200,96
7,3000,1600,112
7,3000,2000,128
7,3000,2500,148
7,3000,3000,168
7,3000,3500,188
7,3000,4000,208
7,3000,4500,228
7,3000,5000,248
7,3000,5500,268
8,0,-5500,239.2
8,0,-5000,219.2
8,0,-4500,179.2
8,0,-4000,179.2
8,0,-3500,159.2
8,0,-3000,139.2
8,0,-2500,119.2
8,0,-2000,99.2
8,0,-1600,83.2
8,0,-1200,67.2
8,0,-900,55.2
8,0,-600,43.2
8,0,-400,35.2
8,0,-200,27.2
8,0,0,27.2
8,0,200,27.2
8,0,400,35.2
8,0,600,43.2
8,0,900,55.2
8,0,1200,67.2
8,0,1600,83.2
8,0,2000,99.2
8,0,2500,119.2
8,0,3000,139.2
8,0,3500,159.2
8,0,4000,179.2
8,0,4500,199.2
8,0,5000,219.2
8,0,5500,239.2
8,600,-5500,239.2
8,600,-5000,219.2
8,600,-4500,179.2
8,600,-4000,179.2
8,600,-3500,159.2
8,600,-3000,139.2
8,600,-2500,119.2
8,600,-2000,99.2
8,600,-1600,83.2
8,600,-1200,67.2
8,600,-900,55.2
8,600,-600,43.2
8,600,-400,35.2
8,600,-200,27.2
8,600,0,27.2
8,600,200,27.2
8,600,400,35.2
8,600,600,43.2
8,600,900,55.2
8,600,1200,67.2
8,600,1600,83.2
8,600,2000,99.2
8,600,2500,119.2
8,600,3000,139.2
8,600,3500,159.2
8,600,4000,179.2
8,600,4500,199.2
8,600,5000,219.2
8,600,5500,239.2
8,900,-5500,242.8
8,900,-5000,222.8
8,900,-4500,182.8
8,900,-4000,182.8
8,900,-3500,162.8
8,900,-3000,142.8
8,900,-2500,122.8
8,900,-2000,102.8
8,900,-1600,86.8
8,900,-1200,70.8
8,900,-900,58.8
8,900,-600,46.8
8,900,-400,38.8
8,900,-200,30.8
8,900,0,30.8
8,900,200,30.8
8,900,400,38.8
8,900,600,46.8
8,900,900,58.8
8,900,1200,70.8
8,900,1600,86.8
8,900,2000,102.8
8,900,2500,122.8
8,900,3000,142.8
8,900,3500,162.8
8,900,4000,182.8
8,900,4500,202.8
8,900,5000,222.8
8,900,5500,242.8
8,1200,-5500,246.4
8,1200,-5000,226.4
8,1200,-4500,186.4
8,1200,-4000,186.4
8,1200,-3500,166.4
8,1200,-3000,146.4
8,1200,-2500,126.4
8,1200,-2000,106.4
8,1200,-1600,90.4
8,1200,-1200,74.4
8,1200,-900,62.4
8,1200,-600,50.4
8,1200,-400,42.4
8,1200,-200,34.4
8,1200,0,34.4
8,1200,200,34.4
8,1200,400,42.4
8,1200,600,50.4
8,1200,900,62.4
8,1200,1200,74.4
8,1200,1600,90.4
8,1200,2000,106.4
8,1200,2500,126.4
8,1200,3000,146.4
8,1200,3500,166.4
8,1200,4000,186.4
8,1200,4500,206.4
8,1200,5000,226.4
8,1200,5500,246.4
8,1600,-5500,251.2
8,1600,-5000,231.2
8,1600,-4500,191.2
8,1600,-4000,191.2
8,1600,-3500,171.2
8,1600,-3000,151.2
8,1600,-2500,131.2
8,1600,-2000,111.2
8,1600,-1600,95.2
8,1600,-1200,79.2
8,1600,-900,67.2
8,1600,-600,55.2
8,1600,-400,47.2
8,1600,-200,39.2
8,1600,0,39.2
8,1600,200,39.2
8,1600,400,47.2
8,1600,600,55.2
8,1600,900,67.2
8,1600,1200,79.2
8,1600,1600,95.2
8,1600,2000,111.2
8,1600,2500,131.2
8,1600,3000,151.2
8,1600,3500,171.2
8,1600,4000,191.2
8,1600,4500,211.2
8,1600,5000,231.2
8,1600,5500,251.2
8,2000,-5500,256
8,2000,-5000,236
8,2000,-4500,196
8,2000,-4000,196
8,2000,-3500,176
8,2000,-3000,156
8,2000,-2500,136
8,2000,-2000,116
8,2000,-1600,100
8,2000,-1200,84
8,2000,-900,72
8,2000,-600,60
8,2000,-400,52
8,2000,-200,44
8,2000,0,44
8,2000,200,44
8,2000,400,52
8,2000,600,60
8,2000,900,72
8,2000,1200,84
8,2000,1600,100
8,2000,2000,116
8,2000,2500,136
8,2000,3000,156
8,2000,3500,176
8,2000,4000,196
8,2000,4500,216
8,2000,5000,236
8,2000,5500,256
8,2500,-5500,262
8,2500,-5000,242
8,2500,-4500,202
8,2500,-4000,202
8,2500,-3500,182
8,2500,-3000,162
8,2500,-2500,142
8,2500,-2000,122
8,2500,-1600,106
8,2500,-1200,90
8,2500,-900,78
8,2500,-600,66
8,2500,-400,58
8,2500,-200,50
8,2500,0,50
8,2500,200,50
8,2500,400,58
8,2500,600,66
8,2500,900,78
8,2500,1200,90
8,2500,1600,106
8,2500,2000,122
8,2500,2500,142
8,2500,3000,162
8,2500,3500,182
8,2500,4000,202
8,2500,4500,222
8,2500,5000,242
8,2500,5500,262
8,3000,-5500,268
8,3000,-5000,248
8,3000,-4500,208
8,3000,-4000,208
8,3000,-3500,188
8,3000,-3000,168
8,3000,-2500,148
8,3000,-2000,128
8,3000,-1600,112
8,3000,-1200,96
8,3000,-900,84
8,3000,-600,72
8,3000,-400,64
8,3000,-200,56
8,3000,0,56
8,3000,200,56
8,3000,400,64
8,3000,600,72
8,3000,900,84
8,3000,1200,96
8,3000,1600,112
8,3000,2000,128
8,3000,2500,148
8,3000,3000,168
8,3000,3500,188
8,3000,4000,208
8,3000,4500,228
8,3000,5000,248
8,3000,5500,268
9,0,-5500,239.2
9,0,-5000,219.2
9,0,-4500,179.2
9,0,-4000,179.2
9,0,-3500,159.2
9,0,-3000,139.2
9,0,-2500,119.2
9,0,-2000,99.2
9,0,-1600,83.2
9,0,-1200,67.2
9,0,-900,55.2
9,0,-600,43.2
9,0,-400,35.2
9,0,-200,27.2
9,0,0,27.2
9,0,200,27.2
9,0,400,35.2
9,0,600,43.2
9,0,900,55.2
9,0,1200,67.2
9,0,1600,83.2
9,0,2000,99.2
9,0,2500,119.2
9,0,3000,139.2
9,0,3500,159.2
9,0,4000,179.2
9,0,4500,199.2
9,0,5000,219.2
9,0,5500,239.2
9,600,-5500,239.2
9,600,-5000,219.2
9,600,-4500,179.2
9,600,-4000,179.2
9,600,-3500,159.2
9,600,-3000,139.2
9,600,-2500,119.2
9,600,-2000,99.2
9,600,-1600,83.2
9,600,-1200,67.2
9,600,-900,55.2
9,600,-600,43.2
9,600,-400,35.2
9,600,-200,27.2
9,600,0,27.2
9,600,200,27.2
9,600,400,35.2
9,600,600,43.2
9,600,900,55.2
9,600,1200,67.2
9,600,1600,83.2
9,600,2000,99.2
9,600,2500,119.2
9,600,3000,139.2
9,600,3500,159.2
9,600,4000,179.2
9,600,4500,199.2
9,600,5000,219.2
9,600,5500,239.2
9,900,-5500,242.8
9,900,-5000,222.8
9,900,-4500,182.8
9,900,-4000,182.8
9,900,-3500,162.8
9,900,-3000,142.8
9,900,-2500,122.8
9,900,-2000,102.8
9,900,-1600,86.8
9,900,-1200,70.8
9,900,-900,58.8
9,900,-600,46.8
9,900,-400,38.8
9,900,-200,30.8
9,900,0,30.8
9,900,200,30.8
9,900,400,38.8
9,900,600,46.8
9,900,900,58.8
9,900,1200,70.8
9,900,1600,86.8
9,900,2000,102.8
9,900,2500,122.8
9,900,3000,142.8
9,900,3500,162.8
9,900,4000,182.8
9,900,4500,202.8
9,900,5000,222.8
9,900,5500,242.8
9,1200,-5500,246.4
9,1200,-5000,226.4
9,1200,-4500,186.4
9,1200,-4000,186.4
9,1200,-3500,166.4
9,1200,-3000,146.4
9,1200,-2500,126.4
9,1200,-2000,106.4
9,1200,-1600,90.4
9,1200,-1200,74.4
9,1200,-900,62.4
9,1200,-600,50.4
9,1200,-400,42.4
9,1200,-200,34.4
9,1200,0,34.4
9,1200,200,34.4
9,1200,400,42.4
9,1200,600,50.4
9,1200,900,62.4
9,1200,1200,74.4
9,1200,1600,90.4
9,1200,2000,106.4
9,1200,2500,126.4
9,1200,3000,146.4
9,1200,3500,166.4
9,1200,4000,186.4
9,1200,4500,206.4
9,1200,5000,226.4
9,1200,5500,246.4
9,1600,-5500,251.2
9,1600,-5000,231.2
9,1600,-4500,191.2
9,1600,-4000,191.2
9,1600,-3500,171.2
9,1600,-3000,151.2
9,1600,-2500,131.2
9,1600,-2000,111.2
9,1600,-1600,95.2
9,1600,-1200,79.2
9,1600,-900,67.2
9,1600,-600,55.2
9,1600,-400,47.2
9,1600,-200,39.2
9,1600,0,39.2
9,1600,200,39.2
9,1600,400,47.2
9,1600,600,55.2
9,1600,900,67.2
9,1600,1200,79.2
9,1600,1600,95.2
9,1600,2000,111.2
9,1600,2500,131.2
9,1600,3000,151.2
9,1600,3500,171.2
9,1600,4000,191.2
9,1600,4500,211.2
9,1600,5000,231.2
9,1600,5500,251.2
9,2000,-5500,256
9,2000,-5000,236
9,2000,-4500,196
9,2000,-4000,196
9,2000,-3500,176
9,2000,-3000,156
9,2000,-2500,136
9,2000,-2000,116
9,2000,-1600,100
9,2000,-1200,84
9,2000,-900,72
9,2000,-600,60
9,2000,-400,52
9,2000,-200,44
9,2000,0,44
9,2000,200,44
9,2000,400,52
9,2000,600,60
9,2000,900,72
9,2000,1200,84
9,2000,1600,100
9,2000,2000,116
9,2000,2500,136
9,2000,3000,156
9,2000,3500,176
9,2000,4000,196
9,2000,4500,216
9,2000,5000,236
9,2000,5500,256
9,2500,-5500,262
9,2500,-5000,242
9,2500,-4500,202
9,2500,-4000,202
9,2500,-3500,182
9,2500,-3000,162
9,2500,-2500,142
9,2500,-2000,122
9,2500,-1600,106
9,2500,-1200,90
9,2500,-900,78
9,2500,-600,66
9,2500,-400,58
9,2500,-200,50
9,2500,0,50
9,2500,200,50
9,2500,400,58
9,2500,600,66
9,2500,900,78
9,2500,1200,90
9,2500,1600,106
9,2500,2000,122
9,2500,2500,142
9,2500,3000,162
9,2500,3500,182
9,2500,4000,202
9,2500,4500,222
9,2500,5000,242
9,2500,5500,262
9,3000,-5500,268
9,3000,-5000,248
9,3000,-4500,208
9,3000,-4000,208
9,3000,-3500,188
9,3000,-3000,168
9,3000,-2500,148
9,3000,-2000,128
9,3000,-1600,112
9,3000,-1200,96
9,3000,-900,84
9,3000,-600,72
9,3000,-400,64
9,3000,-200,56
9,3000,0,56
9,3000,200,56
9,3000,400,64
9,3000,600,72
9,3000,900,84
9,3000,1200,96
9,3000,1600,112
9,3000,2000,128
9,3000,2500,148
9,3000,3000,168
9,3000,3500,188
9,3000,4000,208
9,3000,4500,228
9,3000,5000,248
9,3000,5500,268
10,0,-5500,239.2
10,0,-5000,219.2
10,0,-4500,179.2
10,0,-4000,179.2
10,0,-3500,159.2
10,0,-3000,139.2
10,0,-2500,119.2
10,0,-2000,99.2
10,0,-1600,83.2
10,0,-1200,67.2
10,0,-900,55.2
10,0,-600,43.2
10,0,-400,35.2
10,0,-200,27.2
10,0,0,27.2
10,0,200,27.2
10,0,400,35.2
10,0,600,43.2
10,0,900,55.2
10,0,1200,67.2
10,0,1600,83.2
10,0,2000,99.2
10,0,2500,119.2
10,0,3000,139.2
10,0,3500,159.2
10,0,4000,179.2
10,0,4500,199.2
10,0,5000,219.2
10,0,5500,239.2
10,600,-5500,239.2
10,600,-5000,219.2
10,600,-4500,179.2
10,600,-4000,179.2
10,600,-3500,159.2
10,600,-3000,139.2
10,600,-2500,119.2
10,600,-2000,99.2
10,600,-1600,83.2
10,600,-1200,67.2
10,600,-900,55.2
10,600,-600,43.2
10,600,-400,35.2
10,600,-200,27.2
10,600,0,27.2
10,600,200,27.2
10,600,400,35.2
10,600,600,43.2
10,600,900,55.2
10,600,1200,67.2
10,600,1600,83.2
10,600,2000,99.2
10,600,2500,119.2
10,600,3000,139.2
10,600,3500,159.2
10,600,4000,179.2
10,600,4500,199.2
10,600,5000,219.2
10,600,5500,239.2
10,900,-5500,242.8
10,900,-5000,222.8
10,900,-4500,182.8
10,900,-4000,182.8
10,900,-3500,162.8
10,900,-3000,142.8
10,900,-2500,122.8
10,900,-2000,102.8
10,900,-1600,86.8
10,900,-1200,70.8
10,900,-900,58.8
10,900,-600,46.8
10,900,-400,38.8
10,900,-200,30.8
10,900,0,30.8
10,900,200,30.8
10,900,400,38.8
10,900,600,46.8
10,900,900,58.8
10,900,1200,70.8
10,900,1600,86.8
10,900,2000,102.8
10,900,2500,122.8
10,900,3000,142.8
10,900,3500,162.8
10,900,4000,182.8
10,900,4500,202.8
10,900,5000,222.8
10,900,5500,242.8
10,1200,-5500,246.4
10,1200,-5000,226.4
10,1200,-4500,186.4
10,1200,-4000,186.4
10,1200,-3500,166.4
10,1200,-3000,146.4
10,1200,-2500,126.4
10,1200,-2000,106.4
10,1200,-1600,90.4
10,1200,-1200,74.4
10,1200,-900,62.4
10,1200,-600,50.4
10,1200,-400,42.4
10,1200,-200,34.4
10,1200,0,34.4
10,1200,200,34.4
10,1200,400,42.4
10,1200,600,50.4
10,1200,900,62.4
10,1200,1200,74.4
10,1200,1600,90.4
10,1200,2000,106.4
10,1200,2500,126.4
10,1200,3000,146.4
10,1200,3500,166.4
10,1200,4000,186.4
10,1200,4500,206.4
10,1200,5000,226.4
10,1200,5500,246.4
10,1600,-5500,251.2
10,1600,-5000,231.2
10,1600,-4500,191.2
10,1600,-4000,191.2
10,1600,-3500,171.2
10,1600,-3000,151.2
10,1600,-2500,131.2
10,1600,-2000,111.2
10,1600,-1600,95.2
10,1600,-1200,79.2
10,1600,-900,67.2
10,1600,-600,55.2
10,1600,-400,47.2
10,1600,-200,39.2
10,1600,0,39.2
10,1600,200,39.2
10,1600,400,47.2
10,1600,600,55.2
10,1600,900,67.2
10,1600,1200,79.2
10,1600,1600,95.2
10,1600,2000,111.2
10,1600,2500,131.2
10,1600,3000,151.2
10,1600,3500,171.2
10,1600,4000,191.2
10,1600,4500,211.2
10,1600,5000,231.2
10,1600,5500,251.2
10,2000,-5500,256
10,2000,-5000,236
10,2000,-4500,196
10,2000,-4000,196
10,2000,-3500,176
10,2000,-3000,156
10,2000,-2500,136
10,2000,-2000,116
10,2000,-1600,100
10,2000,-1200,84
10,2000,-900,72
10,2000,-600,60
10,2000,-400,52
10,2000,-200,44
10,2000,0,44
10,2000,200,44
10,2000,400,52
10,2000,600,60
10,2000,900,72
10,2000,1200,84
10,2000,1600,100
10,2000,2000,116
10,2000,2500,136
10,2000,3000,156
10,2000,3500,176
10,2000,4000,196
10,2000,4500,216
10,2000,5000,236
10,2000,5500,256
10,2500,-5500,262
10,2500,-5000,242
10,2500,-4500,202
10,2500,-4000,202
10,2500,-3500,182
10,2500,-3000,162
10,2500,-2500,142
10,2500,-2000,122
10,2500,-1600,106
10,2500,-1200,90
10,2500,-900,78
10,2500,-600,66
10,2500,-400,58
10,2500,-200,50
10,2500,0,50
10,2500,200,50
10,2500,400,58
10,2500,600,66
10,2500,900,78
10,2500,1200,90
10,2500,1600,106
10,2500,2000,122
10,2500,2500,142
10,2500,3000,162
10,2500,3500,182
10,2500,4000,202
10,2500,4500,222
10,2500,5000,242
10,2500,5500,262
10,3000,-5500,268
10,3000,-5000,248
10,3000,-4500,208
10,3000,-4000,208
10,3000,-3500,188
10,3000,-3000,168
10,3000,-2500,148
10,3000,-2000,128
10,3000,-1600,112
10,3000,-1200,96
10,3000,-900,84
10,3000,-600,72
10,3000,-400,64
10,3000,-200,56
10,3000,0,56
10,3000,200,56
10,3000,400,64
10,3000,600,72
10,3000,900,84
10,3000,1200,96
10,3000,1600,112
10,3000,2000,128
10,3000,2500,148
10,3000,3000,168
10,3000,3500,188
10,3000,4000,208
10,3000,4500,228
10,3000,5000,248
10,3000,5500,268
11,0,-5500,239.2
11,0,-5000,219.2
11,0,-4500,179.2
11,0,-4000,179.2
11,0,-3500,159.2
11,0,-3000,139.2
11,0,-2500,119.2
11,0,-2000,99.2
11,0,-1600,83.2
11,0,-1200,67.2
11,0,-900,55.2
11,0,-600,43.2
11,0,-400,35.2
11,0,-200,27.2
11,0,0,27.2
11,0,200,27.2
11,0,400,35.2
11,0,600,43.2
11,0,900,55.2
11,0,1200,67.2
11,0,1600,83.2
11,0,2000,99.2
11,0,2500,119.2
11,0,3000,139.2
11,0,3500,159.2
11,0,4000,179.2
11,0,4500,199.2
11,0,5000,219.2
11,0,5500,239.2
11,600,-5500,239.2
11,600,-5000,219.2
11,600,-4500,179.2
11,600,-4000,179.2
11,600,-3500,159.2
11,600,-3000,139.2
11,600,-2500,119.2
11,600,-2000,99.2
11,600,-1600,83.2
11,600,-1200,67.2
11,600,-900,55.2
11,600,-600,43.2
11,600,-400,35.2
11,600,-200,27.2
11,600,0,27.2
11,600,200,27.2
11,600,400,35.2
11,600,600,43.2
11,600,900,55.2
11,600,1200,67.2
11,600,1600,83.2
11,600,2000,99.2
11,600,2500,119.2
11,600,3000,139.2
11,600,3500,159.2
11,600,4000,179.2
11,600,4500,199.2
11,600,5000,219.2
11,600,5500,239.2
11,900,-5500,242.8
11,900,-5000,222.8
11,900,-4500,182.8
11,900,-4000,182.8
11,900,-3500,162.8
11,900,-3000,142.8
11,900,-2500,122.8
11,900,-2000,102.8
11,900,-1600,86.8
11,900,-1200,70.8
11,900,-900,58.8
11,900,-600,46.8
11,900,-400,38.8
11,900,-200,30.8
11,900,0,30.8
11,900,200,30.8
11,900,400,38.8
11,900,600,46.8
11,900,900,58.8
11,900,1200,70.8
11,900,1600,86.8
11,900,2000,102.8
11,900,2500,122.8
11,900,3000,142.8
11,900,3500,162.8
11,900,4000,182.8
11,900,4500,202.8
11,900,5000,222.8
11,900,5500,242.8
11,1200,-5500,246.4
11,1200,-5000,226.4
11,1200,-4500,186.4
11,1200,-4000,186.4
11,1200,-3500,166.4
11,1200,-3000,146.4
11,1200,-2500,126.4
11,1200,-2000,106.4
11,1200,-1600,90.4
11,1200,-1200,74.4
11,1200,-900,62.4
11,1200,-600,50.4
11,1200,-400,42.4
11,1200,-200,34.4
11,1200,0,34.4
11,1200,200,34.4
11,1200,400,42.4
11,1200,600,50.4
11,1200,900,62.4
11,1200,1200,74.4
11,1200,1600,90.4
11,1200,2000,106.4
11,1200,2500,126.4
11,1200,3000,146.4
11,1200,3500,166.4
11,1200,4000,186.4
11,1200,4500,206.4
11,1200,5000,226.4
11,1200,5500,246.4
11,1600,-5500,251.2
11,1600,-5000,231.2
11,1600,-4500,191.2
11,1600,-4000,191.2
11,1600,-3500,171.2
11,1600,-3000,151.2
11,1600,-2500,131.2
11,1600,-2000,111.2
11,1600,-1600,95.2
11,1600,-1200,79.2
11,1600,-900,67.2
11,1600,-600,55.2
11,1600,-400,47.2
11,1600,-200,39.2
11,1600,0,39.2
11,1600,200,39.2
11,1600,400,47.2
11,1600,600,55.2
11,1600,900,67.2
11,1600,1200,79.2
11,1600,1600,95.2
11,1600,2000,111.2
11,1600,2500,131.2
11,1600,3000,151.2
11,1600,3500,171.2
11,1600,4000,191.2
11,1600,4500,211.2
11,1600,5000,231.2
11,1600,5500,251.2
11,2000,-5500,256
11,2000,-5000,236
11,2000,-4500,196
11,2000,-4000,196
11,2000,-3500,176
11,2000,-3000,156
11,2000,-2500,136
11,2000,-2000,116
11,2000,-1600,100
11,2000,-1200,84
11,2000,-900,72
11,2000,-600,60
11,2000,-400,52
11,2000,-200,44
11,2000,0,44
11,2000,200,44
11,2000,400,52
11,2000,600,60
11,2000,900,72
11,2000,1200,84
11,2000,1600,100
11,2000,2000,116
11,2000,2500,136
11,2000,3000,156
11,2000,3500,176
11,2000,4000,196
11,2000,4500,216
11,2000,5000,236
11,2000,5500,256
11,2500,-5500,262
11,2500,-5000,242
11,2500,-4500,202
11,2500,-4000,202
11,2500,-3500,182
11,2500,-3000,162
11,2500,-2500,142
11,2500,-2000,122
11,2500,-1600,106
11,2500,-1200,90
11,2500,-900,78
11,2500,-600,66
11,2500,-400,58
11,2500,-200,50
11,2500,0,50
11,2500,200,50
